"S0120-62302011000400001-col","Editorial","Palacio Tobón, Carlos Alberto","Revista Facultad de Ingeniería Universidad de Antioquia; (60); 7-8","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000400001&lang=pt" 
"S0120-62302011000400009-col","A novel graphical and analytical method for thekinematic analysis of fourth class Assur groups","Quintero, Héctor, Calle, Gabriel, Díaz, Alexander, Henao, Edison","Revista Facultad de Ingeniería Universidad de Antioquia; (60); 81-91","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000400009&lang=pt" 
"S0120-62302011000400008-col","A novel aerobic-anoxic biological filter for nitrogen removal from UASB effluent using biogas compounds as electron donors for denitrification","Rodríguez Victoria, Jenny, Foresti, Eugenio","Revista Facultad de Ingeniería Universidad de Antioquia; (60); 72-80","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000400008&lang=pt" 
"S1870-34532011000300017-mex","Datos recientes de la distribución de la siembra de especies exóticas como base de la producción pesquera en aguas interiores mexicanas","Ibáñez, Ana L., Espinosa-Pérez, Héctor, García-Calderón, José L.","Revista mexicana de biodiversidad; 82(3); 904-914","Revista mexicana de biodiversidad","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532011000300017&lang=pt" 
"S1870-34532011000300018-mex","Wildlife vertebrate mortality in roads from Santa Fe Province, Argentina","Attademo, Andrés M., Peltzer, Paola M., Lajmanovich, Rafael C., Elberg, Gustavo, Junges, Celina, Sanchez, Laura C., Bassó, Agustín","Revista mexicana de biodiversidad; 82(3); 915-925","Revista mexicana de biodiversidad","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532011000300018&lang=pt" 
"S1870-34532011000300019-mex","Distribución y conservación de especies amenazadas en Mesoamérica, Chocó y Andes tropicales","Londoño-Murcia, María Cecilia, Sánchez-Cordero, Víctor","Revista mexicana de biodiversidad; 82(3); 926-950","Revista mexicana de biodiversidad","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532011000300019&lang=pt" 
"S1870-34532011000300002-mex","Tres especies nuevas de Manfreda (Agavaceae) del sur de México","García-Mendoza, Abisaí Josué","Revista mexicana de biodiversidad; 82(3); 747-757","Revista mexicana de biodiversidad","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532011000300002&lang=pt" 
"S1870-34532011000300020-mex","Evaluación de la efectividad de las áreas protegidas para contener procesos de cambio en el uso del suelo y la vegetación. ¿Un índice es suficiente?","Figueroa, Fernanda, Sánchez-Cordero, Víctor, Illoldi-Rangel, Patricia, Linaje, Miguel","Revista mexicana de biodiversidad; 82(3); 951-963","Revista mexicana de biodiversidad","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532011000300020&lang=pt" 
"S1870-34532011000300021-mex","Distribución del género Bursera en el estado de Morelos, México y su relación con el clima","Hernández-Pérez, Ezequiel, González-Espinosa, Mario, Trejo, Irma, Bonfil, Consuelo","Revista mexicana de biodiversidad; 82(3); 964-976","Revista mexicana de biodiversidad","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532011000300021&lang=pt" 
"S1870-34532011000300022-mex","Phytogeographic analysis of the genus Datura (Solanaceae) in continental Mexico","Luna-Cavazos, Mario, Bye, Robert","Revista mexicana de biodiversidad; 82(3); 977-988","Revista mexicana de biodiversidad","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532011000300022&lang=pt" 
"S1870-34532011000300023-mex","La distribución geográfica de la tángara azul-gris (Thraupis episcopus) en hábitats modificados antropogénicamente en México","Rodríguez-Ruíz, Erick Rubén, Garza-Torres, Héctor Arturo, Ríos-Muñoz, César A., Navarro-Sigüenza, Adolfo G.","Revista mexicana de biodiversidad; 82(3); 989-996","Revista mexicana de biodiversidad","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532011000300023&lang=pt" 
