"S0188-76532010000100002-mex","Mejorando los programas de combate a la pobreza en México: del ingreso al bienestar","Rojas, Mariano","Perfiles latinoamericanos; 18(35); 35-59","Perfiles latinoamericanos","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532010000100002&lang=pt" 
"S0188-76532010000100003-mex","Rearme y baja percepción de amenaza interestatal en Sudamérica. ¿Es posible tal coexistencia?","Battaglino, Jorge M.","Perfiles latinoamericanos; 18(35); 61-87","Perfiles latinoamericanos","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532010000100003&lang=pt" 
"S0188-76532010000100004-mex","Evaluación de la reforma del sistema de pensiones en Uruguay","Garmendia, Gonzalo","Perfiles latinoamericanos; 18(35); 89-103","Perfiles latinoamericanos","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532010000100004&lang=pt" 
"S0188-76532010000100005-mex","La diversidad institucional del bicameralismo en América Latina","Reynoso, Diego","Perfiles latinoamericanos; 18(35); 105-144","Perfiles latinoamericanos","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532010000100005&lang=pt" 
"S0188-76532010000100006-mex","El neoliberalismo en Chile: entre la legalidad y la legitimidad. Entrevista a Tomás Moulián","Carrillo Nieto, Juan José","Perfiles latinoamericanos; 18(35); 145-155","Perfiles latinoamericanos","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532010000100006&lang=pt" 
"S1679-39512010000200013-scl","Clóvis Luiz Machado-da-Silva e o observatório","Vieira, Marcelo Milano Falcão, Carvalho, Cristina Amélia, Dellagnelo, Eloise Helena L., Silva, Rosimeri Carvalho da","Cadernos EBAPE.BR; 8(2); -","Cadernos EBAPE.BR","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000200013&lang=pt" 
"S1679-39512010000200001-scl","Echoes of LAEMOS","Guedes, Ana Lucia","Cadernos EBAPE.BR; 8(2); -","Cadernos EBAPE.BR","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000200001&lang=pt" 
"S1679-39512010000200005-scl","&quot;Organización, fragmentación y posibilidades de cambio: la brecha como vacío fértil&quot;","Perlo, Claudia Liliana, de la Riestra, María del Rosario, Costa, Leticia del Carmen","Cadernos EBAPE.BR; 8(2); 246-259","Cadernos EBAPE.BR","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000200005&lang=pt" 
"S1679-39512010000200003-scl","Appropriation and rationality in hip hop groups organization practices in Porto Alegre: an analysis on the perspective of Guerreiro Ramos","Camara, Guilherme Dornelas, Goulart, Sueli, Reinher, Rafaela Mendes","Cadernos EBAPE.BR; 8(2); 209-225","Cadernos EBAPE.BR","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000200003&lang=pt" 
"S1679-39512010000200002-scl","Sumaq Kawsay: the birth of a notion?","Salgado, Francisco","Cadernos EBAPE.BR; 8(2); 198-208","Cadernos EBAPE.BR","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000200002&lang=pt" 
"S1679-39512010000200010-scl","The impact of leadership, management and power in an international knowledge-intensive organization","Kirjavainen, Senni, Björklund, Tua A., Eloranta, Meri-Maaria, Laakso, Miko","Cadernos EBAPE.BR; 8(2); 339-352","Cadernos EBAPE.BR","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000200010&lang=pt" 
"S1679-39512010000200012-scl","Chilean management education: rhetoric of pragmatism, consumerism, individualism and elitism","Cotroneo, Marcela Mandiola, Costa, Paula Ascorra","Cadernos EBAPE.BR; 8(2); 370-387","Cadernos EBAPE.BR","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000200012&lang=pt" 
"S0104-83332010000100006-scl","Rapazes negros e socialização de gênero: sentidos e significados de &quot;ser homem&quot;","Souza, Raquel","Cadernos Pagu; (34); 107-142","Cadernos Pagu","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-83332010000100006&lang=pt" 
"S0104-83332010000100016-scl","Ouvrières des Lettres","Garzoni, Lerice de Castro","Cadernos Pagu; (34); 383-389","Cadernos Pagu","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-83332010000100016&lang=pt" 
"S0104-83332010000100017-scl","Género y sexualidades en las tramas del saber: revisiones y propuestas","Plesnicar, Lorena Natalia","Cadernos Pagu; (34); 391-394","Cadernos Pagu","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-83332010000100017&lang=pt" 
"S0101-20612010000200001-scl","Editorial: avaliação por período da Ciência e Tecnologia de Alimentos","Lannes, Suzana Caetano da Silva","Food Science and Technology (Campinas); 30(2); 289-290","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000200001&lang=pt" 
"S0101-20612010000200002-scl","Chemical and physiological aspects of isomers of conjugated fatty acids","Carvalho, Eliane Bonifácio Teixeira de, Melo, Illana Louise Pereira de, Mancini-Filho, Jorge","Food Science and Technology (Campinas); 30(2); 295-307","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000200002&lang=pt" 
"S0101-20612010000200010-scl","Sensory analysis of hydrolysed meat preparations","Silva, Maria Elisabeth Machado Pinto E, Atzingen, Maria Carolina von","Food Science and Technology (Campinas); 30(2); 349-353","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000200010&lang=pt" 
