"S0001-60022011000500003-cri","Clinimetría, una herramienta indispensable","Díaz-Coto, José Francisco, Monge-Zeledón, Pablo","Acta Médica Costarricense; 53(); 7-9","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000500003&lang=pt" 
"S0001-60022011000500004-cri","Drogas Modificadoras de la Artritis Reumatoide (DMAR)","Díaz-Coto, José Francisco, Monge-Zeledón, Pablo, Avilés-Montoya, Eduardo, Sáenz-Castro, Ricardo","Acta Médica Costarricense; 53(); 10-13","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000500004&lang=pt" 
"S0001-60022011000500005-cri","Agentes Biológicos en el tratamiento de la Artritis Reumatoide","Díaz-Coto, José Francisco, Monge-Zeledón, Pablo, Brenes-Silesky, Francisco, Arias-Howlett, Christian","Acta Médica Costarricense; 53(); 14-18","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000500005&lang=pt" 
"S0001-60022011000500006-cri","Guías de manejo de la artritis reumatoide","","Acta Médica Costarricense; 53(); 19-25","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000500006&lang=pt" 
"S1517-86922011000100001-scl","A fototerapia com diodo emissor de luz (LEDT) aplicada pré-exercício inibe a peroxidação lipídica em atletas após exercício de alta intensidade: um estudo preliminar","Leal Junior, Ernesto Cesar Pinto, Baroni, Bruno Manfredini, Rossi, Rafael Paolo, Godoi, Vanessa de, Marchi, Thiago De, Tomazoni, Shaiane Silva, Almeida, Patrícia de, Salvador, Mirian, Grosselli, Douglas, Generosi, Rafael Abeche, Basso, Maira, Mancalossi, José Luis, Martins, Rodrigo Álvaro Brandão Lopes","Revista Brasileira de Medicina do Esporte; 17(1); 8-12","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000100001&lang=pt" 
"S1517-86922011000100003-scl","Influência do protocolo ergométrico na ocorrência de diferentes critérios de esforço máximo","Lemos, Thiago, Nogueira, Fernando S, Pompeu, Fernando A.M.S","Revista Brasileira de Medicina do Esporte; 17(1); 18-21","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000100003&lang=pt" 
"S1517-86922011000100004-scl","Efeito das diferentes fases do ciclo menstrual no desempenho da força muscular em 10RM","Loureiro, Sheila, Dias, Ingrid, Sales, Dayane, Alessi, Isabel, Simão, Roberto, Fermino, Rogério César","Revista Brasileira de Medicina do Esporte; 17(1); 22-25","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000100004&lang=pt" 
"S1517-86922011000100005-scl","Efeito agudo do alongamento estático em músculo agonista nos níveis de ativação e no desempenho da força de homens treinados","Silveira, Reinaldo do Nascimento da, Farias, Joni Marcio de, Alvarez, Barbara Regina, Bif, Ricardo, Vieira, Jeferson","Revista Brasileira de Medicina do Esporte; 17(1); 26-30","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000100005&lang=pt" 
"S1517-86922011000100006-scl","Razão eletromiográfica de músculos estabilizadores do ombro durante a execução de exercícios com haste oscilatória","Hallal, Camilla Zamfolini, Marques, Nise Ribeiro, Gonçalves, Mauro","Revista Brasileira de Medicina do Esporte; 17(1); 31-35","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000100006&lang=pt" 
"S1517-86922011000100007-scl","Lesão do músculo obturador externo em atletas de futebol profissional","Valente, Henrique Gonçalves, Marques, Felipe Osório, Souza, Luciano Da Silva De, Abib, Roberto Trápaga, Ribeiro, Daniel Cury","Revista Brasileira de Medicina do Esporte; 17(1); 36-39","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000100007&lang=pt" 
"S1517-86922011000100010-scl","Medidas murinométricas e eficiência alimentar em ratos provenientes de ninhadas reduzidas na lactação e submetidos ou não ao exercício de natação","Nery, Cybelle da Silva, Pinheiro, Isabeli Lins, Muniz, Gisélia de Santana, Vasconcelos, Diogo Antônio Alves de, França, Sabrina Pereira de, Nascimento, Elizabeth do","Revista Brasileira de Medicina do Esporte; 17(1); 49-55","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000100010&lang=pt" 
"S1517-86922011000100011-scl","Doping cosmético: a problemática das aplicações intramusculares de óleos","Figueiredo, Vandré Casagrande, Silva, Paulo Rodrigo Pedroso da, Trindade, Rafael de Souza, Rose, Eduardo Henrique De","Revista Brasileira de Medicina do Esporte; 17(1); 56-61","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000100011&lang=pt" 
"S1517-86922011000100012-scl","Genética, performance física humana e doping genético: o senso comum versus a realidade científica","Dias, Rodrigo Gonçalves","Revista Brasileira de Medicina do Esporte; 17(1); 62-70","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000100012&lang=pt" 
"S0034-737X2011000100011-scl","Conservação on farm da agrobiodiversidade de sítios familiares em Jequié, Bahia, Brasil","Lyra, Danilo Hottis, Sampaio, Luana Santos, Pereira, Douglas de Almeida, Amaral, Cláudio Lúcio Fernandes","Revista Ceres; 58(1); 69-76","Revista Ceres","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2011000100011&lang=pt" 
"S0103-84782011000200027-scl","Composição bromatológica e digestibilidade aparente de alimentos encontrados na região semiárida brasileira para arraçoamento de tilapia rosa em cultivos","Campeche, Daniela Ferraz Bacconi, Moraes, Salete Al&#039;ves de, Lima, Valdívia Thaís, Sousa, Sília Maria de Negreiros, Oliveira, Samira Teixeira Leal de, Souza, Márcia Gomes de, Paulino, Renata Vale","Ciência Rural; 41(2); 343-348","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200027&lang=pt" 
"S0103-84782011000200017-scl","Hidratação enteral em bovinos: avaliação de soluções eletrolíticas isotônicas administradas por sonda nasogástrica em fluxo contínuo","Ribeiro Filho, José Dantas, Gimenes, Angélica Misailidis, Fonseca, Eduardo Ferreira, Dantas, Waleska de Melo Ferreira, Oliveira, Tânia Toledo de","Ciência Rural; 41(2); 285-290","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200017&lang=pt" 
"S0103-84782011000200009-scl","Land disposal potential of tobacco processing residues","Tedesco, Marino José, Lauschner, Márcio Henrique, Gianello, Clesio, Bortolon, Leandro, Kray, Claudio Henrique","Ciência Rural; 41(2); 236-241","Ciência Rural","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200009&lang=pt" 
"S0103-84782011000200007-scl","Qualidade de frutos de cultivares de nespereira em função do ensacamento em diferentes estádios de desenvolvimento","Grassi, Alexandre Manzoni, Scarpare Filho, João Alexio, Chagas, Edvan Alves, Pio, Rafael, Pasqual, Moacir, Tizato, Leandro Henrique Guglielmin, Chagas, Pollyana Cardoso","Ciência Rural; 41(2); 227-229","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200007&lang=pt" 
"S0103-84782011000200030-scl","Sazonalidade do preço do leite no Rio Grande do Sul (1986-2009)","Marin, Solange Regina, Cavalheiro, Ana Gabriela, Anschau, Daniel","Ciência Rural; 41(2); 361-364","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200030&lang=pt" 
"S0103-84782011000200010-scl","Viabilidade do uso de resíduos da agroindústria coureiro-calçadista no solo","Gianello, Clesio, Domaszak, Susan Carla, Bortolon, Leandro, Kray, Cláudio Henrique, Martins, Vanessa","Ciência Rural; 41(2); 242-245","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200010&lang=pt" 
"S0103-84782011000200005-scl","Caracterização morfológica de cultivares de bananeira micropropagadas em estádio juvenil","Madail, Rafael Hansen, Pio, Leila Aparecida Salles, Pasqual, Moacir, Silva, Sebastião de Oliveira e","Ciência Rural; 41(2); 219-222","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200005&lang=pt" 
"S0103-84782011000200023-scl","Pesquisa de anticorpos anti-Neospora spp. e anti-herpersvírus equino em cavalos de tração no município de Santa Maria, RS, Brasil","Sangioni, Luís Antonio, Botton, Sônia de Avila, Cargnelutti, Juliana Felipetto, Cadore, Gustavo Cauduro, Cezar, Alfredo Skrebsky, Weiblen, Rudi, Lopes, Sonia Terezinha Anjos, Vogel, Fernanda Silveira Flores","Ciência Rural; 41(2); 321-323","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200023&lang=pt" 
"S0103-84782011000200011-scl","Compactação superficial de Latossolos sob integração lavoura: pecuária de leite no noroeste do Rio Grande do Sul","Collares, Gilberto Loguércio, Reinert, Dalvan José, Reichert, José Miguel, Kaiser, Douglas Rodrigo","Ciência Rural; 41(2); 246-250","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200011&lang=pt" 
"S0103-84782011000200006-scl","Crescimento do morangueiro: influência da cultivar e da posição da planta no canteiro","Strassburger, André Samuel, Peil, Roberta Marins Nogueira, Schwengber, José Ernani, Martins, Denise de Souza, Medeiros, Carlos Alberto Barbosa","Ciência Rural; 41(2); 223-226","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200006&lang=pt" 
"S0103-84782011000200002-scl","Comparação entre métodos para a avaliação do vigor de lotes de sementes de triticale","Steiner, Fábio, Oliveira, Silvia Sanielle Costa de, Martins, Cibele Chalita, Cruz, Sihélio Júlio Silva","Ciência Rural; 41(2); 200-204","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200002&lang=pt" 
"S0103-84782011000200004-scl","Produção fora de época da videira &#039;BRS Clara&#039; sob cultivo protegido","Colombo, Larissa Abgariani, Assis, Adriane Marinho de, Sato, Alessandro Jefferson, Tessmann, Dauri José, Genta, Werner, Roberto, Sérgio Ruffo","Ciência Rural; 41(2); 212-218","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200004&lang=pt" 
"S0103-84782011000200018-scl","Aurotriquia adquirida em um canino da raça schnauzer","Palumbo, Mariana Isa Poci, Machado, Luiz Henrique de Araújo, Torres Neto, Rafael","Ciência Rural; 41(2); 291-293","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200018&lang=pt" 
"S0103-84782011000200008-scl","Enraizamento de estacas de Camellia sinensis L. em função da época de coleta de ramos, genótipos e ácido indolbutírico","Lima, Juliana Domingues, Lima, Ana Paula de Souza, Bolfarini, Ana Carolina Batista, Silva, Silvia Helena Modenese-Gorla da","Ciência Rural; 41(2); 230-235","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000200008&lang=pt" 
