"S1816-79502010000100004-sza","Crop production management practices as a cause for low water productivity at Zanyokwe Irrigation Scheme","Fanadzo, M, Chiduza, C, Mnkeni, PNS, van der Stoep, I, Stevens, J","Water SA; 36(1); 27-36","Water SA","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502010000100004&lang=pt" 
"S0100-879X2010000100008-scl","Role of 11β-hydroxysteroid dehydrogenase 2 renal activity in potassium homeostasis in rats with chronic renal failure","Yeyati, N.L., Altuna, M.E., Damasco, M.C., Mac Laughlin, M.A.","Brazilian Journal of Medical and Biological Research; 43(1); 52-56","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100008&lang=pt" 
"S0100-879X2010000100003-scl","Genetic analysis of the porcine group B rotavirus NSP2 gene from wild-type Brazilian strains","Médici, K.C., Barry, A.F., Alfieri, A.F., Alfieri, A.A.","Brazilian Journal of Medical and Biological Research; 43(1); 13-16","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100003&lang=pt" 
"S0100-879X2010000100013-scl","Do Caucasian and Asian clocks tick differently?","Barbosa, A.A., Pedrazzoli, M., Koike, B.D.V., Tufik, S.","Brazilian Journal of Medical and Biological Research; 43(1); 96-99","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100013&lang=pt" 
"S0100-879X2010000100010-scl","Effect of aging and oral tolerance on dendritic cell function","Simioni, P.U., Fernandes, L.G.R., Gabriel, D.L., Tamashiro, W.M.S.C.","Brazilian Journal of Medical and Biological Research; 43(1); 68-76","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100010&lang=pt" 
"S0100-879X2010000100014-scl","L-histidine provokes a state-dependent memory retrieval deficit in mice re-exposed to the elevated plus-maze","Serafim, K.R., Kishi, M., Canto-de-Souza, A., Mattioli, R.","Brazilian Journal of Medical and Biological Research; 43(1); 100-106","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100014&lang=pt" 
"S0100-879X2010000100015-scl","HFE gene mutations and iron status of Brazilian blood donors","Santos, P.C.J.L., Cançado, R.D., Terada, C.T., Rostelato, S., Gonzales, I., Hirata, R.D.C., Hirata, M.H., Chiattone, C.S., Guerra-Shinohara, E.M.","Brazilian Journal of Medical and Biological Research; 43(1); 107-114","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100015&lang=pt" 
"S0100-879X2010000100004-scl","A DNA enzyme targeting Egr-1 inhibits rat vascular smooth muscle cell proliferation by down-regulation of cyclin D1 and TGF-β1","Wu, Y., Han, W., Liu, G.-N.","Brazilian Journal of Medical and Biological Research; 43(1); 17-24","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100004&lang=pt" 
"S0100-879X2010000100007-scl","Tissue expression and subcellular localization of Mipu1, a novel myocardial ischemia-related gene","Wang, G., Zuo, X., Jiang, L., Wang, K., Wei, X., Zhang, B., Xiao, X.","Brazilian Journal of Medical and Biological Research; 43(1); 43-51","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100007&lang=pt" 
"S0100-879X2010000100012-scl","Lesion of the subthalamic nucleus reverses motor deficits but not death of nigrostriatal dopaminergic neurons in a rat 6-hydroxydopamine-lesion model of Parkinson&#039;s disease","Rizelio, V., Szawka, R.E., Xavier, L.L., Achaval, M., Rigon, P., Saur, L., Matheussi, F., Delattre, A.M., Anselmo-Franci, J.A., Meneses, M., Ferraz, A.C.","Brazilian Journal of Medical and Biological Research; 43(1); 85-95","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100012&lang=pt" 
"S0100-879X2010000100006-scl","Mechanism of the transforming growth factor-β induction of fibronectin expression in hepatic stem-like cells","Cui, W., Jin, H.B., Li, Z.W.","Brazilian Journal of Medical and Biological Research; 43(1); 36-42","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000100006&lang=pt" 
