"S1806-11172015000101303-scl","Acceleration measurements using smartphone sensors: Dealing with the equivalence principle","Monteiro, Martín, Cabeza, Cecilia, Marti, Arturo C.","Revista Brasileira de Ensino de Física; 37(1); 1303-","Revista Brasileira de Ensino de Física","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101303&lang=pt" 
"S1806-11172015000101314-scl","Entendendo a entropia de von Neumann","Maziero, Jonas","Revista Brasileira de Ensino de Física; 37(1); 1314-","Revista Brasileira de Ensino de Física","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101314&lang=pt" 
"S1806-11172015000101310-scl","Nota sobre a atração entre carga e folha dielétrica: Uma errata comentada","Leal Ferreira, Guilherme F.","Revista Brasileira de Ensino de Física; 37(1); 1310-","Revista Brasileira de Ensino de Física","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101310&lang=pt" 
"S1806-11172015000101316-scl","Uma interpretação simples para os condensados de Bose-Einstein","Rizzuti, B.F., Forgerini, F.L.","Revista Brasileira de Ensino de Física; 37(1); 1316-","Revista Brasileira de Ensino de Física","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101316&lang=pt" 
"S1806-11172015000101311-scl","Determinação experimental da constante de Boltzmann a partir da curva característica corrente-voltagem de um diodo","Cruz, Vagner Santos da, Soares, Vitorvani","Revista Brasileira de Ensino de Física; 37(1); 1311-","Revista Brasileira de Ensino de Física","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101311&lang=pt" 
"S1806-11172015000101312-scl","Visualizando tunelamento quântico através da geração de microplasmas","Sismanoglu, Bogos Nubar, do Nascimento, Janaina Correa, de Barros Aragão, Eduardo Cezar Barbosa","Revista Brasileira de Ensino de Física; 37(1); 1312-","Revista Brasileira de Ensino de Física","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101312&lang=pt" 
"S1806-11172015000101701-scl","Change of entropy in the spontaneous thermalization of two distinct blocks","Lima, F.M.S.","Revista Brasileira de Ensino de Física; 37(1); 1701-","Revista Brasileira de Ensino de Física","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101701&lang=pt" 
"S1806-11172015000101501-scl","Programa de Educação Tutorial: Avanços na formação em física no Rio Grande do Norte","Souza, R.M., Gomes Júnior, S.R.","Revista Brasileira de Ensino de Física; 37(1); 1501-","Revista Brasileira de Ensino de Física","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101501&lang=pt" 
"S1806-11172015000101508-scl","Concepções alternativas dos estudantes sobre conceitos térmicos: Um estudo de avaliação diagnóstica e formativa","Louzada, Alexandre Neves, Elia, Marcos da Fonseca, Sampaio, Fábio Ferrentini","Revista Brasileira de Ensino de Física; 37(1); 1508-","Revista Brasileira de Ensino de Física","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101508&lang=pt" 
"S1806-11172015000101502-scl","How to measure the speed of light at your university with a dinner budget","Ortiz, Manuel, Montecinos, Alicia Muriel","Revista Brasileira de Ensino de Física; 37(1); 1502-","Revista Brasileira de Ensino de Física","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172015000101502&lang=pt" 
"S1870-249X2015000100003-mex","Preparation of (+)- and (-)- β-phenyl- and β-(4-chlorophenyl)-γ-butyrolactones: Key Intermediates in the Synthesis of β-phenyl-GABA and Baclofen","Gómez-Gutiérrez, Jazmín, Meléndez-Rodríguez, Myriam, Suárez-Castillo, Óscar R., Castelán-Duarte, Luis E., Fragoso-Vázquez, Manuel J., López-Vázquez, Erick, Sánchez-Zavala, Maricruz","Journal of the Mexican Chemical Society; 59(1); 12-18","Journal of the Mexican Chemical Society","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-249X2015000100003&lang=pt" 
