"S0185-16672012000100007-mex","Determinantes del crecimiento de las exportaciones manufactureras de México a Estados Unidos, 1987-2007","Ríos Bolívar, Humberto, Valderrama Santibáñez, Ana Lilia, Neme Castillo, Omar","Investigación económica; 71(279); 149-180","Investigación económica","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672012000100007&lang=pt" 
"S0798-40652012000100011-ven","Barreras térmicas y nuevos materiales","Fernández-Rojas, Freddy, Rondón, Eduardo, Fernández-Rojas, Carlos J, Salas P, Keyffer J, García, Víctor J","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); 100-108","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100011&lang=pt" 
"S0798-40652012000100010-ven","Diferencias entre los valores de la tensión interfacial dinámica de gotas de agua en CO2 y burbujas de CO2 en agua","Meléndez, Juan, Zeppieri, Susana, López De Ramos, Aura","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); 92-99","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100010&lang=pt" 
"S0798-40652012000100008-ven","Efecto del pretratamiento sobre la actividad de catalizadores carburados de NiMo y como soportados sobre γ-Al2O3 para la reacción de hidrodesulfuración del tiofeno","Lozano, Luis A, Díaz, Yraida, L. Brito, Y Joaquín","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); 70-77","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100008&lang=pt" 
"S0798-40652012000100009-ven","Estudio del equilibrio líquido-vapor en mezclas de hidrógenoe hidrocarburos con énfasis en procesos de hidrocraqueo","Gomes, Luis Miguel, Escalante, Alfredo, Bouza, Alexis","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); 78-91","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100009&lang=pt" 
"S0798-40652012000100001-ven","Divulgación del conocimiento: Un desafío universitario permanente","","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); I-I","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100001&lang=pt" 
"S0798-40652012000100002-ven","Modelaje físico-matemático unidimensional de la difusión-reacción del ión Ca2+ en estructuras biocontráctiles (Caso: Célula de músculo liso)","D´Alessandro-Martínez, Antonio, Córdova-Rangel, Robert, D´Alessandro-Cáceres, Engels","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); 7-17","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100002&lang=pt" 
"S0798-40652012000100003-ven","Mejoramiento del tiempo de respuesta en una nueva arquitectura de multidifusión para audioconferencias basada en extensiones SIP y gestión de grupos","Moreno, Carlos, Alvarez, Maribel","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); 18-30","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100003&lang=pt" 
"S0798-40652012000100004-ven","Los deslizamientos ocurridos el 20 de noviembre del 2008 en las colinas del sur de Caracas: una visión general de su impacto geotécnico","Tagliaferro, Mauricio, Singer, André","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); 31-40","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100004&lang=pt" 
"S0798-40652012000100005-ven","Desarrollo de métodos no convencionales para la extracción de fenantreno y pireno en partículas sedimentadas","Escalona, Andrés, Galarrága, Federico, Fernández, Raiza, Centeno, Andreína, Velásquez, Johany, Pérez, Gustavo","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); 41-48","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100005&lang=pt" 
"S0798-40652012000100006-ven","Instrumento electrónico para la estimación del índice de rugosidad internacional (IRI) con base en el perfilómetro estático Merlin","Álvarez, Servando, Rivero, Rafael","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 27(1); 49-55","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2012","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652012000100006&lang=pt" 
