"S0212-97282015000200023-esp","Aceptación-rechazo parental y perfiles de victimización y agresión en situaciones de bullying","León-del-Barco, Benito, Felipe-Castaño, Elena, Polo-del-Río, Mª Isabel, Fajardo-Bullón, Fernando","Anales de Psicología; 31(2); 600-606","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200023&lang=pt" 
"S0212-97282015000200017-esp","The longitudinal measurement of change: intraindividual variability in behavior and interindividual differences observed in childhood","Escolano-Pérez, Elena, Blanco-Villaseñor, Ángel","Anales de Psicología; 31(2); 545-551","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200017&lang=pt" 
"S0212-97282015000200030-esp","Clima y satisfacción laboral en el contexto universitario","Pecino-Medina, Vicente, Mañas-Rodríguez, Miguel A., Díaz-Fúnez, Pedro A., López-Puga, Jorge, Llopis-Marín, Juan-Manuel","Anales de Psicología; 31(2); 658-666","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200030&lang=pt" 
"S0212-97282015000200025-esp","Predictores familiares de la violencia filio-parental: el papel de la disciplina familiar","Ibabe, Izaskun","Anales de Psicología; 31(2); 615-625","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200025&lang=pt" 
"S0212-97282015000200015-esp","Spanish Adaptation of the Working Alliance Inventory (WAI): psychometric properties of the patient and therapist forms (WAI-P and WAI-T)","Andrade-González, Nelson, Fernández-Liria, Alberto","Anales de Psicología; 31(2); 524-533","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200015&lang=pt" 
"S0212-97282015000200014-esp","Validación de la versión española del Test Stroop de Alcohol","Sánchez-López, Alvaro, Quinto-Guillen, Rafael, Pérez-Lucas, Josefa, Jurado-Barba, Rosa, Martínez-Grass, Isabel, Ponce-Alfaro, Guillermo, Rubio-Valladolid, Gabriel","Anales de Psicología; 31(2); 504-523","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200014&lang=pt" 
"S0212-97282015000200007-esp","Coping strategies as mediator variables between explanatory styles and depressive symptoms","Sanjuan, Pilar, Magallares, Alejandro","Anales de Psicología; 31(2); 447-451","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200007&lang=pt" 
"S0212-97282015000200012-esp","To what extent is personality associated with time perspective?","Muro, Anna, Castellà, Judit, Sotoca, Cristina, Estaún, Santiago, Valero, Sergi, Gomà-i-Freixanet, Montserrat","Anales de Psicología; 31(2); 488-493","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200012&lang=pt" 
"S0212-97282015000200010-esp","Detección de problemas de salud mental en un grupo especialmente vulnerable: niños y adolescentes en acogimiento residencial","Sainero, Ana, Valle, Jorge F. del, Bravo, Amaia","Anales de Psicología; 31(2); 472-480","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200010&lang=pt" 
"S0212-97282015000200004-esp","Experiencias esquizotípicas en la adolescencia: propiedades psicométricas del Schizotypal Personality Questionnarie-Child","Fonseca-Pedrero, Eduardo, Ortuño, Javier, Paino, Mercedes, Lemos-Giráldez, Serafín, Muñiz, José","Anales de Psicología; 31(2); 414-421","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200004&lang=pt" 
"S0212-97282015000200013-esp","Revisión de estudios de la Escala de Ansiedad y Depresión Hospitalaria (HAD) en muestras españolas","Terol-Cantero, M. Carmen, Cabrera-Perona, Víctor, Martín-Aragón, Maite","Anales de Psicología; 31(2); 494-503","Anales de Psicología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200013&lang=pt" 
"S0212-97282015000200005-esp","The relationship between attachment styles and internalizing or externalizing symptoms in clinical and nonclinical adolescents","Lacasa, Fernando, Mitjavila, Merce, Ochoa, Susana, Balluerka, Nekane","Anales de Psicología; 31(2); 422-432","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200005&lang=pt" 
"S0212-97282015000200006-esp","Walking as physical exercise in Fibromyalgia: an elicitation study from the Theory of Planned Behavior","Pastor, María-Ángeles, López-Roig, Sofía, Sanz, Yolanda, Peñacoba, Cecilia, Cigarán, Margarita, Velasco, Lilian, Lledó, Ana, Écija, Carmen","Anales de Psicología; 31(2); 433-446","Anales de Psicología","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282015000200006&lang=pt" 
