"S0124-59962007000100016-col","SOCIEDAD CIVIL, VIRTUD Y COMERCIO","Castrillón, Alberto","Revista de Economía Institucional; 9(16); 335-341","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100016&lang=pt" 
"S0124-59962007000100017-col","DE HÉROES ANÓNIMOS, SABIDURÍA CONVENCIONAL Y FRAUDES INFAMES","Pérez Salazar, Bernardo","Revista de Economía Institucional; 9(16); 343-349","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100017&lang=pt" 
"S0124-59962007000100014-col","SI EL MODELO CONTRADICELA REALIDAD, PEOR PARALA REALIDAD","Gorbaneff, Yuri","Revista de Economía Institucional; 9(16); 327-328","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100014&lang=pt" 
"S0124-59962007000100015-col","¿DESCONOCEMOS LOS HECHOS CUANDO SON INCONVENIENTES? RESPUESTA AL PROFESOR GORBANEFF","Hodgson, Geoffrey M.","Revista de Economía Institucional; 9(16); 329-332","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100015&lang=pt" 
"S0124-59962007000100012-col","LA CARESTÍA (FRAGMENTO)","Wace, ","Revista de Economía Institucional; 9(16); 275-310","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100012&lang=pt" 
"S0124-59962007000100013-col","EL INSTITUCIONALISMO NORTEAMERICANO: ORÍGENES Y PRESENTE","Reis Mourão, Paulo","Revista de Economía Institucional; 9(16); 315-325","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100013&lang=pt" 
"S0124-59962007000100010-col","¿POR QUÉ EMIGRAN LOS COLOMBIANOS? UN ANÁLISIS DEPARTAMENTAL BASADO EN EL CENSO DE 2005","Khoudour-Castéras, David","Revista de Economía Institucional; 9(16); 255-271","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100010&lang=pt" 
"S0124-59962007000100011-col","RESEÑAS SOBRE TEMAS ECONÓMICOS&lt;a name=nast&gt;&lt;/a&gt;","Durkheim, Émile","Revista de Economía Institucional; 9(16); 275-310","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100011&lang=pt" 
"S0124-59962007000100001-col","","","Revista de Economía Institucional; 9(16); 5-11","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100001&lang=pt" 
"S0124-59962007000100003-col","¿QUÉ ESTÁ MAL EN LA ECONOMÍA CONTEMPORÁNEA?","Streeten, Paul","Revista de Economía Institucional; 9(16); 35-62","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100003&lang=pt" 
"S0124-59962007000100002-col","LA INTERSECCIÓN ENTRE SEÑALES ECONÓMICAS Y SÍMBOLOS MÍTICOS","Morong, Cyril","Revista de Economía Institucional; 9(16); 15-33","Revista de Economía Institucional","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-59962007000100002&lang=pt" 
