"S1413-81232007000400005-scl","Os hospitais e a nova realidade","Rehem, Renilson","Ciência &amp; Saúde Coletiva; 12(4); 843-846","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000400005&lang=pt" 
"S1413-81232007000400004-scl","Serviços hospitalares e mercado privado de planos de saúde: desafios e relacionamento","Figueiredo, Luiz Fernando","Ciência &amp; Saúde Coletiva; 12(4); 841-843","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000400004&lang=pt" 
"S1413-81232007000400003-scl","Accountability e qualidade","Portela, Margareth Crisóstomo","Ciência &amp; Saúde Coletiva; 12(4); 840-841","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000400003&lang=pt" 
"S1413-81232007000400009-scl","Desafios e perspectivas futuras dos hospitais universitários no Brasil","Machado, Sérgio Pinto, Kuchenbecker, Ricardo","Ciência &amp; Saúde Coletiva; 12(4); 871-877","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000400009&lang=pt" 
"S1413-81232007000400030-scl","O desafio do conhecimento: pesquisa qualitativa em saúde","Nunes, Everardo Duarte","Ciência &amp; Saúde Coletiva; 12(4); 1087-1088","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000400030&lang=pt" 
"S1413-81232007000400020-scl","O uso da Análise Envoltória de Dados (DEA) para avaliação de hospitais universitários brasileiros","Lins, Marcos Estellita, Lobo, Maria Stella de Castro, Silva, Angela Cristina Moreira da, Fiszman, Roberto, Ribeiro, Vagner José de Paula","Ciência &amp; Saúde Coletiva; 12(4); 985-998","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000400020&lang=pt" 
"S0103-84782007000400050-scl","Considerações sobre a obtenção e o uso do plasma rico em plaquetas e das células mesenquimais indiferenciadas em enxertos ósseos","Pagliosa, Geane Maciel, Alves, Geraldo Eleno Silveira","Ciência Rural; 37(4); 1202-1205","Ciência Rural","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782007000400050&lang=pt" 
"S0103-84782007000400048-scl","Carcinossarcoma tireoidiano em um cão","Rodrigues, Aline, Masuda, Eduardo Kenji, Inkelmann, Maria Andréia, Ramos, Adriano Tony, Marques, Brenda Maria Ferreira Prado, Martins, Tessie Beck, Kommers, Glaucia Denise","Ciência Rural; 37(4); 1188-1191","Ciência Rural","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782007000400048&lang=pt" 
"S0103-84782007000400046-scl","Sorologia positiva para Leptospira butembo em bovinos apresentando problemas reprodutivos","Saldanha, Guilherme Bastos, Cavazini, Neimar Cristiano, Silva, Aleksandro Schafer da, Fernandes, Mariana Bertini, Badke, Manoel Renato Teles, Pivetta, Cristian Gilberto","Ciência Rural; 37(4); 1182-1184","Ciência Rural","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782007000400046&lang=pt" 
"S0103-84782007000400009-scl","Vernalização em cinco cultivares de morangueiro","Verdial, Marcelo Fontanetti, Tessarioli Neto, João, Minami, Keigo, Scarpare Filho, João Alexio, Christoffoleti, Pedro Jacob, Scarpare, Fabio Vale, Barela, Juliano Francisco, del Aguila, Juan Saavedra, Kluge, Ricardo Alfredo","Ciência Rural; 37(4); 976-981","Ciência Rural","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782007000400009&lang=pt" 
"S0103-84782007000400008-scl","Crescimento vegetativo de porta-enxertos de citros produzidos em substratos comerciais","Fochesato, Mário Luís, Souza, Paulo Vitor Dutra de, Schäfer, Gilmar, Maciel, Hardi Schmatz","Ciência Rural; 37(4); 970-975","Ciência Rural","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782007000400008&lang=pt" 
"S0103-84782007000400007-scl","Capacidade geral e específica de combinação de caracteres do fruto do maracujazeiro doce (Passiflora alata Curtis)","Jung, Maricelma Simiano, Vieira, Eduardo Alano, Brancker, Ademar, Nodari, Rubens Onofre","Ciência Rural; 37(4); 963-969","Ciência Rural","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782007000400007&lang=pt" 
