"S1676-26492007000500006-scl","Anxiety and mood disorders in psychogenic nonepileptic seizures","Araújo Filho, Gerardo Maria de, Caboclo, Luís Otávio Sales Ferreira","Journal of Epilepsy and Clinical Neurophysiology; 13(4); 28-31","Journal of Epilepsy and Clinical Neurophysiology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-26492007000500006&lang=pt" 
"S1676-26492007000500008-scl","Epilepsy surgery in patients with coexisting psychogenic nonepileptic seizures: diagnosis and treatment","Castro, Luiz Henrique Martins","Journal of Epilepsy and Clinical Neurophysiology; 13(4); 36-38","Journal of Epilepsy and Clinical Neurophysiology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-26492007000500008&lang=pt" 
"S1415-54192007000600004-scl","Weber Ursi","Ursi, Weber","Revista Dental Press de Ortodontia e Ortopedia Facial; 12(6); 24-37","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192007000600004&lang=pt" 
"S1676-26492007000500001-scl","Editorial","De Paola, Luciano","Journal of Epilepsy and Clinical Neurophysiology; 13(4); 5-5","Journal of Epilepsy and Clinical Neurophysiology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-26492007000500001&lang=pt" 
"S0100-15742007000300008-scl","Estudantes e avaliação da universidade: um estudo conjunto Brasil-Portugal","Leite, Denise, Santiago, Rui, Leite, Maria Cecília Loréa, Genro, Maria Elly Herz, Braga, Ana Maria, Polidori, Marlis, Broilo, Cecilia, Sarrico, Claudia, Santos, Isabel","Cadernos de Pesquisa; 37(132); 661-686","Cadernos de Pesquisa","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742007000300008&lang=pt" 
"S1516-35982007000900001-scl","Digestibilidade de nutrientes em ração com complexo enzimático para tilápia-do-nilo","Oliveira, Giovanni Resende de, Logato, Priscila Vieira Rosa, Freitas, Rilke Tadeu Fonseca de, Rodrigues, Paulo Borges, Fialho, Elias Tadeu, Diodatti, Flávia Cristina","Revista Brasileira de Zootecnia; 36(6); 1945-1952","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900001&lang=pt" 
"S1516-35982007000900002-scl","Terminação de cordeiros em pastagens de azevém anual manejadas em diferentes intensidades e métodos de pastejo","Barbosa, Cristina Maria Pacheco, Carvalho, Paulo César de Faccio, Cauduro, Guilherme Fernandes, Lunardi, Robson, Kunrath, Taise Robinson, Gianluppi, Gustavo Dal Forno","Revista Brasileira de Zootecnia; 36(6); 1953-1960","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900002&lang=pt" 
"S1516-35982007000900003-scl","Desenvolvimento morfológico de Lotus spp. de diferentes hábitos de crescimento","Maroso, Rita Poles, Scheffer-Basso, Simone Meredith","Revista Brasileira de Zootecnia; 36(6); 1961-1968","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900003&lang=pt" 
"S1516-35982007000900006-scl","Balanço do nitrogênio (15N) da uréia nos componentes de uma pastagem de capim-marandu sob recuperação em diferentes épocas de calagem","Oliveira, Patrícia Perondi Anchão, Trivelin, Paulo Cesar Ocheuze, Oliveira, Wladecir Salles de","Revista Brasileira de Zootecnia; 36(6); 1982-1989","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900006&lang=pt" 
"S1516-35982007000900007-scl","Avaliação de espécies forrageiras de inverno na Depressão Central do Rio Grande do Sul","Rocha, Marta Gomes da, Quadros, Fernando Luiz Ferreira de, Glienke, Carine Lisete, Confortin, Anna Carolina Cerato, Costa, Vagner Guasso da, Rossi, Guilherme Ebling","Revista Brasileira de Zootecnia; 36(6); 1990-1999","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900007&lang=pt" 
"S1516-35982007000900008-scl","Perdas de silagens de cana-de-açúcar tratadas com aditivos químicos e bacterianos","Siqueira, Gustavo Rezende, Reis, Ricardo Andrade, Schocken-Iturrino, Ruben Pablo, Pires, Aureliano José Vieira, Bernardes, Thiago Fernandes, Amaral, Rafael Camargo do","Revista Brasileira de Zootecnia; 36(6); 2000-2009","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900008&lang=pt" 
"S1516-35982007000900009-scl","Efeitos genéticos e ambientais sobre o perímetro escrotal de animais da raça Caracu","Mattar, Maira, Oliveira, João Ademir de, Meirelles, Sarah Laguna, Queiroz, Sandra Aidar de","Revista Brasileira de Zootecnia; 36(6); 2010-2015","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900009&lang=pt" 
"S1516-35982007000900010-scl","Valores econômicos para as características de produção de leite de búfalas no Estado de São Paulo","Seno, Leonardo de Oliveira, Cardoso, Vera Lúcia, Tonhati, Humberto","Revista Brasileira de Zootecnia; 36(6); 2016-2022","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900010&lang=pt" 
"S1516-35982007000900012-scl","Hidrolisado de mucosa intestinal de suínos em substituição ao plasma sangüíneo em dietas para leitões de 21 a 49 dias","Corassa, Anderson, Lopes, Darci Clementino, Pena, Sérgio de Miranda, Freitas, Letícia Silva de, Pena, Graciane de Miranda","Revista Brasileira de Zootecnia; 36(6); 2029-2036","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900012&lang=pt" 
"S1516-35982007000900013-scl","Níveis de fósforo e cálcio em dietas para codornas japonesas em postura","Costa, Carlos Henrique Rocha, Barreto, Sergio Luiz de Toledo, Moura, Weyllison César Oliveira, Reis, Renata de Souza, Leite, Carla Daniela Suguimoto, Maia, Gustavo Vaz Corrêa","Revista Brasileira de Zootecnia; 36(6); 2037-2046","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900013&lang=pt" 
"S1516-35982007000900014-scl","Exigência de metionina + cistina digestíveis em suínos machos castrados de alto potencial genético na fase dos 60 aos 95 kg","Santos, Fabrício de Almeida, Donzele, Juarez Lopes, Oliveira, Rita Flávia Miranda de, Silva, Francisco Carlos de Oliveira, Abreu, Márvio Lobão Teixeira de, Saraiva, Alysson, Brustolini, Paulo César","Revista Brasileira de Zootecnia; 36(6); 2047-2053","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900014&lang=pt" 
"S1516-35982007000900018-scl","Produção de leite e desempenho dos bezerros de vacas Nelore e mestiças","Oliveira, Vítor Corrêa de, Fontes, Carlos Augusto de Alencar, Siqueira, João Gomes de, Fernandes, Alberto Magno, Sant´Ana, Nivaldo de Faria, Chambela Neto, Alberto","Revista Brasileira de Zootecnia; 36(6); 2074-2081","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900018&lang=pt" 
"S1516-35982007000900019-scl","Efeito da fonte protéica e do processamento físico do concentrado sobre a terminação de bovinos jovens confinados e o impacto ambiental dos dejetos","Ribeiro, Glauco Mora, Sampaio, Alexandre Amstalden Moraes, Fernandes, Alexandre Rodrigo Mendes, Henrique, Wignez, Sugohara, Atushi, Amorim, Ana Carolina","Revista Brasileira de Zootecnia; 36(6); 2082-2091","Revista Brasileira de Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982007000900019&lang=pt" 
