"S0325-75412014000100009-arg","Molecular evidence of Chlamydophila pneumoniae infection in reptiles in Argentina","Frutos, María C, Monetti, Marina S, . Ré, Viviana E, Cuffini, Cecilia G","Revista argentina de microbiología; 46(1); 45-48","Revista argentina de microbiología","Inglês","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412014000100009&lang=pt" 
"S0325-75412014000100008-arg","Presencia de Fusarium graminearum en muestras de trigo destinado al consumo humano","Martinez, Mauro, Castañares, Eliana, Dinolfo, María I, Pacheco, Walter G, Moreno, María V, Stenglein, Sebastián A","Revista argentina de microbiología; 46(1); 41-44","Revista argentina de microbiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412014000100008&lang=pt" 
"S0325-75412014000100001-arg","Las amenazas globales, el reciclaje de residuos y el concepto de economía circular","Lett, Lina A","Revista argentina de microbiología; 46(1); 1-2","Revista argentina de microbiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412014000100001&lang=pt" 
"S0325-75412014000100003-arg","Conocimiento de las vías de transmisión de las zoonosis y de las especies afectadas entre los trabajadores rurales","Molineri, Ana I, Signorini, Marcelo L, Tarabla, Héctor D","Revista argentina de microbiología; 46(1); 7-13","Revista argentina de microbiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412014000100003&lang=pt" 
"S0325-75412014000100002-arg","Toxocariasis: seroprevalence in abandoned-institutionalized children and infants","Archelli, Susana, Santillan, Graciela I, Fonrouge, Reinaldo, Céspedes, Graciela, Burgos, Lola, Radman, Nilda","Revista argentina de microbiología; 46(1); 3-6","Revista argentina de microbiología","Inglês","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412014000100002&lang=pt" 
"S0325-75412014000100005-arg","Estudio retrospectivo de la aplicación de la amplificación génica cualitativa en muestras biológicas para el seguimiento de la toxoplasmosis en pacientes pediátricos receptores de trasplante de células progenitoras hematopoyéticas","Nigro, Mónica G, Figueroa, Carlos, Ledesma, Bibiana A","Revista argentina de microbiología; 46(1); 24-29","Revista argentina de microbiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412014000100005&lang=pt" 
"S0325-75412014000100004-arg","Meningitis neumocócica en niños menores de 15 años: Dieciséis años de vigilancia epidemiológica en Misiones, Argentina","Grenón, Sandra L, Salvi Grabulosa, Marcelo C, Regueira, Mabel M, Fossati, María S, von Specht, Martha H","Revista argentina de microbiología; 46(1); 14-23","Revista argentina de microbiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412014000100004&lang=pt" 
"S0325-75412014000100007-arg","Wild-type minimal inhibitory concentration distributions in bacteria of animal origin in Argentina","Pantozzi, Florencia L, Ibar, Mariela P, Nievas, Victorio F, Vigo, Germán B, Moredo, Fabiana A, Giacoboni, Gabriela I","Revista argentina de microbiología; 46(1); 34-40","Revista argentina de microbiología","Inglês","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412014000100007&lang=pt" 
"S0325-75412014000100006-arg","First detection of CMY-2 plasmid mediated β-lactamase in Salmonella Heidelberg in South America","Cejas, Daniela, Vignoli, Rafael, Quinteros, Mirta, Marino, Ricardo, Callejo, Raquel, Betancor, Laura, Gutkind, Gabriel O, Radice, Marcela A","Revista argentina de microbiología; 46(1); 30-33","Revista argentina de microbiología","Inglês","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412014000100006&lang=pt" 
"S2317-64312014000100014-scl","Verificação da eficácia do uso de tubos de ressônancia na terapia vocal com indivíduos idosos","Santos, Sabrina Braga dos, Rodrigues, Stéfani Ribeiro, Gadenz, Camila Dalbosco, Anhaia, Tanise Cristaldo, Spagnol, Priscila Esteves, Cassol, Mauriceia","Audiology - Communication Research; 19(1); 81-87","Audiology - Communication Research","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312014000100014&lang=pt" 
"S2317-64312014000100010-scl","Avaliação das ações da Fonoaudiologia no NASF da cidade do Recife","Andrade, Aline Fernanda de, Lima, Mirella Muzzi de, Monteiro, Natália Pereira, Silva, Vanessa de Lima","Audiology - Communication Research; 19(1); 52-60","Audiology - Communication Research","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312014000100010&lang=pt" 
"S0047-20852014000100057-scl","Neuroimagem na dependência de jogos eletrônicos: uma revisão sistemática","Lemos, Igor Lins, Diniz, Paula Rejane Beserra, Peres, Julio Fernando Prieto, Sougey, Everton Botelho","Jornal Brasileiro de Psiquiatria; 63(1); 57-71","Jornal Brasileiro de Psiquiatria","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100057&lang=pt" 
"S0047-20852014000100039-scl","Funções executivas, atividades da vida diária e habilidade motora de idosos com doenças neurodegenerativas","Felippe, Lilian Assunção, Oliveira, Renata Terra de, Garcia, Milena, Silva-Hamu, Tânia Cristina Dias da, Santos, Suhaila Mahmoud Smaili, Christofoletti, Gustavo","Jornal Brasileiro de Psiquiatria; 63(1); 39-47","Jornal Brasileiro de Psiquiatria","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100039&lang=pt" 
"S0047-20852014000100086-scl","Interdisciplinary evaluation: interface between psychiatry and forensic psychology","Serafim, Antonio de Pádua, Barros, Daniel Martins de","Jornal Brasileiro de Psiquiatria; 63(1); 86-87","Jornal Brasileiro de Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100086&lang=pt" 
"S0047-20852014000100048-scl","Conhecimento e intervenção do cuidador na doença de Alzheimer: uma revisão da literatura","Leite, Cinthya Dolores Santos Maia, Menezes, Terce Liana Mota de, Lyra, Érica Verônica de Vasconcelos, Araújo, Cláudia Marina Tavares de","Jornal Brasileiro de Psiquiatria; 63(1); 48-56","Jornal Brasileiro de Psiquiatria","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100048&lang=pt" 
"S0047-20852014000100072-scl","Revisão sistemática dos aspectos psicossociais, neurobiológicos, preditores e promotores de resiliência em militares","Cotian, Michela de Souza, Vilete, Liliane, Volchan, Eliane, Figueira, Ivan","Jornal Brasileiro de Psiquiatria; 63(1); 72-85","Jornal Brasileiro de Psiquiatria","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100072&lang=pt" 
"S0047-20852014000100008-scl","Psychosocial factors associated with adherence to treatment and quality of life in people living with HIV/AIDS in Brazil","Calvetti, Prisla Ücker, Giovelli, Grazielly Rita Marques, Gauer, Gabriel José Chittó, Moraes, João Feliz Duarte de","Jornal Brasileiro de Psiquiatria; 63(1); 8-15","Jornal Brasileiro de Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100008&lang=pt" 
"S0047-20852014000100001-scl","Atitudes em relação ao corpo e à alimentação de pacientes com anorexia e bulimia nervosa","Souza, Aline Cavalcante de, Pisciolaro, Fernanda, Polacow, Viviane Ozores, Cordás, Táki Athanássios, Alvarenga, Marle dos Santos","Jornal Brasileiro de Psiquiatria; 63(1); 1-7","Jornal Brasileiro de Psiquiatria","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100001&lang=pt" 
"S0047-20852014000100016-scl","Atendimento a tentativas de suicídio por serviço de atenção pré-hospitalar","Magalhães, Ana Paula Nogueira de, Alves, Verônica de Medeiros, Comassetto, Isabel, Lima, Patrícia Costa, Faro, Ana Cristina Mancussi e, Nardi, Antonio Egidio","Jornal Brasileiro de Psiquiatria; 63(1); 16-22","Jornal Brasileiro de Psiquiatria","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100016&lang=pt" 
"S0047-20852014000100023-scl","Psychiatric morbidity and quality of life of primary care attenders in two cities in Brazil","Portugal, Flávia Batista, Campos, Mônica Rodrigues, Gonçalves, Daniel Almeida, Mari, Jair de Jesus, Gask, Linda, Bower, Peter, Dowrick, Christopher, Fortes, Sandra","Jornal Brasileiro de Psiquiatria; 63(1); 23-32","Jornal Brasileiro de Psiquiatria","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100023&lang=pt" 
"S0047-20852014000100033-scl","Qualidade de vida e sintomas de ansiedade e depressão em pacientes com tumores cerebrais primários","Bigatão, Marcela dos Reis, Carlotti Jr, Carlos Gilberto, Carlo, Marysia Mara Rodrigues do Prado de","Jornal Brasileiro de Psiquiatria; 63(1); 33-38","Jornal Brasileiro de Psiquiatria","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852014000100033&lang=pt" 
"S0718-560X2014000100008-chl","Replacement of fish meal by poultry by-product meal, food grade, in diets for juvenile spotted rose snapper (Lutjanus guttatus)","Hernández, Crisantema, Osuna-Osuna, Lorena, Hernandez, Asahel Benitez, Sanchez-Gutierrez, Yazmín, González-Rodríguez, Blanca, Dominguez-Jimenez, Patricia","Latin american journal of aquatic research; 42(1); 111-120","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000100008&lang=pt" 
"S0718-560X2014000100009-chl","Population structure and reproductive aspects of puffer fish Sphoeroides annulatus (Jenyns, 1842) (Osteichthyes: Tetraodontidae), landed in Teacapán, Sinaloa, Mexico","Valdez-Pineda, María Candelaria, Morán-Angulo, Ramón Enrique, Voltolina, Domenico, Castillo-Vargasmachuca, Sergio","Latin american journal of aquatic research; 42(1); 121-126","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000100009&lang=pt" 
"S0718-560X2014000100001-chl","Chilean jagged lobster, Projasus bahamondei, in the southeastern Pacific Ocean: current state of knowledge","Arana, Patricio M","Latin american journal of aquatic research; 42(1); 1-17","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000100001&lang=pt" 
"S0718-560X2014000100002-chl","Challenges for coastal zoning and sustainable development in the northern Patagonian fjords (Aysén, Chile)","Molinet, Carlos, Niklitschek, Edwin J, Coper, Susana, Díaz, Manuel, Díaz, Patricio A, Fuentealba, Mónica, Marticorena, Francisca","Latin american journal of aquatic research; 42(1); 18-29","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000100002&lang=pt" 
"S0718-560X2014000100003-chl","Hematology of juvenile pacu, Piaractus mesopotamicus (Holmberg, 1887) fed graded levels of mannan oligosaccharides (MOS)","Sado, Ricardo Yuji, Bicudo, Álvaro José de Almeida, Cyrino, José Eurico Possebon","Latin american journal of aquatic research; 42(1); 30-39","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000100003&lang=pt" 
"S0718-560X2014000100004-chl","El colapso ambiental en el río Patía, Colombia: variaciones morfológicas y alteraciones en los ecosistemas de manglar","Parra, Adriana S, Restrepo Ángel, Juan D","Latin american journal of aquatic research; 42(1); 40-60","Latin american journal of aquatic research","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000100004&lang=pt" 
"S0718-560X2014000100005-chl","Distribución y fuentes de fitoesteroles en sedimentos costeros y de ríos del centro-sur de Chile","Saavedra, Luisa, Quiñones, Renato A, Becerra, José","Latin american journal of aquatic research; 42(1); 61-84","Latin american journal of aquatic research","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000100005&lang=pt" 
"S0718-560X2014000100006-chl","Efecto del fotoperiodo y la temperatura sobre la composición bioquímica en reproductores silvestres de cabrilla sardinera, Mycteroperca rosacea (Streets, 1877)","Estrada-Godínez, José Antonio, Maldonado-García, Minerva, Gracia-López, Vicente, Carrillo, Manuel, Rebollar-Prudente, René, Spanopoulos-Zarco, Milton","Latin american journal of aquatic research; 42(1); 85-96","Latin american journal of aquatic research","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000100006&lang=pt" 
"S0021-25712014000100014-spa","First isolation of Salmonella enterica serovar Napoli from wild birds in Italy","Mancini, Laura, Marcheggiani, Stefania, D&#039;Angelo, Annamaria, Puccinelli, Camilla, Chiudioni, Filippo, Rossi, Flavia, Delibato, Elisabetta, Medici, Dario De, Dionisi, Anna Maria, Owczarek, Slawomir, Luzzi, Ida","Annali dell&#039;Istituto Superiore di Sanità; 50(1); 96-98","Annali dell&#039;Istituto Superiore di Sanità","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0021-25712014000100014&lang=pt" 
"S0021-25712014000100015-spa","","","Annali dell&#039;Istituto Superiore di Sanità; 50(1); 100-103","Annali dell&#039;Istituto Superiore di Sanità","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0021-25712014000100015&lang=pt" 
