"S1815-59362012000200005-cub","Diagnóstico de proceso basado en el descubrimiento de subprocesos","Yzquierdo-Herrera, Raykenler, Silverio-Castro, Rogelio, Lazo-Cortés, Manuel, Torres-Graña, Adrian","Ingeniería Industrial; 33(2); 133-141","Ingeniería Industrial","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-59362012000200005&lang=pt" 
"S1815-59362012000200006-cub","El capital intelectual y la gestión del conocimiento","Monagas-Docasal, Marusia","Ingeniería Industrial; 33(2); 142-150","Ingeniería Industrial","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-59362012000200006&lang=pt" 
"S1815-59362012000200007-cub","La gestión por la innovación tecnológica desde las patentes universitarias","Zaldívar-Castro, Antonio Bernabé, Oconnor-Montero, Lierli","Ingeniería Industrial; 33(2); 151-160","Ingeniería Industrial","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-59362012000200007&lang=pt" 
"S1815-59362012000200008-cub","Diagnóstico del proceso de comunicación organizacional. Caso de estudio QUIMEFA","Queris-Rojas, Mónica, Almirall-Cabrera, Anais, Capote-García, Lester, Alfonso-Robaina, Daniel","Ingeniería Industrial; 33(2); 161-174","Ingeniería Industrial","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-59362012000200008&lang=pt" 
"S1815-59362012000200009-cub","El Índice de Aporte General de una Organización empresarial a la Sociedad","Espinosa-Moré, Sergio","Ingeniería Industrial; 33(2); 175-187","Ingeniería Industrial","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-59362012000200009&lang=pt" 
"S1815-59362012000200010-cub","Metodología de Diseño Organizacional integrando enfoque a procesos y competencias","Rodríguez-González, Iraida Justina, González-González, Aleida, Noy-Viamontes, Patricia, Pérez-Sotolongo, Sibelys","Ingeniería Industrial; 33(2); 188-199","Ingeniería Industrial","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-59362012000200010&lang=pt" 
"S1815-59362012000200011-cub","Análisis de la cadena de valor hortofrutícola del municipio Marianao en La Habana, Cuba","Acevedo-Suárez, José Antonio, Gómez-Acosta, Martha Inés, López-Joy, Teresita","Ingeniería Industrial; 33(2); 200-213","Ingeniería Industrial","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-59362012000200011&lang=pt" 
"S1020-49892012000800008-spa","Consolidação de diretrizes internacionais de manejo de populações caninas em áreas urbanas e proposta de indicadores para seu gerenciamento","Garcia, Rita de Cassia Maria, Calderón, Néstor, Ferreira, Fernando","Revista Panamericana de Salud Pública; 32(2); 140-144","Revista Panamericana de Salud Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892012000800008&lang=pt" 
"S1020-49892012000800010-spa","Alcohol, diabetes, and public health in the Americas","Babor, Thomas, Rehm, Jurgen, Jernigan, David, Vaeth, Patrice, Monteiro, Maristela, Lehman, Hallie","Revista Panamericana de Salud Pública; 32(2); 151-155","Revista Panamericana de Salud Pública","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892012000800010&lang=pt" 
"S1020-49892012000800013-spa","Lima cómo vamos: calidad de atención en salud","Carrillo-Larco, Rodrigo M., Ramos, Mariana","Revista Panamericana de Salud Pública; 32(2); 168-168","Revista Panamericana de Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892012000800013&lang=pt" 
"S1609-91172012000300001-per","Avances en el estudio de la patogénesis y prevención de la enterotoxemia de las alpacas","Rosadio A., Raúl, Maturrano H., Lenin, Pérez J., David, Castillo D., Hugo, Véliz A., Álvaro, Luna E., Luis, Yaya L., Katherine, Londoñe B, Pablo","Revista de Investigaciones Veterinarias del Perú; 23(3); 251-260","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300001&lang=pt" 
"S1609-91172012000300002-per","El complejo entérico neonatal en alpacas andinas","Rosadio A, Raúl, Maturrano H, Lenin, Pérez J, David, Luna E., Luis","Revista de Investigaciones Veterinarias del Perú; 23(3); 261-271","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300002&lang=pt" 
"S1609-91172012000300004-per","Genotipificación, evaluación toxigénica in vitro y sensibilidad a antibióticos de cepas de escherichia coli aisladas de casos diarreicos y fatales en alpacas neonatas","Luna E., Luis, Maturrano H., Lenin, Rivera G., Hermelinda, Zanabria H., Víctor, Rosadio A., Raúl","Revista de Investigaciones Veterinarias del Perú; 23(3); 280-288","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300004&lang=pt" 
"S1609-91172012000300005-per","Eimeriosis en crías de alpacas: prevalencia y factores de riesgo","Rodríguez H., Antony, Casas A., Eva, Luna E., Luis, Gavidia Ch., César, Zanabria H., Víctor, Rosadio A., Raúl","Revista de Investigaciones Veterinarias del Perú; 23(3); 289-298","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300005&lang=pt" 
"S1609-91172012000300006-per","Efecto protector de una vacuna polivalente anticlostridial sobre la mortalidad neonatal en alpacas","Rosadio A., Raúl, Yaya L., Katherine, Véliz A., Álvaro, Quispe, Teodoro","Revista de Investigaciones Veterinarias del Perú; 23(3); 299-306","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300006&lang=pt" 
"S1609-91172012000300007-per","Pruebas de campo para evaluar calidad calostral en la alpaca","Flodr, Hanna, Wheeler, Jane C, Krüger D, Paloma, Olazábal L, Juan, Rosadio A, Raúl","Revista de Investigaciones Veterinarias del Perú; 23(3); 307-316","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300007&lang=pt" 
"S1609-91172012000300008-per","Coexistencia de virus y bacterias en neumonías agudas en alpacas neonatas","Cirilo C., Erick, Manchego S., Alberto, Rivera H., Hermelinda, Rosadio A., Raúl","Revista de Investigaciones Veterinarias del Perú; 23(3); 317-335","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300008&lang=pt" 
"S1609-91172012000300009-per","Análisis in vitro e in vivo de sobrenadantes crudos de clostridium perfringens aislados de casos de enterotoxemia en alpacas","Pérez J., David, Llanco A., Luis, Castillo D., Hugo, Véliz A., Álvaro, Carhuallanqui P., Iván, Luna E., Luis, Londoñe B., Pablo, Piazza F., Roxane, Rosadio A., Raúl, Maturrano H, Lenin","Revista de Investigaciones Veterinarias del Perú; 23(3); 336-349","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300009&lang=pt" 
"S1609-91172012000300011-per","Análisis microbiológico, patológico y determinaciones de microelementos en vicuñas afectadas con &quot;caspa&quot;","Rosadio A., Raúl, Yaya L., Katherine, Véliz A., Álvaro, Rodríguez H., Antony, Castillo D., Hugo, Wheeler, Jane C.","Revista de Investigaciones Veterinarias del Perú; 23(3); 357-368","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300011&lang=pt" 
"S1609-91172012000300012-per","Optimización de una técnica para la extracción de ADN de heces de vicuña (vicugna vicugna mensalis)","Maturrano H., Lenin, M. Aguilar L., Juan, Krüger D., Paloma, Chávez I., Jesús, Rosadio A., Raúl, Wheeler, Jane C.","Revista de Investigaciones Veterinarias del Perú; 23(3); 369-376","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300012&lang=pt" 
"S1609-91172012000300014-per","Caracterización fenotípica y análisis de ADN mitocondrial de llamas de marcapomacocha, Perú","Cano Z., Lady, Rosadio A., Raúl, Maturrano H., Lenin, Dávalos R, Rosa, Wheeler, Jane C.","Revista de Investigaciones Veterinarias del Perú; 23(3); 388-398","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300014&lang=pt" 
"S1609-91172012000300013-per","Determinación del sexo mediante la técnica de reacción en cadena de la polimerasa en camélidos sudamericanos","Montenegro V., Vanya, Maturrano H., Lenin, Wheeler, Jane C., Rosadio A, Raúl","Revista de Investigaciones Veterinarias del Perú; 23(3); 377-387","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300013&lang=pt" 
"S1609-91172012000300010-per","Seroprevalencia a serovares de leptospiras patógenas en alpacas y vicuñas de los departamentos de Huancavelica y Ayacucho, Perú","Rosadio A., Raúl, Véliz A, Álvaro, Castillo D, Hugo, Yaya L., Katherine, Rodríguez H., Antony, Rivera G., Hermelinda, Wheeler, Jane C.","Revista de Investigaciones Veterinarias del Perú; 23(3); 350-356","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300010&lang=pt" 
"S1609-91172012000300003-per","Genotipificación y subtipificación molecular de cepas de clostridium perfringens aisladas en alpacas muertas por enterotoxemia","Pérez, David, Maturrano, Lenin, Rosadio, Raúl","Revista de Investigaciones Veterinarias del Perú; 23(3); 272-279","Revista de Investigaciones Veterinarias del Perú","Espanhol","2012","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1609-91172012000300003&lang=pt" 
"S1020-49892012000800002-spa","Developing a research agenda for promoting physical activity in Brazil through environmental and policy change","Reis, Rodrigo S., Kelly, Cheryl M., Parra, Diana C., Barros, Mauro, Gomes, Grace, Malta, Deborah, Schmid, Thomas, Brownson, Ross C.","Revista Panamericana de Salud Pública; 32(2); 93-100","Revista Panamericana de Salud Pública","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892012000800002&lang=pt" 
"S1020-49892012000800003-spa","Inmunidad colectiva contra la rubéola según una encuesta poblacional en Medellín, Colombia","Hincapié Palacio, Doracelly, Ospina Giraldo, Juan, Lenis Ballesteros, Viviana, Ospina Ospina, Marta C., Arroyave Cadavid, Marta, Hoyos Muñoz, Nora, Almanza Payares, Rita","Revista Panamericana de Salud Pública; 32(2); 101-108","Revista Panamericana de Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892012000800003&lang=pt" 
"S1020-49892012000800004-spa","Mortality trends from hypertension in Mexico by socioeconomic region and state, 2000-2008","Sánchez-Barriga, Juan Jesús","Revista Panamericana de Salud Pública; 32(2); 109-116","Revista Panamericana de Salud Pública","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892012000800004&lang=pt" 
"S1020-49892012000800005-spa","Impacto da terapia antirretroviral conforme diferentes consensos de tratamento da Aids no Brasil","Rossi, Silvia Maria Gomes de, Maluf, Eliane Cesario Pereira, Carvalho, Denise Siqueira, Ribeiro, Clea Elisa Lopes, Battaglin, Celia Regina Pissini","Revista Panamericana de Salud Pública; 32(2); 117-123","Revista Panamericana de Salud Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892012000800005&lang=pt" 
