"S1984-02922013000100002-scl","Guerra e memória social: a deficiência como testemunho","Martins, Bruno Sena","Fractal : Revista de Psicologia; 25(1); 3-22","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100002&lang=pt" 
"S1984-02922013000100003-scl","Memórias sobre um conflito de terra em relatos de história de vida","Velôso, Thelma Maria Grisi, WhitaKer, Dulce Consuelo Andreatta","Fractal : Revista de Psicologia; 25(1); 23-40","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100003&lang=pt" 
"S1984-02922013000100004-scl","&quot;A via que facilita é a mesma que dificulta&quot;: estigma e atenção em HIV-Aids na estratégia saúde da família - ESF","Zambenedetti, Gustavo, Both, Nalu Silvana","Fractal : Revista de Psicologia; 25(1); 41-58","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100004&lang=pt" 
"S1984-02922013000100007-scl","Transtornos mentais e comportamentais relacionados ao trabalho: o que a psicologia tem a dizer e a contribuir para a saúde de quem trabalha?","Souza, Wladimir Ferreira de","Fractal : Revista de Psicologia; 25(1); 99-108","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100007&lang=pt" 
"S1984-02922013000100006-scl","O trabalho de Eros e de Tanatos na regulação social","Domingos, Maria de Lurdes Costa","Fractal : Revista de Psicologia; 25(1); 81-98","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100006&lang=pt" 
"S1984-02922013000100008-scl","Processo de desligamento entre pesquisadores e participantes na pesquisa-ação","Pereira, Alciane Barbosa, Conceição, Maria Inês Gandolfo","Fractal : Revista de Psicologia; 25(1); 109-126","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100008&lang=pt" 
"S1984-02922013000100009-scl","O processo de avaliação psicológica no estado do Paraná","Chiodi, Cinthia da Silva, Facci, Marilda Gonçalves Dias","Fractal : Revista de Psicologia; 25(1); 127-144","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100009&lang=pt" 
"S1984-02922013000100010-scl","Os centros de referência de assistência social e as artes de governar","Oliveira, Clever Manolo Coimbra, Heckert, Ana Lúcia Coelho","Fractal : Revista de Psicologia; 25(1); 145-160","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100010&lang=pt" 
"S1984-02922013000100011-scl","Explorando as forças da escrita no acontecimento loucura","Jaeger, Regina Longaray, Fonseca, Tania Galli","Fractal : Revista de Psicologia; 25(1); 161-176","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100011&lang=pt" 
"S1984-02922013000100012-scl","Análise cinematográfica do filme &quot;O Fantasma da Ópera&quot; segundo a psicologia junguiana","Souza, Kátia Ovídia José","Fractal : Revista de Psicologia; 25(1); 177-188","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100012&lang=pt" 
"S1984-02922013000100013-scl","O brincar e a relação objetal no espectro autístico","Klinger, Ellen Fernanda, Souza, Ana Paula Ramos de","Fractal : Revista de Psicologia; 25(1); 191-206","Fractal : Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000100013&lang=pt" 
