"S0123-885X2004000100010-col","Teatro en Colombia","Jaramillo, María Mercedes, Osorio, Betty, Rizk, Beatriz J., Gómez, Eduardo","Revista de Estudios Sociales; (17); 101-103","Revista de Estudios Sociales","Espanhol","2004","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-885X2004000100010&lang=pt" 
"S1984-92302004000100006-scl","Aspectos da influência do líder na aprendizagem dos liderados em ambiente altamente estruturado: um estudo em agências de bancos","Aroma, Wilson, Marcondes, Reynaldo Cavalheiro","Organizações &amp; Sociedade; 11(29); 97-113","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100006&lang=pt" 
"S1984-92302004000100005-scl","As transformações do controle na siderúrgica riograndense: uma análise foucaultiana","Silva, Rosimeri Carvalho da, Alcadipani, Rafael","Organizações &amp; Sociedade; 11(29); 81-96","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100005&lang=pt" 
"S1984-92302004000100009-scl","O processo sucessório em empresas familiares: o exemplo dos comerciantes e o processo no Saara","Leone, Nilda Maria de Clodoaldo Pinto Guerra","Organizações &amp; Sociedade; 11(29); 149-172","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100009&lang=pt" 
"S1984-92302004000100008-scl","Desafios metodológicos no mapeamento de clusters industriais: o caso de São José dos Campos","Kirschbaum, Charles, Vasconcelos, Flávio","Organizações &amp; Sociedade; 11(29); 131-147","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100008&lang=pt" 
"S1984-92302004000100010-scl","&quot;Pode chegar, freguês&quot;: a cultura organizacional do mercado público de Porto Alegre","Cavedon, Neusa Rolita","Organizações &amp; Sociedade; 11(29); 173-189","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100010&lang=pt" 
"S1984-92302004000100007-scl","Responsabilidade social nas empresas: uma questão de imagem ou de essência?","Mendonça, J. Ricardo C. de, Gonçalves, Julio Cesar de Santana","Organizações &amp; Sociedade; 11(29); 115-130","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100007&lang=pt" 
"S1984-92302004000100001-scl","Privatização e políticas regulatórias na área de transportes: os casos do Brasil e da Argentina","Peci, Alketa, Cavalcanti, Bianor Scelza","Organizações &amp; Sociedade; 11(29); 13-28","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100001&lang=pt" 
"S1984-92302004000100002-scl","Fatores críticos de sucesso na construção de processos government-to-government","Jóia, Luiz Antonio, Cavalcante Neto, Arístides Andrade","Organizações &amp; Sociedade; 11(29); 29-47","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100002&lang=pt" 
"S1984-92302004000100003-scl","Processo decisório em organizações no Brasil: um exame dos estudos realizados entre 1993-2002","Löbler, Mauri Leodir, Hoppen, Norberto","Organizações &amp; Sociedade; 11(29); 49-70","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100003&lang=pt" 
"S1984-92302004000100004-scl","Ciclo do trabalho, roda da fortuna","Thiry-Cherques, Hermano Roberto","Organizações &amp; Sociedade; 11(29); 71-79","Organizações &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302004000100004&lang=pt" 
"S1025-02552004000200012-cub","Condilomas gigantes de Bushke y Loewenstein: A propósito de un caso","Crespo Campo, Gustavo, Pam Pino, Alberto, Llanos Palmira, Lisette E","Revista Archivo Médico de Camagüey; 8(2); 109-114","Revista Archivo Médico de Camagüey","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552004000200012&lang=pt" 
"S1025-02552004000200004-cub","La contaminación del agua de pozo como causa de metahemoglobinemia en niños. Camagüey 1985-2001","Larios Ortiz, Luis, Cañas Pérez, Regla, Sánchez Carmona, Ángela M, Capote Fradera, Alejandro","Revista Archivo Médico de Camagüey; 8(2); 29-41","Revista Archivo Médico de Camagüey","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552004000200004&lang=pt" 
"S1025-02552004000200010-cub","Influencia de la esfera psicosocial en la recuperación de los ancianos con fractura de cadera","Núñez Rodríguez, Lisbet María","Revista Archivo Médico de Camagüey; 8(2); 90-101","Revista Archivo Médico de Camagüey","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552004000200010&lang=pt" 
