"S0138-600X2011000300017-cub","Factores de riesgo de la mortalidad perinatal en hospitales del Ministerio de Salud del Perú","Ticona Rendón, Manuel, Huanco Apaza, Diana","Revista Cubana de Obstetricia y Ginecología; 37(3); 432-443","Revista Cubana de Obstetricia y Ginecología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2011000300017&lang=pt" 
"S0138-600X2011000300018-cub","Proceso eleccionario en la Sociedad Cubana de Obstetricia y Ginecología","","Revista Cubana de Obstetricia y Ginecología; 37(3); 444-445","Revista Cubana de Obstetricia y Ginecología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2011000300018&lang=pt" 
"S0138-600X2011000300014-cub","Tumor de Krukenberg","Hernández Durán, Daisy, Díaz Mitjans, Orlando, Capote, Raimundo, Ruiz Lorente, Raiza, Castillo Jones, Dagnelia","Revista Cubana de Obstetricia y Ginecología; 37(3); 414-419","Revista Cubana de Obstetricia y Ginecología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2011000300014&lang=pt" 
"S0138-600X2011000300015-cub","Diagnóstico incidental de endometriosis vesical","Rodríguez Collar, Tomás Lázaro, Casa de Valle Castro, Midalys, Germán Meliz, Jorge Luis, Pardillo Anceaume, María Elena","Revista Cubana de Obstetricia y Ginecología; 37(3); 420-427","Revista Cubana de Obstetricia y Ginecología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2011000300015&lang=pt" 
"S0138-600X2011000300013-cub","Migración de un dispositivo intrauterino al ovario","Fernández Gómez, Andrés, Norbert Milanés, Angel, Sánchez Menéndez, Alberto, Hernández García, Adalberto","Revista Cubana de Obstetricia y Ginecología; 37(3); 409-413","Revista Cubana de Obstetricia y Ginecología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2011000300013&lang=pt" 
"S1984-29612011000300002-scl","Brazilian canine hepatozoonosis","O&#039;Dwyer, Lucia Helena","Revista Brasileira de Parasitologia Veterinária; 20(3); 181-193","Revista Brasileira de Parasitologia Veterinária","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612011000300002&lang=pt" 
"S1516-635X2011000300006-scl","The effects of cinnamon powder feeding on some blood metabolites in broiler chicks","Koochaksaraie, RR, Irani, M, Gharavysi, S","Revista Brasileira de Ciência Avícola; 13(3); 197-202","Revista Brasileira de Ciência Avícola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2011000300006&lang=pt" 
"S1516-635X2011000300005-scl","Effects of different dietary vitamin combinations on the egg quality and vitamin deposition in the whole egg of laying hens","Zang, H, Zhang, K, Ding, X, Bai, S, Hernández, JM, Yao, B","Revista Brasileira de Ciência Avícola; 13(3); 189-196","Revista Brasileira de Ciência Avícola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2011000300005&lang=pt" 
"S0103-05822011000300006-scl","Abordagem diagnóstica e terapêutica da toxoplasmose em gestantes e as repercussões no recém-nascido","Pessanha, Tatiana Melino, Carvalho, Manoel de, Pone, Marcos Vinícius S, Gomes Júnior, Saint Clair","Revista Paulista de Pediatria; 29(3); 341-347","Revista Paulista de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822011000300006&lang=pt" 
"S0103-05822011000300019-scl","Impacto do uso do telefone celular na saúde de crianças e adolescentes","Balbani, Aracy Pereira S, Krawczyk, Alberto Luís","Revista Paulista de Pediatria; 29(3); 430-436","Revista Paulista de Pediatria","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822011000300019&lang=pt" 
"S0103-05822011000300022-scl","Alterações orais em crianças prematuras e de baixo peso ao nascer: a importância da relação entre pediatras e odontopediatras","Diniz, Michele Baffi, Coldebella, Cármen Regina, Zuanon, Angela Cristina C, Cordeiro, Rita de Cássia L.","Revista Paulista de Pediatria; 29(3); 440-453","Revista Paulista de Pediatria","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822011000300022&lang=pt" 
"S0103-05822011000300013-scl","Saberes e atitudes dos adolescentes frente à contracepção","Mendes, Stéfani de Salles, Moreira, Raissa Mariah F, Martins, Christine Baccarat G, Souza, Solange Pires S, Matos, Karla Fonseca de","Revista Paulista de Pediatria; 29(3); 385-391","Revista Paulista de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822011000300013&lang=pt" 
"S2179-64912011000300009-scl","Habilidades ortográficas e de narrativa escrita no ensino fundamental: características e correlações","Bigarelli, Juliana Faleiros Paolucci, Ávila, Clara Regina Brandão de","Jornal da Sociedade Brasileira de Fonoaudiologia; 23(3); 237-247","Jornal da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-64912011000300009&lang=pt" 
"S2179-64912011000300007-scl","Aplicação do teste M1-Alpha em sujeitos normais com baixa escolaridade: estudo piloto","Ortiz, Karin Zazo, Costa, Flávia Pereira da","Jornal da Sociedade Brasileira de Fonoaudiologia; 23(3); 220-226","Jornal da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-64912011000300007&lang=pt" 
"S1679-87592011010900001-scl","A importância da Oceanografia Física na distribuição de vida no oceano","Goçalo, Cássia Gôngora","Brazilian Journal of Oceanography; 59(3); -","Brazilian Journal of Oceanography","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011010900001&lang=pt" 
"S1679-87592011000300003-scl","Age and growth of the queen triggerfish Balistes vetula (tetraodontiformes, balistidae) of the central coast of Brazil","Cristiano Queiroz de, Albuquerque, Martins, Agnaldo Silva, Leite Junior, Nilamon de Oliveira, Araújo, Julio Neves de, Ribeiro, Alan Marques","Brazilian Journal of Oceanography; 59(3); 231-239","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300003&lang=pt" 
"S1679-87592011000300004-scl","Study of the surface water circulation in San Blas channel (Argentina) using landsat imagery","Beigt, Débora, Cuadrado, Diana G., Piccolo, María C.","Brazilian Journal of Oceanography; 59(3); 241-252","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300004&lang=pt" 
"S1679-87592011000300005-scl","Influence of the tidal and rainfall cycles on the population structure and density of Mesacanthion hirsutum gerlach (nematoda, thoracostomopsidae) on a tropical sandy beach (Tamandaré Bay, Pernambuco, Brazil)","Venekey, Virag, Fonsêca-Genevois, Verônica Gomes da, Santos, Paulo Jorge Parreira dos","Brazilian Journal of Oceanography; 59(3); 253-258","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300005&lang=pt" 
"S1679-87592011000300008-scl","Annual fecundity assessment for the Rio skate Rioraja agassizi (chondrichthyes: arhynchobatidae) endemic to a neotropical area (Southeastern Brazil)","Oddone, Maria Cristina, Capapé, Christian","Brazilian Journal of Oceanography; 59(3); 277-279","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300008&lang=pt" 
"S1679-87592011000300009-scl","Estuarine mesozooplankton dynamics on a short-term time scale: role of semidiurnal tidal cycle","Menéndez, María Clara, Piccolo, María Cintia, Hoffmeyer, Mónica Susana, Sassi, Maximiliano","Brazilian Journal of Oceanography; 59(3); 281-286","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300009&lang=pt" 
"S1984-70332011000300011-scl","BRS Esplendor Common bean cultivar with black grain, upright growth and disease resistance","Costa, Joaquim Geraldo Cáprio da, Melo, Leonardo Cunha, Pereira, Helton Santos, Del Peloso, Maria José, Faria, Luís Cláudio de, Díaz, José Luís Cabrera, Wendland, Adriane, Rava, Augustín","Crop Breeding and Applied Biotechnology; 11(3); 276-279","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300011&lang=pt" 
"S1984-70332011000300003-scl","Genetic diversity in natural populations of Buriti (Mauritia flexuosa L. f.)","Gomes, Liene Rocha Picanço, Lopes, Maria Teresa Gomes, Bentes, Jania Lilia da Silva, Barros, Willian Silva, Costa Neto, Pedro de Queiroz, Contim, Luis Antônio Serrão","Crop Breeding and Applied Biotechnology; 11(3); 216-223","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300003&lang=pt" 
"S1984-70332011000300004-scl","Artificial neural network analysis of genetic diversity in Carica papaya L.","Barbosa, Cibelle Degel, Viana, Alexandre Pio, Quintal, Silvana Silva Red, Pereira, Messias Gonzaga","Crop Breeding and Applied Biotechnology; 11(3); 224-231","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300004&lang=pt" 
"S1984-70332011000300008-scl","Sources of resistance to Curtobacterium flaccumfaciens pv. flaccumfaciens in common bean accessions","Valentini, Giseli, Baldissera, , Rocha, Fabiani da, Almeida, Carmelice Boff de, Heidemann, Joice Crescêncio, Guidolin, Altamir Frederico, Coimbra, Jefferson Luís Meirelles","Crop Breeding and Applied Biotechnology; 11(3); 257-262","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300008&lang=pt" 
"S1984-70332011000300012-scl","RB965902 and RB965917 Early/medium maturing sugarcane varieties","Carneiro, Monalisa Sampaio, Rosa, João Ricardo Bachega Feijó, Barreto, Fernanda Zatti, Balsalobre, Thiago Willian Almeida, Chapola, Roberto Giacomini, Vieira, Marcos Antonio Sanches, Bassinello, Antonio Ismael, Hoffmann, Hermann Paulo","Crop Breeding and Applied Biotechnology; 11(3); 280-285","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300012&lang=pt" 
"S1984-70332011000300013-scl","BRS Saturno triticale cultivar","Nascimento Junior, Alfredo do, Silva, Márcio Só e, Caierão, Eduardo, Scheeren, Pedro Luiz","Crop Breeding and Applied Biotechnology; 11(3); 286-288","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300013&lang=pt" 
"S1984-70332011000300009-scl","Genetic variability among cassava accessions based on SSR markers","Ribeiro, Márcia de Nazaré Oliveira, Carvalho, Samuel Pereira de, Santos, João Bosco dos, Antonio, Rafaela Priscila","Crop Breeding and Applied Biotechnology; 11(3); 263-269","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300009&lang=pt" 
"S1984-70332011000300002-scl","Complex interaction between genotypes and growing seasons of carioca common bean in Goiás/Distrito Federal","Pereira, Helton Santos, Melo, Leonardo Cunha, Del Peloso, Maria José, Faria, Luís Cláudio de, Wendland, Adriane","Crop Breeding and Applied Biotechnology; 11(3); 207-215","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300002&lang=pt" 
"S1679-87592011000300001-scl","Reef fish and benthic assemblages of the Trindade and Martin Vaz Island group, southwestern Atlantic","Pereira-Filho, Guilherme Henrique, Amado-Filho, Gilberto Menezes, Guimarães, Silvia M. P. B., Moura, Rodrigo L., Sumida, Paulo Y. G., Abrantes, Douglas P., Bahia, Ricardo G., Güth, Arthur Z., Jorge, Renato R., Francini Filho, Ronaldo Bastos","Brazilian Journal of Oceanography; 59(3); 201-212","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300001&lang=pt" 
