"S0102-311X2012001400007-spa","Sentimento de felicidade em idosos: uma abordagem epidemiológica, ISA-Camp 2008","Lima, Margareth Guimarães, Barros, Marilisa Berti de Azevedo, Alves, Maria Cecilia Goi Porto","Cadernos de Saúde Pública; 28(12); 2280-2292","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400007&lang=pt" 
"S0102-311X2012001400008-spa","Risk factors for low birth weight in Rio Grande do Sul State, Brazil: classical and multilevel analysis","Moraes, Anaelena Bragança de, Zanini, Roselaine Ruviaro, Riboldi, João, Giugliani, Elsa Regina Justo","Cadernos de Saúde Pública; 28(12); 2293-2305","Cadernos de Saúde Pública","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400008&lang=pt" 
"S0102-311X2012001400011-spa","Grau de atividade física e síndrome metabólica: um estudo transversal com indígenas Khisêdjê do Parque Indígena do Xingu, Brasil","Santos, Kennedy Maia dos, Tsutsui, Mario Luiz da Silva, Galvão, Patrícia Paiva de Oliveira, Mazzucchetti, Lalucha, Rodrigues, Douglas, Gimeno, Suely Godoy Agostinho","Cadernos de Saúde Pública; 28(12); 2327-2338","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400011&lang=pt" 
"S0102-311X2012001400015-spa","Herança e promessas do ensino das Ciências Sociais na área da Saúde","Minayo, Maria Cecília de Souza","Cadernos de Saúde Pública; 28(12); 2367-2372","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400015&lang=pt" 
"S0102-311X2012001400011-scl","Grau de atividade física e síndrome metabólica: um estudo transversal com indígenas Khisêdjê do Parque Indígena do Xingu, Brasil","Santos, Kennedy Maia dos, Tsutsui, Mario Luiz da Silva, Galvão, Patrícia Paiva de Oliveira, Mazzucchetti, Lalucha, Rodrigues, Douglas, Gimeno, Suely Godoy Agostinho","Cadernos de Saúde Pública; 28(12); 2327-2338","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400011&lang=pt" 
"S1806-37132012000600006-scl","Tradução, adaptação cultural e reprodutibilidade da Wisconsin Smoking Withdrawal Scale para o português do Brasil","Oliveira Junior, Boanerges Lopes de, Jardim, José Roberto, Nascimento, Oliver Augusto, Souza, George Márcio da Costa e, Baker, Timothy B., Santoro, Ilka Lopes","Jornal Brasileiro de Pneumologia; 38(6); 716-723","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600006&lang=pt" 
"S1806-37132012000600009-scl","Resistência primária e adquirida à pirazinamida em pacientes com tuberculose pulmonar atendidos em um hospital de referência no Recife","Ribeiro, Liany Barros, Magalhães, Vera, Magalhães, Marcelo","Jornal Brasileiro de Pneumologia; 38(6); 740-747","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600009&lang=pt" 
"S1851-30342012000400001-arg","Quantification of Testosterone (t) by 8 Immunoassays and by Liquid Chromatography -Tandem mass Spectrometry (lc -msms) in Normal and Hirsute Women: A Multicenter Study","Scaglia, HE, Aquilano, DR, Buccini, G, Chichizola, C, Corazza, N, Corthey, C, Fuillerat, S, Guevel, L, Ibáñez, G, Lacoste, E, Mohr, A, Nosetto, S, Orsi, M, Piaggio, Roberto, Riesco, O, Sandoz, S, Scaglia, J, Viola, Ana M, Wolfthal, D, Zylbersztein, C","Revista argentina de endocrinología y metabolismo; 49(4); -","Revista argentina de endocrinología y metabolismo","Inglês","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342012000400001&lang=pt" 
"S1851-30342012000400002-arg","Insulinorresistencia asociada a cambios en los niveles de tirotrofina en pacientes eutiroideos o con disfunción tiroidea subclínica","Herrera, JD, Leiva, PL, Martin, ML","Revista argentina de endocrinología y metabolismo; 49(4); -","Revista argentina de endocrinología y metabolismo","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342012000400002&lang=pt" 
"S1851-30342012000400003-arg","Factores de riesgo cardiovascular en pacientes con hipotiroidismo subclínico","De Pedro, S, Benozzi, S, Becerra, H, Bonacorsi, SM, Jouffré, G, Kriplianski, E, Marzialetti, M, Sola, MO, Flores, C","Revista argentina de endocrinología y metabolismo; 49(4); -","Revista argentina de endocrinología y metabolismo","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342012000400003&lang=pt" 
"S1851-30342012000400004-arg","Tratamiento con insulina y heparina en la hipertrigliceridemia severa","Masson, W, Fernández-Otero, L, Siniawski, D, Arias, A, Maritano, J, Ortiz, MI","Revista argentina de endocrinología y metabolismo; 49(4); -","Revista argentina de endocrinología y metabolismo","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342012000400004&lang=pt" 
