"S0104-65002008000100001-scl","Letter from the Guest Editors","Almeida, Eduardo Santana de, Meira, Silvio Romero de Lemos, Frakes, Bill","Journal of the Brazilian Computer Society; 14(1); 5-5","Journal of the Brazilian Computer Society","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-65002008000100001&lang=pt" 
"S0104-65002008000100003-scl","A method for model based test harness generation for component testing","Rocha, Camila Ribeiro, Martins, Eliane","Journal of the Brazilian Computer Society; 14(1); 7-23","Journal of the Brazilian Computer Society","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-65002008000100003&lang=pt" 
"S0104-65002008000100004-scl","Automatically composing reusable software components for mobile devices","White, Jules, Schmidt, Douglas C., Wuchner, Egon, Nechypurenko, Andrey","Journal of the Brazilian Computer Society; 14(1); 25-44","Journal of the Brazilian Computer Society","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-65002008000100004&lang=pt" 
"S0104-65002008000100005-scl","Common coupling as a measure of reuse effort in kernel-based software with case studies on the creation of MkLinux and Darwin","Yu, Liguo","Journal of the Brazilian Computer Society; 14(1); 45-55","Journal of the Brazilian Computer Society","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-65002008000100005&lang=pt" 
"S0104-65002008000100006-scl","Quality aware software product line engineering","Etxeberria, Leire, Sagardui, Goiuria, Belategi, Lorea","Journal of the Brazilian Computer Society; 14(1); 57-69","Journal of the Brazilian Computer Society","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-65002008000100006&lang=pt" 
"S0104-65002008000100007-scl","A prototype implementation of a distributed satisfiability modulo theories solver in the ToolBus framework","Déharbe, David, Ranise, Silvio, Vidal, Jorgiano","Journal of the Brazilian Computer Society; 14(1); 71-86","Journal of the Brazilian Computer Society","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-65002008000100007&lang=pt" 
"S0104-65002008000100008-scl","Automated formal specification generation and refinement from requirement documents","Cabral, Gustavo, Sampaio, Augusto","Journal of the Brazilian Computer Society; 14(1); 87-106","Journal of the Brazilian Computer Society","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-65002008000100008&lang=pt" 
"S0004-06142008000200019-esp","Tratamiento de reflujo vesicoureteral","Castro, Ribeiro de, Massó, Pedro, Reis, Armando","Archivos Españoles de Urología (Ed. impresa); 61(2); 244-247","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200019&lang=pt" 
"S0004-06142008000200023-esp","Vantris®, A biocompatible, synthetic, non-biodegradable, easy-to-inject bulking substance: Evaluation of local tissular reaction, localized migration and long-distance migration","Ormaechea, María, Paladini, Mario, Pisano, Roberto, Scagliotti, Miguel, Sambuelli, Rubén, López, Santiago, Guidi, Andrés, Muñoz, Juan, Rossetti, Víctor, Carnerero, Manuel, Beltramo, Dante, Alasino, Roxana, Bianco, Ismael, Griguol, Osvaldo, Valladares, Daniela, Badiola, Francisco De","Archivos Españoles de Urología (Ed. impresa); 61(2); 263-268","Archivos Españoles de Urología (Ed. impresa)","Inglês","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200023&lang=pt" 
"S0004-06142008000200028-esp","Tratamiento endoscópico en reflujo vesicoureteral (RVU): Comparación de diferentes sustancias. Resultados a largo plazo","Escala Aguirre, José Manuel, Cadena González, Yair, Retamal Pinto, Gabriela, López Egaña, Pedro-José, Letelier Cancino, Nelly, Zubieta Acuña, Ricardo","Archivos Españoles de Urología (Ed. impresa); 61(2); 297-300","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200028&lang=pt" 
"S0004-06142008000200008-esp","Vesicoureteral reflux: Why we can’t agree on its management! An evidence based approach","Demède, Delphine, Mouriquand, Pierre","Archivos Españoles de Urología (Ed. impresa); 61(2); 160-166","Archivos Españoles de Urología (Ed. impresa)","Inglês","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200008&lang=pt" 
"S0004-06142008000200013-esp","Valoración de la función del tracto urinario inferior en el paciente pediátrico portador de reflujo vesicoureteral primario","Martín-Crespo Izquierdo, Rosa, Luque Mialdea, Rafael","Archivos Españoles de Urología (Ed. impresa); 61(2); 191-207","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200013&lang=pt" 
"S0004-06142008000200007-esp","Análisis actualizado sobre la efectividad de las opciones terapéuticas del reflujo vesico-ureteral primario","Álvarez Ardura, Manuel, Peña Zarzuelo, Enrique de la, Hernández Cañas, Virginia, Amaruch García, Nasser, Morena Gallego, José Manuel de la, Llorente Abarca, Carlos","Archivos Españoles de Urología (Ed. impresa); 61(2); 147-159","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200007&lang=pt" 
"S0004-06142008000200031-esp","Retención urinaria transitoria en el reimplante ureteral extravesical bilateral simultáneo","Castellán, Miguel, García Mérida, Manuel, Gosálbez, Rafael","Archivos Españoles de Urología (Ed. impresa); 61(2); 316-319","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200031&lang=pt" 
"S0004-06142008000200017-esp","Tratamiento médico-conservador versus intervencionista del reflujo vesicoureteral primario en el niño","Escribano Subias, Joaquín, Fraga Rodríguez, Gloria","Archivos Españoles de Urología (Ed. impresa); 61(2); 229-235","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200017&lang=pt" 
"S0004-06142008000200033-esp","Obstrucción ureteral postoperatoria después de antirreflujo endoscópico","Moreno Román, Jairo, Míguelez Lago, Carlos, García Mérida, Manuel, Mieles Cerchar, Moisés, Galiano Duro, Eulogio","Archivos Españoles de Urología (Ed. impresa); 61(2); 323-327","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200033&lang=pt" 
"S0004-06142008000200032-esp","Una buena solución para un mal caso","Rodó Salas, Juan","Archivos Españoles de Urología (Ed. impresa); 61(2); 320-322","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200032&lang=pt" 
"S0004-06142008000200003-esp","Tratamiento endoscópico del reflujo vesicoureteral: hallazgos histológicos","López Díaz, María, López Vázquez, Francisco, Gómez Fraile, Andrés, Aransay Bramtot, Adolfo, Cabezalí Barbancho, Daniel, Tejedor Sánchez, Raquel","Archivos Españoles de Urología (Ed. impresa); 61(2); 112-116","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200003&lang=pt" 
