"S0104-40362012000400002-scl","Fatores associados ao desempenho escolar em Português: um estudo multinível por regiões","Laros, Jacob Arie, Marciano, João Luiz, Andrade, Josemberg Moura de","Ensaio: Avaliação e Políticas Públicas em Educação; 20(77); 623-646","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000400002&lang=pt" 
"S0104-40362012000400005-scl","Desempenho dos candidatos no vestibular e o sistema de cotas na UERJ","Souza, Alberto de Mello e","Ensaio: Avaliação e Políticas Públicas em Educação; 20(77); 701-724","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000400005&lang=pt" 
"S0104-40362012000400007-scl","Políticas de Avaliação Docente: tendências e estratégias","Rodrigues, Suely da Silva","Ensaio: Avaliação e Políticas Públicas em Educação; 20(77); 749-768","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000400007&lang=pt" 
"S0104-40362012000400008-scl","Avaliação por diferentes olhares: fatores que explicam o sucesso de escola carioca em área de risco","Cardelli, Douglas Teixeira, Elliot, Ligia Gomes","Ensaio: Avaliação e Políticas Públicas em Educação; 20(77); 769-798","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000400008&lang=pt" 
"S0104-40362012000400009-scl","As políticas estaduais de apoio ao PNPG 2011-2020: o caso FAPEMIG - CAPES","Borges, Mario Neto, Barreto, Francisco César de Sá","Ensaio: Avaliação e Políticas Públicas em Educação; 20(77); 803-818","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000400009&lang=pt" 
"S0035-001X2012000600002-mex","Adsorción e incorporación de Cu en la superficie GaN(0001)","Nieto, J. Alberto, Alejandro Rasero, D., Ortega López, C.","Revista mexicana de física; 58(6); 451-458","Revista mexicana de física","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2012000600002&lang=pt" 
"S1015-87582012000200003-sza","Enhancing of teaching and learning through constructive alignment","Dames, G.E.","Acta Theologica; 32(2); 35-53","Acta Theologica","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200003&lang=pt" 
"S1015-87582012000200011-sza","Oor die teologiese inhoud van die Belydenis van Belhar","Smit, D.J.","Acta Theologica; 32(2); 184-202","Acta Theologica","Inglês, Africaner","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200011&lang=pt" 
"S1015-87582012000200001-sza","Cyril of Alexandria&#039;s critique of the term Theotokos by Nestorius Constantinople","Artemi, Eirini","Acta Theologica; 32(2); 01-16","Acta Theologica","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200001&lang=pt" 
"S1015-87582012000200002-sza","Reflection on the theology of Joseph Ratzinger (Pope Benedict XVI)","Corkery, James","Acta Theologica; 32(2); 17-34","Acta Theologica","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200002&lang=pt" 
"S1015-87582012000200004-sza","Augustine on election: the birth of an article of faith","de Boer, Erik A","Acta Theologica; 32(2); 54-73","Acta Theologica","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200004&lang=pt" 
"S1015-87582012000200005-sza","Mercy, love and salvation in orthodox spirituality","Dumitraşcu, Nicu","Acta Theologica; 32(2); 74-85","Acta Theologica","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200005&lang=pt" 
"S1015-87582012000200006-sza","Faith development of the teenager during the Sunday evening worship service","Jansen, H.P.","Acta Theologica; 32(2); 86-102","Acta Theologica","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200006&lang=pt" 
"S1015-87582012000200007-sza","Open-ended narrative and moral formation","Klaasen, John","Acta Theologica; 32(2); 103-117","Acta Theologica","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200007&lang=pt" 
"S1015-87582012000200008-sza","Towards a Christian ethic of work in South Africa","Kretzschmar, Louise","Acta Theologica; 32(2); 126-146","Acta Theologica","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200008&lang=pt" 
"S1015-87582012000200009-sza","The Belhar Confession and Church and Society: a comparative reading in five statements","Naudé, P.","Acta Theologica; 32(2); 147-161","Acta Theologica","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1015-87582012000200009&lang=pt" 
