"S0120-386X2008000200001-col","Un escenario para la Atención Primaria en Salud","Olaya Peláez, Álvaro","Revista Facultad Nacional de Salud Pública; 26(2); 115-116","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200001&lang=pt" 
"S0120-386X2008000200009-col","Metodología para el diseño de un índice de condiciones de vida para los adolescentes jóvenes","Grisales R, Hugo, Arbeláez M, María P","Revista Facultad Nacional de Salud Pública; 26(2); 178-195","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200009&lang=pt" 
"S0120-386X2008000200008-col","Factores de riesgo biológicos en recicladores informales de la ciudad de Medellín, 2005","Ballesteros, Viviana L, Cuadros Urrego, Yicenia, Botero Botero, Silvana, López Arango, Yolanda","Revista Facultad Nacional de Salud Pública; 26(2); 169-177","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200008&lang=pt" 
"S0120-386X2008000200006-col","Relación entre el nivel de desarrollo de las competencias en los gerentes de las IPS y la calidad institucional, Antioquia, 2005","Giraldo G, Libardo A, Grisales F, Lina M, Ortiz, Paola","Revista Facultad Nacional de Salud Pública; 26(2); 153-163","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200006&lang=pt" 
"S0120-386X2008000200003-col","Prevalencia de síntomas depresivos en síndrome metabólico","López C, Sonia María, Alveano H, Jesús, Carranza M, Jaime","Revista Facultad Nacional de Salud Pública; 26(2); 124-133","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200003&lang=pt" 
"S0120-386X2008000200002-col","Actividad física en Medellín: desafío para la promoción de la salud","Martínez L, Elkin, Saldarriaga, Juan Fernando, Sepúlveda, Frank Éuler","Revista Facultad Nacional de Salud Pública; 26(2); 117-123","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200002&lang=pt" 
"S0120-386X2008000200012-col","La época del imperialismo y sus implicaciones en la salud pública","Estrada M, John H","Revista Facultad Nacional de Salud Pública; 26(2); 215-222","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200012&lang=pt" 
"S0120-386X2008000200013-col","La protección social y los derechos ciudadanos en América latina: una revisión narrativa","Franco G, Álvaro, Mejía O, Luz M","Revista Facultad Nacional de Salud Pública; 26(2); 223-230","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200013&lang=pt" 
"S0120-386X2008000200010-col","Sistema de vigilancia epidemiológica de la violencia para los municipios colombianos","Duque, Luis F, Caicedo, Beatriz, Sierra, Clara","Revista Facultad Nacional de Salud Pública; 26(2); 196-208","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200010&lang=pt" 
"S0120-386X2008000200011-col","Uso de teorías y modelos en contribuciones de la Revista de Salud Pública de la Universidad Nacional de Colombia, 1999-2004","Cabrera A, Gustavo A","Revista Facultad Nacional de Salud Pública; 26(2); 209-214","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200011&lang=pt" 
"S0120-386X2008000200014-col","La mortalidad evitable como indicador de desempeño de la política sanitaria: Colombia 1985-2001","Olaya Peláez, Álvaro","Revista Facultad Nacional de Salud Pública; 26(2); 231-232","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200014&lang=pt" 
"S0120-386X2008000200015-col","Guía Práctica de salud mental en situaciones de desastres","","Revista Facultad Nacional de Salud Pública; 26(2); 232-232","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200015&lang=pt" 
"S0120-386X2008000200007-col","Contribución de las condiciones locativas y ambientales al riesgo de contaminación con mercurio en las entidades odontológicas de Antioquia","Ruiz C, Jairo A, Gómez M, Gabriel J, Durán, Carlos J, Villa, Víctor M, Zapata, Luis A, Parra, Carlos M, Pérez R, Jorge I, Carmona C, Rosaura","Revista Facultad Nacional de Salud Pública; 26(2); 164-168","Revista Facultad Nacional de Salud Pública","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2008000200007&lang=pt" 
"S0718-22012008000100001-chl","PRESENTACIÓN","","Alpha (Osorno); (26); 5-8","Alpha (Osorno)","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012008000100001&lang=pt" 
