"S1413-81232015000601721-spa","Tentativa de suicídio em mulheres idosas – uma perspectiva de gênero","Meneghel, Stela Nazareth, Moura, Rosylaine, Hesler, Lilian Zielke, Gutierrez, Denise Machado Duran","Ciência &amp; Saúde Coletiva; 20(6); 1721-1730","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601721&lang=pt" 
"S1413-81232015000601731-spa","Vivências subjetivas de idosos com ideação e tentativa de suicídio","Gutierrez, Denise Machado Duran, Sousa, Amandia Braga Lima, Grubits, Sonia","Ciência &amp; Saúde Coletiva; 20(6); 1731-1740","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601731&lang=pt" 
"S1413-81232015000601741-spa","Encontros ou Desencontros: histórias de idosos que tentaram suicídio e a Rede de Atenção Integral em Porto Alegre/RS, Brasil","Conte, Marta, Cruz, Claudia Weyne, Silva, Carla Guimarães da, Castilhos, Nara Regina Moura de, Nicolella, Alberto Domiziano Rita","Ciência &amp; Saúde Coletiva; 20(6); 1741-1749","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601741&lang=pt" 
"S1413-81232015000601751-spa","Tentativas de suicídio entre pessoas idosas: revisão de literatura (2002/2013)","Minayo, Maria Cecília de Souza, Cavalcante, Fátima Gonçalves","Ciência &amp; Saúde Coletiva; 20(6); 1751-1762","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601751&lang=pt" 
"S1413-81232015000601763-spa","Educação em saúde como principal alternativa para promover a saúde do idoso","Mallmann, Danielli Gavião, Galindo Neto, Nelson Miguel, Sousa, Josueida de Carvalho, Vasconcelos, Eliane Maria Ribeiro de","Ciência &amp; Saúde Coletiva; 20(6); 1763-1772","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601763&lang=pt" 
"S1413-81232015000601773-spa","Implementação do Regulamento Sanitário Internacional (2005) no ordenamento jurídico-administrativo brasileiro","Lima, Yara Oyram Ramos, Costa, Ediná Alves","Ciência &amp; Saúde Coletiva; 20(6); 1773-1783","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601773&lang=pt" 
"S1413-81232015000601785-spa","Izabel dos Santos e a formação dos trabalhadores da saúde","Paiva, Carlos Henrique Assunção","Ciência &amp; Saúde Coletiva; 20(6); 1785-1793","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601785&lang=pt" 
"S1413-81232015000601805-spa","Sistema de Informação para a Gestão do Cuidado na Rede de Atenção Domiciliar (SI GESCAD): subsídio à coordenação e à continuidade assistencial no SUS","Pires, Maria Raquel Gomes Maia, Gottems, Leila Bernarda Donato, Vasconcelos Filho, José Eurico, Silva, Kênia Lara, Gamarski, Ricardo","Ciência &amp; Saúde Coletiva; 20(6); 1805-1814","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601805&lang=pt" 
"S1413-81232015000601815-spa","Dislipidemia autorreferida na região Centro-Oeste do Brasil: prevalência e fatores associados","Pereira, Lídia Pitaluga, Sichieri, Rosely, Segri, Neuber José, Silva, Regina Maria Veras Gonçalves da, Ferreira, Márcia Gonçalves","Ciência &amp; Saúde Coletiva; 20(6); 1815-1824","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601815&lang=pt" 
"S1413-81232015000601835-spa","Ofıcinas terapêuticas para a reabilitação psíquica de pacientes institucionalizados em decorrência da hanseníase","Leite, Soraia Cristina Coelho, Caldeira, Antônio Prates","Ciência &amp; Saúde Coletiva; 20(6); 1835-1842","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601835&lang=pt" 
"S1413-81232015000601843-spa","Prevalência do uso de drogas psicotrópicas em unidades da polícia militar","Costa, Sérgio Henrique Nascente, Yonamine, Maurício, Ramos, Andrea Luciana Martins, Oliveira, Fernando Gomes Ferreira, Rodrigues, Caroline Rego, Cunha, Luiz Carlos da","Ciência &amp; Saúde Coletiva; 20(6); 1843-1849","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601843&lang=pt" 
"S1413-81232015000601851-spa","Usuários de crack em situação de rua – características de gênero","Vernaglia, Taís Veronica Cardoso, Vieira, Regina Amélia de Magalhães Senna, Cruz, Marcelo Santos","Ciência &amp; Saúde Coletiva; 20(6); 1851-1859","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601851&lang=pt" 
"S1413-81232015000601861-spa","Avaliação do comportamento agressivo de adolescentes","Melo, Monica Cristina Batista de, Falbo Neto, Gilliatt Hanois, Alchieri, João Carlos, Figueiroa, José Natal","Ciência &amp; Saúde Coletiva; 20(6); 1861-1868","Ciência &amp; Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601861&lang=pt" 
"S1413-81232015000601869-spa","Modelo assistencial em saúde: conceitos e desafios para a atenção básica brasileira","Fertonani, Hosanna Pattrig, Pires, Denise Elvira Pires de, Biff, Daiane, Scherer, Magda Duarte dos Anjos","Ciência &amp; Saúde Coletiva; 20(6); 1869-1878","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601869&lang=pt" 
