"S1870-39252001000100007-mex","Sonora: An Intimate Geography","Pineda Pablos, Nicolás","Región y sociedad; 13(21); 201-205","Región y sociedad","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252001000100007&lang=pt" 
"S1870-39252001000100003-mex","Cableando el norte de México: la evolución de la industria maquiladora de arneses","Carrillo, Jorge, Hinojosa, Raúl","Región y sociedad; 13(21); 79-114","Región y sociedad","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252001000100003&lang=pt" 
"S1870-39252001000100002-mex","Convergencia tecnológica y nacimiento de las maquiladoras de tercera generación: el caso Delphi-Juárez","Lara Rivero, Arturo","Región y sociedad; 13(21); 47-77","Región y sociedad","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252001000100002&lang=pt" 
"S1870-39252001000100010-mex","Sociología cultural: Formas de clasificación en las sociedades complejas","Monsiváis Carrillo, Alejandro","Región y sociedad; 13(21); 219-226","Región y sociedad","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252001000100010&lang=pt" 
"S1870-39252001000100005-mex","Mujeres del norte: Un estudio basado en testamentos sobre la presencia femenina en Ures, Sonora","Tonella Trelles, María del Carmen","Región y sociedad; 13(21); 147-193","Región y sociedad","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252001000100005&lang=pt" 
"S1405-99402001000200005-mex","Hallazgos ecocardiográficos transesofágicos en pacientes menores de 40 años con evento vascular cerebral","Ortega Gutiérrez, Adriana A., Vargas Barrón, Jesús, Roldán, Francisco-Javier, Arauz Góngora, Antonio, Romero Cárdenas, Ángel","Archivos de cardiología de México; 71(2); 136-140","Archivos de cardiología de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200005&lang=pt" 
"S1405-99402001000200006-mex","Wolff-Parkinson-White syndrome associated to scimitar syndrome. Percutaneous radiofrequency catheter ablation previous to surgical repair","Silva Oropeza, Elsa, Martínez Sánchez, Arturo, Meléndez López, Carlos, Valero Elizondo, Guillermo","Archivos de cardiología de México; 71(2); 141-145","Archivos de cardiología de México","Inglês","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200006&lang=pt" 
"S1405-99402001000200010-mex","El centenario del electrocardiógrafo de Einthoven. Parte II","Iturralde Torres, Pedro","Archivos de cardiología de México; 71(2); 167-171","Archivos de cardiología de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200010&lang=pt" 
"S1405-99402001000200011-mex","Regurgitación mitral diastólica","Guadalajara Boo, JF","Archivos de cardiología de México; 71(2); 172-172","Archivos de cardiología de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200011&lang=pt" 
"S1405-99402001000200007-mex","Unusual giant patent ductus arteriosus associated with ventricular septal defect and discrete aortic coarctation. A case report","Basave, Marcelo, Rangel, Alberto, Albarrán, Héctor, Nandayapa, Óscar","Archivos de cardiología de México; 71(2); 146-150","Archivos de cardiología de México","Inglês","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200007&lang=pt" 
"S1405-99402001000200008-mex","Resincronización biatrial en el tratamiento de la fibrilación atrial paroxística. Marcapaso tres y cuatro cámaras","Robledo Nolasco, Rogelio, Buenfil Medina, José Carlos, Soto Solís, Jaime, Juárez Pelcastre, Neil, Zaragoza Rodríguez, Gregorio, Flores Flores, Jesús, Sánchez Pazaran, José Luis, Blanco Canto, Mario, Ortiz Ávalos, Martín, Valencia Jiménez, Marisol","Archivos de cardiología de México; 71(2); 151-159","Archivos de cardiología de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200008&lang=pt" 
"S1405-99402001000200009-mex","El centenario del electrocardiógrafo de Einthoven. Parte I","de Micheli, Alfredo","Archivos de cardiología de México; 71(2); 160-166","Archivos de cardiología de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200009&lang=pt" 
"S1405-99402001000200002-mex","El 17-β estradiol induce la expresión de la sintasa de óxido nítrico tipo III en células endoteliales en cultivo","Marcelín Jiménez, Gabriel, Ceja Ochoa, Irais, Hernández Pérez, Ascención, Escalante Acosta, Bruno","Archivos de cardiología de México; 71(2); 114-120","Archivos de cardiología de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200002&lang=pt" 
"S1405-99402001000200001-mex","Patología cardiovascular en el anciano. La cardiología geriátrica","Salazar, Eduardo, Lasses, Luis Alberto","Archivos de cardiología de México; 71(2); 109-113","Archivos de cardiología de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200001&lang=pt" 
"S1405-99402001000200003-mex","Cambios en los índices de oxigenación con el uso de óxido nítrico en el postoperatorio de corrección de cardiopatías congénitas con hipertensión pulmonar severa","Ramírez Ramírez, Lizeth, Calderón Colmenero, Juan, Zarco Martínez, Ernesto, García Montes, José Antonio, Molina Méndez, Javier, Fernández de la Reguera, Guillermo","Archivos de cardiología de México; 71(2); 121-126","Archivos de cardiología de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200003&lang=pt" 
"S1405-99402001000200004-mex","Fiebre reumática en el quinquenio 1994-1999 en dos hospitales en San Luis Potosí y en México D.F.","Soto López, María Elena, Cordera González de Cosío, Fernando, Estrada, Luis, Guel L, Luis, Abud Mendoza, Carlos, Reyes, Pedro A.","Archivos de cardiología de México; 71(2); 127-135","Archivos de cardiología de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402001000200004&lang=pt" 
"S0583-76932001000200003-mex","Mecanismos de formación de cementita intergranular de aceros sinterizados Fe-Cu-C","Bolarín, A., Sánchez, F., Luévanos, A., Coreño, J., Barba, A.","Revista de la Sociedad Química de México; 45(2); 51-55","Revista de la Sociedad Química de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0583-76932001000200003&lang=pt" 
"S0583-76932001000200005-mex","Erionita premodificada con K+ y zeolita 4A para la adsorción de propano y propileno","Aguilar Armenta, Gelacio, Patiño Iglesias, María Eugenia","Revista de la Sociedad Química de México; 45(2); 60-65","Revista de la Sociedad Química de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0583-76932001000200005&lang=pt" 
"S0583-76932001000200002-mex","Gibberellins in apple seeds and the transport of [³H]-GA4","Ramírez, Homero, Hoad, Gordon V., Benavides, Adalberto, Rangel, Eloy","Revista de la Sociedad Química de México; 45(2); 47-50","Revista de la Sociedad Química de México","Inglês","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0583-76932001000200002&lang=pt" 
"S0583-76932001000200004-mex","New Bioactive Derivatives of Xanthorrhizol","Aguilar, María Isabel, Delgado, Guillermo, Villarreal, María Luisa","Revista de la Sociedad Química de México; 45(2); 56-59","Revista de la Sociedad Química de México","Inglês","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0583-76932001000200004&lang=pt" 
"S0583-76932001000200006-mex","Contenido de vitaminas de algunos insectos comestibles de México","Ramos-Elorduy, Julieta, Pino M., José M.","Revista de la Sociedad Química de México; 45(2); 66-76","Revista de la Sociedad Química de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0583-76932001000200006&lang=pt" 
"S0583-76932001000200007-mex","Lignin degradation products from corn stalks enhance notably the radial growth of basidiomycete mushroom mycelia","Beltrán-García, Miguel J., Orozco, Aideé, Samayoa, Ivan, Ogura, Tetsuya","Revista de la Sociedad Química de México; 45(2); 77-81","Revista de la Sociedad Química de México","Inglês","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0583-76932001000200007&lang=pt" 
"S0583-76932001000200010-mex","El origen de Syntex, una enseñanza histórica en el contexto de ciencia, tecnología y sociedad","León Olivares, Felipe","Revista de la Sociedad Química de México; 45(2); 93-96","Revista de la Sociedad Química de México","Espanhol","2001","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0583-76932001000200010&lang=pt" 
