"S2011-75822008000200007-col","Cáncer primario de tiroides en un quiste tirogloso","González, Carlos Eber","Revista Colombiana de Cirugía; 23(2); 112-116","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000200007&lang=pt" 
"S2011-75822008000200006-col","Manejo del nódulo tiroideo: revisión de la literatura","Pedroza Ballesteros, Audel","Revista Colombiana de Cirugía; 23(2); 100-111","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000200006&lang=pt" 
"S2011-75822008000200001-col","Cincuenta años del Departamento de Cirugía y de la Sección de Cirugía General del Hospital Universitario San Vicente de Paúl y la Universidad de Antioquia","Aristizábal G, Humberto","Revista Colombiana de Cirugía; 23(2); 58-59","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000200001&lang=pt" 
"S2011-75822008000200003-col","Indicaciones y resultados de la hepatectomía en dos hospitales de tercer nivel de Medellín","Ríos, Diana Carolina, Correa, Juan Camilo, Hoyos, Sergio, Zuleta, John Jairo","Revista Colombiana de Cirugía; 23(2); 70-73","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000200003&lang=pt" 
"S2011-75822008000200002-col","El equilibrio en cirugía Oración Maestros de la Cirugía Colombiana 2007","Escallón, Jaime","Revista Colombiana de Cirugía; 23(2); 60-69","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000200002&lang=pt" 
"S2011-75822008000200008-col","Estrangulación gástrica por vólvulo","Díaz Rincón, Camilo, Gómez Pareja, Cristian","Revista Colombiana de Cirugía; 23(2); 117-122","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000200008&lang=pt" 
"S0034-74502008000200008-col","Hormonas gonadales y depresión en la perimenopausia","Flores Ramos, Mónica, Ontiveros Uribe, Martha","Revista Colombiana de Psiquiatría; 37(2); 236-249","Revista Colombiana de Psiquiatría","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502008000200008&lang=pt" 
"S0034-74502008000200009-col","Bioética y derechos humanos en psiquiatría*","Tealdi, Juan Carlos","Revista Colombiana de Psiquiatría; 37(2); 250-262","Revista Colombiana de Psiquiatría","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502008000200009&lang=pt" 
"S0034-74502008000200001-col","Limitación del riesgo cardiovascular generado por la clozapina","Aponte Urdaneta, Carolina, McEvoy, Joseph P","Revista Colombiana de Psiquiatría; 37(2); 152-158","Revista Colombiana de Psiquiatría","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502008000200001&lang=pt" 
"S0034-74502008000200002-col","Prevalencia del trastorno depresivo mayor y factores asociados: un estudio poblacional en Bucaramanga (Colombia)","Rueda-Sánchez, Mauricio, Díaz-Martínez, Luis Alfonso, Rueda-Jaimes, Germán Eduardo","Revista Colombiana de Psiquiatría; 37(2); 159-168","Revista Colombiana de Psiquiatría","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502008000200002&lang=pt" 
"S0034-74502008000200003-col","Implementación de una prueba automatizada para la evaluación de memoria operacional: Memonum","Albarracín Rodríguez, Ángela Pilar, Dallos Arenales, Marta Isabel, Conde Cotes, Carlos Arturo","Revista Colombiana de Psiquiatría; 37(2); 169-181","Revista Colombiana de Psiquiatría","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502008000200003&lang=pt" 
