"S0718-22282009000200002-chl","Tipología Empírica de Adolescentes Consumidores de Drogas según el MACI","Faúndez, Ximena, Vinet, Eugenia V","Psykhe (Santiago); 18(2); 19-35","Psykhe (Santiago)","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282009000200002&lang=pt" 
"S0718-22282009000200003-chl","Buscando Orientaciones: Pautas para la Enseñanza de la Ética Profesional en Psicología en un Contexto con Impronta Postmoderna","Pasmanik, Diana, Winkler, María Inés","Psykhe (Santiago); 18(2); 37-49","Psykhe (Santiago)","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282009000200003&lang=pt" 
"S0718-22282009000200004-chl","Estereotipos y Roles de Género en la Evaluación Laboral y Personal de Hombres y Mujeres en Cargos de Dirección","Godoy, Lorena, Mladinic, Antonio","Psykhe (Santiago); 18(2); 51-64","Psykhe (Santiago)","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282009000200004&lang=pt" 
"S0718-22282009000200005-chl","Trayectorias Organizacionales y Empoderamiento Comunitario: Un Análisis de Interfaz en Dos Localidades de la Región de la Araucanía","Zambrano, Alba, Bustamante, Gonzalo, García, Mauricio","Psykhe (Santiago); 18(2); 65-78","Psykhe (Santiago)","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282009000200005&lang=pt" 
"S0718-22282009000200006-chl","Estrategias de Codificación de Estímulos en el Aprendizaje Causal Humano","Diaz, Andrea C, Torres, Luis D, Castillo, Ramón D, Cornejo, Felipe A, Vogel, Edgar H","Psykhe (Santiago); 18(2); 79-96","Psykhe (Santiago)","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282009000200006&lang=pt" 
"S0718-22282009000200007-chl","Actitud hacia la Evaluación del Desempeño Docente y su Relación con la Autoevaluación del Propio Desempeño, en Profesores Básicos de Copiapó, La Serena y Coquimbo","Catalán, Jorge, González, Mauricio","Psykhe (Santiago); 18(2); 97-112","Psykhe (Santiago)","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282009000200007&lang=pt" 
"S0718-22282009000200008-chl","Validación Preliminar de la Escala Infantil de Síntomas del Trastorno de Estrés Postraumático (Child PTSD Symptom Scale, CPSS) en Niños/as y Adolescentes Víctimas de Violencia Sexual","Bustos, Patricia, Rincón, Paulina, Aedo, Jaime","Psykhe (Santiago); 18(2); 113-126","Psykhe (Santiago)","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282009000200008&lang=pt" 
"S0718-22282009000200009-chl","Propiedades Psicométricas de la Escala de Comportamiento Preescolar y Jardín Infantil en una Muestra de Niños Argentinos de 3 a 7 Años","Reyna, Cecilia, Brussino, Silvina","Psykhe (Santiago); 18(2); 127-140","Psykhe (Santiago)","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282009000200009&lang=pt" 
"S0102-09352009000700003-scl","Situação epidemiológica da brucelose bovina no Distrito Federal","Gonçalves, V.S.P., Ribeiro, L.A., Caldas, R.A., Francisco, P.F.C., Dias, R.A., Ferreira, F., Amaku, M., Ferreira Neto, J.S., Figueiredo, V.C.F., Lôbo, J.R., Borges, J.R.J.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(); 14-18","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000700003&lang=pt" 
"S0102-09352009000700002-scl","Situação epidemiológica da brucelose bovina no Estado da Bahia","Alves, A.J.S., Gonçalves, V.S.P., Figueiredo, V.C.F., Lôbo, J.R., Bahiense, L., Amaku, M., Ferreira, F., Ferreira Neto, J.S., Dias, R.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(); 6-13","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000700002&lang=pt" 
"S0102-09352009000700011-scl","Situação epidemiológica da brucelose bovina no Estado de Rondônia","Villar, K.S., Amaku, M., Dias, R.A., Ferreira Neto, J.S., Benitez, F., Gonçalves, V.S.P., Figueiredo, V.C.F., Lôbo, J.R., Ferreira, F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(); 85-92","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000700011&lang=pt" 
"S0102-09352009000700013-scl","Situação epidemiológica da brucelose bovina no Estado de Santa Catarina","Sikusawa, S., Amaku, M., Dias, R.A., Ferreira Neto, J.S., Martins, C., Gonçalves, V.S.P., Figueiredo, V.C.F., Lôbo, J.R., Ferreira, F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(); 103-108","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000700013&lang=pt" 
"S0102-09352009000700008-scl","Situação epidemiológica da brucelose bovina no Estado de Mato Grosso","Negreiros, R.L., Dias, R.A., Ferreira, F., Ferreira Neto, J.S., Gonçalves, V.S.P., Silva, M.C.P., Figueiredo, V.C.F., Lôbo, J.R., Freitas, J., Amaku, M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(); 56-65","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000700008&lang=pt" 
"S0102-09352009000700017-scl","Modelagem matemática do controle de brucelose bovina por vacinação","Amaku, M., Dias, R.A., Ferreira Neto, J.S., Ferreira, F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(); 135-141","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000700017&lang=pt" 
"S0042-96862009001100003-spa","Taking the heat out of the population and climate debate","Campbell-Lendrum, Diarmid, Lusti-Narasimhan, Manjula","Bulletin of the World Health Organization; 87(11); 807-807","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100003&lang=pt" 
"S0042-96862009001100002-spa","Strength in unity","Sidibé, Michel, Buse, Kent","Bulletin of the World Health Organization; 87(11); 806-806","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100002&lang=pt" 
"S0042-96862009001100020-spa","More health for your buck: health sector functions to secure environmental health","Rehfuess, Eva A, Bruce, Nigel, Bartram, Jamie K","Bulletin of the World Health Organization; 87(11); 880-882","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100020&lang=pt" 
"S0042-96862009001100017-spa","Difficulties in organizing first indoor spray programme against malaria in Angola under the President&#039;s Malaria Initiative","Somandjinga, Martinho, Lluberas, Manuel, Jobin, William R","Bulletin of the World Health Organization; 87(11); 871-874","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100017&lang=pt" 
"S0042-96862009001100006-spa","Brazil and tobacco use: a hard nut to crack","","Bulletin of the World Health Organization; 87(11); 812-813","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100006&lang=pt" 
"S0042-96862009001100001-spa","In this month&#039;s Bullletinn","","Bulletin of the World Health Organization; 87(11); 805-805","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100001&lang=pt" 
"S0042-96862009001100004-spa","Integrating sexual health services in Swaziland","","Bulletin of the World Health Organization; 87(11); 808-809","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100004&lang=pt" 
"S0042-96862009001100008-spa","Recent news from WHO","","Bulletin of the World Health Organization; 87(11); 815-815","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100008&lang=pt" 
"S0042-96862009001100016-spa","Integrating family planning into Ethiopian voluntary testing and counselling programmes","Gillespie, Duff, Bradley, Heather, Woldegiorgis, Metiku, Kidanu, Aklilu, Karklins, Sabrina","Bulletin of the World Health Organization; 87(11); 866-870","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100016&lang=pt" 
"S0042-96862009001100013-spa","Progress on scaling up integrated services for sexual and reproductive health and HIV","Dickinson, Clare, Attawell, Kathy, Druce, Nel","Bulletin of the World Health Organization; 87(11); 846-851","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100013&lang=pt" 
"S0042-96862009001100019-spa","Young people, sexual and reproductive health and HIV","Fransen-dos Santos, Raoul","Bulletin of the World Health Organization; 87(11); 877-879","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100019&lang=pt" 
"S0042-96862009001100015-spa","Control of sexually transmitted infections and prevention of HIV transmission: mending a fractured paradigm","Steen, Richard, Wi, Teodora Elvira, Kamali, Anatoli, Ndowa, Francis","Bulletin of the World Health Organization; 87(11); 858-865","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100015&lang=pt" 
"S0042-96862009001100018-spa","Ensuring human and sexual rights for men who have sex with men living with HIV","Moody, Kevin","Bulletin of the World Health Organization; 87(11); 875-876","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100018&lang=pt" 
"S0042-96862009001100022-spa","Health and development: toward a matrix approach","Smith, Richard","Bulletin of the World Health Organization; 87(11); 883-884","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100022&lang=pt" 
"S0042-96862009001100021-spa","Integrating gender into HIV/AIDS programmes in the health sector: tool to improve responsiveness to women&#039;s needs","Germain, Adrienne","Bulletin of the World Health Organization; 87(11); 883-883","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100021&lang=pt" 
"S0042-96862009001100005-spa","Hospital safety: Texas dodged a bullet","","Bulletin of the World Health Organization; 87(11); 810-811","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100005&lang=pt" 
"S0042-96862009001100014-spa","Climate change and family planning: least-developed countries define the agenda","Bryant, Leo, Carver, Louise, Butler, Colin D, Anage, Ababu","Bulletin of the World Health Organization; 87(11); 852-857","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100014&lang=pt" 
"S0042-96862009001100007-spa","One stone to kill two birds","","Bulletin of the World Health Organization; 87(11); 814-815","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009001100007&lang=pt" 
"S0102-09352009000700007-scl","Situação epidemiológica da brucelose bovina no Estado do Mato Grosso do Sul","Chate, S.C., Dias, R.A., Amaku, M., Ferreira, F., Moraes, G.M., Costa Neto, A.A., Monteiro, L.A.R.C., Lôbo, J.R., Figueiredo, V.C.F., Gonçalves, V.S.P., Ferreira Neto, J.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(); 46-55","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000700007&lang=pt" 
"S0102-09352009000700012-scl","Situação epidemiológica da brucelose bovina no Estado do Rio Grande do Sul","Marvulo, M.F.V., Ferreira, F., Dias, R.A., Amaku, M., Groff, A.C.M., Gonçalves, V.S.P., Figueiredo, V.C.F., Lôbo, J.R., Ferreira Neto, J.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(); 93-102","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000700012&lang=pt" 
