"S1130-14732009000600001-esp","Revisión crítica de la estimulación subtalámica en la enfermedad de Parkinson","Guridi, J., Rodríguez-Oroz, M.C., Clavero, P., Manrique, M.","Neurocirugía; 20(6); 521-532","Neurocirugía","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-14732009000600001&lang=pt" 
"S1575-18132009000500002-esp","Cinefórum online: un experimento docente adaptado a las nuevas tecnologías de comunicación","Gavilán-Moral, E., Villafaina-Barroso, A., Jiménez-De Gracia, L.","Educación Médica; 12(4); 207-208","Educación Médica","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132009000500002&lang=pt" 
"S1575-18132009000500008-esp","Conferencia Anual de la Association for Medical Education in Europe (AMEE) en Málaga: novedades","Wojtczak, A.","Educación Médica; 12(4); 257-259","Educación Médica","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132009000500008&lang=pt" 
"S1575-18132009000500003-esp","Sobre la formación integral del médico: aportaciones de las Primeras Jornadas Estatales de estudio y reflexión sobre el tema","Tizón, J.L.","Educación Médica; 12(4); 209-221","Educación Médica","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132009000500003&lang=pt" 
"S1575-18132009000500004-esp","La evaluación en educación médica: Principios básicos","Nolla-Domenjó, M.","Educación Médica; 12(4); 223-229","Educación Médica","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132009000500004&lang=pt" 
"S1575-18132009000500007-esp","Implementación de un laboratorio de habilidades clínicas centralizado en la Facultad de Medicina de la Universitat de Barcelona: Cuatro años de experiencia","Mazarro, A., Gomar-Sancho, C., Palés-Argullós, J.","Educación Médica; 12(4); 247-256","Educación Médica","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132009000500007&lang=pt" 
"S0101-20612009000400006-scl","Rheological behavior of blueberry","Antonio, Graziella Colato, Faria, Flávia Regina, Takeiti, Cristina Yoshie, Park, Kil Jin","Food Science and Technology (Campinas); 29(4); 732-737","Food Science and Technology (Campinas)","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612009000400006&lang=pt" 
"S0101-20612009000400005-scl","Minerais em melados e em caldos de cana","Nogueira, Fernanda dos Santos, Ferreira, Karla Silva, Carneiro Junior, Josil de Barros, Passoni, Luís César","Food Science and Technology (Campinas); 29(4); 727-731","Food Science and Technology (Campinas)","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612009000400005&lang=pt" 
"S0101-20612009000400013-scl","Biocontrole de Listeria monocytogenes por Pediococcus acidilactici em couve minimamente processada","Costa, Wanessa Altimiras, Vanetti, Maria Cristina Dantas, Puschamann, Rolf","Food Science and Technology (Campinas); 29(4); 785-792","Food Science and Technology (Campinas)","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612009000400013&lang=pt" 
"S0101-20612009000400029-scl","Formação de biofilme em aço inoxidável por Aeromonas hydrophila e Staphylococcus aureus usando leite e diferentes condições de cultivo","Boari, Cleube Andrade, Alves, Mariana Pereira, Tebaldi, Victor Maximiliano Reis, Savian, Taciana Villela, Piccoli, Roberta Hilsdorf","Food Science and Technology (Campinas); 29(4); 886-895","Food Science and Technology (Campinas)","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612009000400029&lang=pt" 
"S1984-02922009000300008-scl","Tornando-se Jane: a individuação retratada em filme","Silva, Luiza Bontempo e","Fractal : Revista de Psicologia; 21(3); 531-538","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000300008&lang=pt" 
