"S0036-36342014000700008-spa","Inseguridad alimentaria y estado de nutrición en menores de cinco años de edad en México","Cuevas-Nasu, Lucía, Rivera-Dommarco, Juan A, Shamah-Levy, Teresa, Mundo-Rosas, Verónica, Méndez-Gómez Humarán, Ignacio","Salud Pública de México; 56(); s47-s53","Salud Pública de México","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342014000700008&lang=pt" 
"S0101-60832014000500117-scl","Eating disorder symptoms: association with perfectionism traits in male adolescents","FORTES, LEONARDO DE SOUSA, CIPRIANI, FLÁVIA MARCELE, ALMEIDA, SEBASTIÃO DE SOUSA, FERREIRA, MARIA ELISA CAPUTO","Archives of Clinical Psychiatry (São Paulo); 41(5); 117-120","Archives of Clinical Psychiatry (São Paulo)","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832014000500117&lang=pt" 
"S0101-60832014000600150-scl","Hazardous use of alcohol among undergraduate students at a public university","Santos Jr, Amilton, Neves, Marly C. C., Azevedo, Renata C. S., Banzato, Cláudio E. M., Dantas, Clarissa R., Oliveira, Maria L. C., Dalgalarrondo, Paulo","Archives of Clinical Psychiatry (São Paulo); 41(6); 150-155","Archives of Clinical Psychiatry (São Paulo)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832014000600150&lang=pt" 
"S0101-60832014000600142-scl","Communication and adherence of patients at a South African public sector specialist psychiatric out-patient clinic","Van Rensburg, Bernard Janse, Taljaard, Lian, Wilson, Zane","Archives of Clinical Psychiatry (São Paulo); 41(6); 142-149","Archives of Clinical Psychiatry (São Paulo)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832014000600142&lang=pt" 
"S1988-348X2014000300004-esp","Evaluación de la calidad de casos clínicos y planes de cuidados en la revista de enfermería ENE en el periodo 2007-2013","Medina García, Jessica, Martínez Casas, Jose Manuel, Castro-Sanchez, Enrique","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300004&lang=pt" 
"S1988-348X2014000300005-esp","Estrés y ansiedad en el entorno de cuidados intensivos","Romero de San Pío, Emilia, González Sánchez, Santiago, Romero San Pío, María Jesús","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300005&lang=pt" 
"S1988-348X2014000300007-esp","Aproximación al conjunto mínimo de datos: desde el informe al alta y el informe de continuidad de cuidados al informe de cuidados de enfermería","Rodríguez Suárez, Claudio Alberto, Hernández y de Luis, María Naira","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300007&lang=pt" 
"S1988-348X2014000300008-esp","Modelos de gestión por procesos integrados en salud","Rojas González, Ana Alicia","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300008&lang=pt" 
"S1988-348X2014000300009-esp","Cuidados de enfermería en la colocación y mantenimiento de tracciones de partes blandas","Llauradó Sanz, Gemma, Sierra Vázquez, Laura, Canel Ruíz, Elisabet","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300009&lang=pt" 
"S1988-348X2014000300011-esp","¿Riesgo de caídas o miedo a caerse?","López-Pérez, Karina, Duarte-Clíments, Gonzalo","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300011&lang=pt" 
"S1988-348X2014000300010-esp","Experiencia de una relación afectiva en el cuidado de enfermería, con base en los patrones del conocimiento de Bárbara Carper","Pech González, Martha Isabel, Casique Cacique, Leticia","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300010&lang=pt" 
"S1988-348X2014000300013-esp","Entrevista a José Luis Guitérrez Sequera","Rodríguez Álvaro, Martín","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300013&lang=pt" 
"S1988-348X2014000300002-esp","Análisis de la producción científica de la revista ENE en los años 2009-2013","Martínez Casas, José Manuel, Castro-Sánchez, Enrique, Medina García, Jessica","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300002&lang=pt" 
"S1988-348X2014000300001-esp","Visibilidad de la enfermería mediante la calidad de su producto científico","Castro-Sánchez, Enrique, Medina García, Jessica, Martínez Casas, José Manuel","Ene; 8(3); -","Ene","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1988-348X2014000300001&lang=pt" 
"S0101-60832014000500121-scl","Socio-demographic and clinical characteristics of pregnant and puerperal crack-cocaine using women: preliminary data","ZAVASCHI, MARIA LUCRÉCIA SCHERER, MARDINI, VICTOR, CUNHA, GABRIELLE BOCCHESE DA, MARTINS-COSTA, SÉRGIO HOFMEISTEIR DE ALMEIDA, GUARIENTI, FABIANA, PIANCA, THIAGO GATTI, PECHANSKY, FLÁVIO, ROHDE, LUIS AUGUSTO PAIM, KAPCZINSKI, FLÁVIO, CERESER, KEILA, SZOBOT, CLAUDIA MACIEL","Archives of Clinical Psychiatry (São Paulo); 41(5); 121-123","Archives of Clinical Psychiatry (São Paulo)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832014000500121&lang=pt" 
"S0101-60832014000500124-scl","Quantitative measurement of impairment in ADHD: perspectives for research and clinical practice","FORTES, DÍDIA, SERRA-PINHEIRO, MARIA ANTÓNIA, COUTINHO, GABRIEL, BERNARDES, CAMILA, REGALLA, MARIA ANGÉLICA, SERGEANT, JOSEPH, MATTOS, PAULO","Archives of Clinical Psychiatry (São Paulo); 41(5); 124-130","Archives of Clinical Psychiatry (São Paulo)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832014000500124&lang=pt" 
"S0101-60832014000500136-scl","Written in stone: a clinical case of compulsive note taking","OLIVEIRA, JOÃO RICARDO MENDES DE, HOUNIE, ANA GABRIELA, OLIVEIRA, MATHEUS FERNANDES DE","Archives of Clinical Psychiatry (São Paulo); 41(5); 136-136","Archives of Clinical Psychiatry (São Paulo)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832014000500136&lang=pt" 
"S0101-60832014000500135-scl","Anorexia nervosa, paternalism and clinical practice","MEDEIROS, GUSTAVO COSTA, SAMPAIO, DANIELA GUIMARÃES, CORCHS, FELIPE","Archives of Clinical Psychiatry (São Paulo); 41(5); 135-135","Archives of Clinical Psychiatry (São Paulo)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832014000500135&lang=pt" 
