"S0100-55022008000300015-scl","Ambulatório de genética médica na Apae: experiência no ensino médico de graduação","Melo, Débora Gusmão, Demarzo, Marcelo Marcos Piva, Huber, Jair","Revista Brasileira de Educação Médica; 32(3); 396-402","Revista Brasileira de Educação Médica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022008000300015&lang=pt" 
"S1415-790X2008000300003-scl","Estimativa de subnotificação de casos de aids em uma capital do Nordeste","Gonçalves, Valéria Freire, Kerr, Lígia Regina Franco Sansigolo, Mota, Rosa Maria Salani, Mota, João Maurício Araújo","Revista Brasileira de Epidemiologia; 11(3); 356-364","Revista Brasileira de Epidemiologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300003&lang=pt" 
"S1415-790X2008000300004-scl","Validez de los estudios de asociación entre geohelmintos e incidencia de malaria: ¿Debería impactar las políticas de salud?","Fernández, Julián Alfredo, Idrovo, Álvaro Javier, Cucunubá, Zulma Milena, Reyes, Patricia","Revista Brasileira de Epidemiologia; 11(3); 365-378","Revista Brasileira de Epidemiologia","Inglês, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300004&lang=pt" 
"S1415-790X2008000300006-scl","Confiabilidade (teste-reteste) de um questionário simplificado para triagem de adolescentes com comportamentos de risco para transtornos alimentares em estudos epidemiológicos","Ferreira, Julia Elba de Souza, Veiga, Gloria Valeria da","Revista Brasileira de Epidemiologia; 11(3); 393-401","Revista Brasileira de Epidemiologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300006&lang=pt" 
"S1415-790X2008000300008-scl","Diferenças de gênero na tendência de mortalidade por câncer de pulmão nas macrorregiões brasileiras","Silva, Gulnar Azevedo e, Noronha, Cláudio Pompeiano, Santos, Marceli de Oliveira, Oliveira, Julio Fernando Pinto","Revista Brasileira de Epidemiologia; 11(3); 411-419","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300008&lang=pt" 
"S1415-790X2008000300009-scl","Análise epidemiológica das causas externas em unidades de urgência e emergência em Cuiabá/Mato Grosso","Oliveira, Ligia Regina de, Jorge, Maria Helena Prado de Mello","Revista Brasileira de Epidemiologia; 11(3); 420-430","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300009&lang=pt" 
"S1415-790X2008000300010-scl","Mortalidade por homicídios em Município da Região Sul do Brasil, 1996 a 2005","Hennington, Élida Azevedo, Meneghel, Stela Nazareth, Barros, Fernanda de Souza, Silva, Luciano Barros da, Grano, Michelle da Silva, Siqueira, Thais Pereira, Stefenon, Cristiane","Revista Brasileira de Epidemiologia; 11(3); 431-441","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300010&lang=pt" 
"S1415-790X2008000300011-scl","Influência da escolaridade e do trabalho maternos no aleitamento materno exclusivo","Damião, Jorginete de Jesus","Revista Brasileira de Epidemiologia; 11(3); 442-452","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300011&lang=pt" 
"S1415-790X2008000300012-scl","Excesso de peso e hipertensão arterial em trabalhadores de empresas beneficiadas pelo Programa de Alimentação do Trabalhador (PAT)","Sarno, Flávio, Bandoni, Daniel Henrique, Jaime, Patrícia Constante","Revista Brasileira de Epidemiologia; 11(3); 453-462","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300012&lang=pt" 
"S1415-790X2008000300014-scl","Eqüidade no tempo de espera para determinadas cirurgias eletivas segundo o tipo de hospital em Sorocaba, SP","Carvalho, Thiago Caldi de, Gianini, Reinaldo José","Revista Brasileira de Epidemiologia; 11(3); 473-483","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300014&lang=pt" 
"S1415-790X2008000300015-scl","Fatores associados ao déficit nutricional em crianças residentes em uma área de prevalência elevada de insegurança alimentar","Barroso, Gabriela dos Santos, Sichieri, Rosely, Salles-Costa, Rosana","Revista Brasileira de Epidemiologia; 11(3); 484-494","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000300015&lang=pt" 
