"S0042-96862005001000007-spa","Un summit boosts health goals","Bhatia, Juhie","Bulletin of the World Health Organization; 83(10); 729-729","Bulletin of the World Health Organization","Inglês","2005","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862005001000007&lang=pt" 
"S0042-96862005001000008-spa","Recent news from WHO","","Bulletin of the World Health Organization; 83(10); 729-729","Bulletin of the World Health Organization","Inglês","2005","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862005001000008&lang=pt" 
"S0042-96862005001000004-spa","Global Fund withdraws grants to Myanmar","Parry, Jane","Bulletin of the World Health Organization; 83(10); 724-725","Bulletin of the World Health Organization","Inglês","2005","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862005001000004&lang=pt" 
"S0042-96862005001000005-spa","Emerging diseases fuel health screening","Khanal, Prakash","Bulletin of the World Health Organization; 83(10); 725-726","Bulletin of the World Health Organization","Inglês","2005","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862005001000005&lang=pt" 
"S0042-96862005001000020-spa","The first reports on smoking and lung cancer: why are they consistently ignored?","Smith, George Davey, Egger, Matthias","Bulletin of the World Health Organization; 83(10); 799-800","Bulletin of the World Health Organization","Inglês","2005","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862005001000020&lang=pt" 
"S0042-96862005001000019-spa","Bring tobacco and alcohol control to the fore to achieve the health MDGs","Stanton, Harley","Bulletin of the World Health Organization; 83(10); 799-799","Bulletin of the World Health Organization","Inglês","2005","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862005001000019&lang=pt" 
"S1519-566X2005000500001-scl","Distribution pattern of herbivorous insects in a remnant of Brazilian Atlantic Forest","Barbosa, Veralucia S., Leal, Inara R., Iannuzzi, Luciana, Almeida-Cortez, Jarcilene","Neotropical Entomology; 34(5); 701-711","Neotropical Entomology","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2005000500001&lang=pt" 
"S1519-566X2005000500003-scl","Comunidade de besouros rola-bosta (Coleoptera: Scarabaeidae) ao longo de um ecótono natural entre floresta e cerrado em Minas Gerais","Durães, Renata, Martins, Waldney P., Vaz-de-Mellos, Fernando Z.","Neotropical Entomology; 34(5); 721-731","Neotropical Entomology","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2005000500003&lang=pt" 
"S1519-566X2005000500007-scl","El género neotropical Brachymyrmex Mayr (Hymenoptera: Formicidae) en la Argentina. II: redescripción de las especies B. admotus Mayr, de B. brevicornis emery y B. gaucho Santschi","Quirán, Estela","Neotropical Entomology; 34(5); 761-768","Neotropical Entomology","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2005000500007&lang=pt" 
"S1519-566X2005000500011-scl","Screening of Metarhizium Anisopliae (Metsch.) sorok. strains against the sugarcane root spittlebug Mahanarva Fimbriolata (Stål) (Hemiptera: Cercopidae) in laboratory","Loureiro, Elisângela de S., Batista Filho, Antonio, Almeida, José E.M., Pessoa, Luis G.A.","Neotropical Entomology; 34(5); 791-798","Neotropical Entomology","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2005000500011&lang=pt" 
"S1519-566X2005000500014-scl","Effect of spinosad bait against Ceratitis capitata (Wied.) and Anastrepha fraterculus (Wied.) (Diptera: Tephritidae) in laboratory","Raga, Adalton, Sato, Mário E.","Neotropical Entomology; 34(5); 815-822","Neotropical Entomology","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2005000500014&lang=pt" 
