"S1806-37132010000300015-scl","Citoesqueleto e mecanotransdução na fisiopatologia da lesão pulmonar induzida por ventilador","Taniguchi, Leandro Utino, Caldini, Elia Garcia, Velasco, Irineu Tadeu, Negri, Elnara Márcia","Jornal Brasileiro de Pneumologia; 36(3); 363-371","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000300015&lang=pt" 
"S1806-37132010000300016-scl","Celularidade do líquido de LBA em crianças e adolescentes saudáveis e com doenças pulmonares","Picinin, Isabela Furtado de Mendonça, Camargos, Paulo Augusto Moreira, Marguet, Christophe","Jornal Brasileiro de Pneumologia; 36(3); 372-385","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000300016&lang=pt" 
"S1517-86922010000300003-scl","Efeitos do consumo agudo de cafeína sobre parâmetros metabólicos e de desempenho em indivíduos do sexo masculino","Brunetto, Daniela, Ribeiro, Jerri Luiz, Fayh, Ana Paula Trussardi","Revista Brasileira de Medicina do Esporte; 16(3); 171-175","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000300003&lang=pt" 
"S1517-86922010000300005-scl","Imagem corporal e bailarinas profissionais","Haas, Aline Nogueira, Garcia, Anelise Cristina Dias, Bertoletti, Juliana","Revista Brasileira de Medicina do Esporte; 16(3); 182-185","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000300005&lang=pt" 
"S1517-86922010000300007-scl","Avaliação descritiva sobre o uso de esteroides anabolizantes e seu efeito sobre as variáveis bioquímicas e neuroendócrinas em indivíduos que praticam exercício resistido","Venâncio, Daniel Paulino, Nóbrega, Antonio Claudio Lucas da, Tufik, Sergio, Mello, Marco Túlio de","Revista Brasileira de Medicina do Esporte; 16(3); 191-195","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000300007&lang=pt" 
"S1517-86922010000300008-scl","Análise da influência da bandagem funcional de tornozelo no tempo de reação do fibular longo em sujeitos saudáveis","Meurer, Maurício Couto, Pacheco, Adriana Moré, Pacheco, Ivan, Silva, Marcelo Faria","Revista Brasileira de Medicina do Esporte; 16(3); 196-200","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000300008&lang=pt" 
"S1517-86922010000300009-scl","Reprodutibilidade do teste de 1-RM em indivíduos com doença arterial obstrutiva periférica","Dias, Raphael Mendes Ritti, Cucato, Gabriel Grizzo, Câmara, Lucas Caseri, Wolosker, Nelson","Revista Brasileira de Medicina do Esporte; 16(3); 201-204","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000300009&lang=pt" 
"S1517-86922010000300010-scl","Especificidade da atividade mioelétrica no agachamento excêntrico declinado em 25º e no agachamento padrão com diferentes sobrecargas","Leporace, Gustavo, Pereira, Glauber R., Carmo, Roberto C.R., Silva, André C., Cabral, Rozineli P., Silva Filho, Nilson, Pasqualini, Hérica E.C., Batista, Luiz Alberto","Revista Brasileira de Medicina do Esporte; 16(3); 205-209","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000300010&lang=pt" 
"S1517-86922010000300011-scl","Ácido Láctico como indicativo de aptidão física em ratos","Menezes, Honório Sampaio, Coracini, Julio Cezar Dors, Kepler, Kellyn Cristine, Frantz, Elemara, Abegg, Milena Pacheco, Correa, Cora Albrecht, Cirino, Silvia Letícia Merceo Bacchi","Revista Brasileira de Medicina do Esporte; 16(3); 210-214","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000300011&lang=pt" 
"S1517-86922010000300012-scl","Alterações morfométricas em músculo respiratório de ratos submetidos à imobilização de pata","Santos-Júnior, Francisco Fleury Uchôa, Alves, Jamille Soares Moreira, Machado, André Accioly Nogueira, Carlos, Patrick Simão, Ferraz, Alex Soares Marreiros, Barbosa, Roseli, Leal-Cardoso, José Henrique, Ceccatto, Vânia Marilande","Revista Brasileira de Medicina do Esporte; 16(3); 215-218","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000300012&lang=pt" 
"S1517-86922010000300013-scl","Efeitos da suplementação de creatina sobre força e hipertrofia muscular: atualizações","Gualano, Bruno, Acquesta, Fernanda Michelone, Ugrinowitsch, Carlos, Tricoli, Valmor, Serrão, Júlio Cerca, Lancha Junior, Antonio Herbert","Revista Brasileira de Medicina do Esporte; 16(3); 219-223","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000300013&lang=pt" 
