"S0378-18442007000900006-ven","Efectos e implicaciones de las decisiones estratégicas en las instituciones universitarias","Rodríguez-Ponce, Emilio, Pedraja-Rejas, Liliana","Interciencia; 32(9); 593-600","Interciencia","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442007000900006&lang=pt" 
"S0378-18442007000900007-ven","Evaluación ecológica rápida de la ictiofauna en cinco localidades del delta del río Orinoco, Venezuela","Ortaz, Mario, Machado-Allison, Antonio, Carrillo, Víctor","Interciencia; 32(9); 601-609","Interciencia","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442007000900007&lang=pt" 
"S0034-89102007000800005-scl","Incidência de tuberculose e taxa de cura, Brasil, 2000 a 2004","Bierrenbach, Ana Luiza, Gomes, Adriana Bacelar Ferreira, Noronha, Elza Ferreira, Souza, Maria de Fátima Marinho de","Revista de Saúde Pública; 41(); 24-33","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102007000800005&lang=pt" 
"S0034-89102007000800009-scl","Vacina BCG contra tuberculose: efeito protetor e políticas de vacinação","Pereira, Susan M, Dantas, Odimariles Maria Souza, Ximenes, Ricardo, Barreto, Mauricio L","Revista de Saúde Pública; 41(); 59-66","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102007000800009&lang=pt" 
"S0034-89102007000800003-scl","Duas décadas de pesquisa em tuberculose no Brasil: estado da arte das publicações científicas","Kritski, Afrânio Lineu, Villa, Tereza Scatena, Trajman, Anete, Lapa e Silva, José Roberto, Medronho, Roberto A., Ruffino-Netto, Antonio","Revista de Saúde Pública; 41(); 9-14","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102007000800003&lang=pt" 
"S0034-89102007000800014-scl","Tuberculose e infecção pelo HIV no Brasil: magnitude do problema e estratégias para o controle","Jamal, Leda Fátima, Moherdaui, Fábio","Revista de Saúde Pública; 41(); 104-110","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102007000800014&lang=pt" 
"S0034-89102007000800012-scl","Resposta brasileira ao controle da tuberculose","Santos, Joseney","Revista de Saúde Pública; 41(); 89-93","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102007000800012&lang=pt" 
"S0034-89102007000800015-scl","Estratégias de controle da tuberculose no Brasil: articulação e participação da sociedade civil","Santos Filho, Ezio Távora dos, Gomes, Zaïra Machado dos Santos","Revista de Saúde Pública; 41(); 111-116","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102007000800015&lang=pt" 
"S0034-89102007000800006-scl","Tuberculose multirresistente no Brasil: histórico e medidas de controle","Dalcolmo, Margareth Pretti, Andrade, Mônica Kramer de Noronha, Picon, Pedro Dornelles","Revista de Saúde Pública; 41(); 34-42","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102007000800006&lang=pt" 
"S0034-89102007000800008-scl","Retrospecto do controle da tuberculose no Brasil","Hijjar, Miguel Aiub, Gerhardt, Germano, Teixeira, Gilmário M, Procópio, Maria José","Revista de Saúde Pública; 41(); 50-57","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102007000800008&lang=pt" 
"S0034-89102007000800010-scl","Efeito da remoção de notificações repetidas sobre a incidência da tuberculose no Brasil","Bierrenbach, Ana Luiza, Stevens, Antony Peter, Gomes, Adriana Bacelar Ferreira, Noronha, Elza Ferreira, Glatt, Ruth, Carvalho, Carolina Novaes, Oliveira Junior, João Gregório de, Souza, Maria de Fátima Marinho de","Revista de Saúde Pública; 41(); 67-76","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102007000800010&lang=pt" 
