"S0004-27492010000200009-scl","Causes of interruption of bevacizumab therapy in age-related macular degeneration","Nunes, Renata Portella, Nóbrega, Mário Junqueira, De Novelli, Fernando José, Coral, Samuel Ângelo, Berti, Thais Bacha, Missen, Marina Maria Drumm, Correa, Marina Canuto","Arquivos Brasileiros de Oftalmologia; 73(2); 146-149","Arquivos Brasileiros de Oftalmologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492010000200009&lang=pt" 
"S1561-30032010000100001-cub","Enfoque sistémico-epidemiológico","Castell-Florit Serrate, Pastor","Revista Cubana de Higiene y Epidemiología; 48(1); -","Revista Cubana de Higiene y Epidemiología","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032010000100001&lang=pt" 
"S1561-30032010000100008-cub","Diagnóstico participativo para la prevención y control del Aedes aegypti en una zona de riesgo.: Municipio Sancti Spíritus, 2007","Hernández Quiñones, Sandra, Noriega Bravo, Vivian, Echemendía Cruz, Bernardo, Ponce Cárdenas, Félix","Revista Cubana de Higiene y Epidemiología; 48(1); -","Revista Cubana de Higiene y Epidemiología","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032010000100008&lang=pt" 
"S1561-30032010000100009-cub","Leishmaniasis.: Aspectos de interés sobre un parasitismo exótico para Cuba","Montalvo Álvarez, Ana Margarita","Revista Cubana de Higiene y Epidemiología; 48(1); -","Revista Cubana de Higiene y Epidemiología","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032010000100009&lang=pt" 
"S1561-30032010000100010-cub","Seguridad del agua en situaciones de emergencia y desastres. Peligros microbiológicos y su evaluación","González González, María Isabel, Chiroles Rubalcaba, Sergio","Revista Cubana de Higiene y Epidemiología; 48(1); -","Revista Cubana de Higiene y Epidemiología","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032010000100010&lang=pt" 
"S1561-30032010000100011-cub","Producción científica de Cuba sobre dengue 1981-2006:: un análisis métrico en Scopus","Arencibia Jorge, Ricardo, Vega Almeida, Rosa Lidia, Sánchez Tarragó, Nancy, Araújo Ruiz, Juan A.","Revista Cubana de Higiene y Epidemiología; 48(1); -","Revista Cubana de Higiene y Epidemiología","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032010000100011&lang=pt" 
"S1561-30032010000100012-cub","","Álvarez Pérez, Adolfo G","Revista Cubana de Higiene y Epidemiología; 48(1); -","Revista Cubana de Higiene y Epidemiología","Inglês","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032010000100012&lang=pt" 
"S1561-30032010000100002-cub","Prevalencia de síndromes febriles en la vigilancia del dengue.: Ciudad de La Habana, 2007","Peláez, Otto, Sánchez, Lizet, Mas Bermejo, Pedro, Pérez, Suzette, Kourí, Gustavo, Guzmán, María G.","Revista Cubana de Higiene y Epidemiología; 48(1); -","Revista Cubana de Higiene y Epidemiología","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032010000100002&lang=pt" 
"S1517-86922010000200001-scl","Classificação dos periódicos no sistema qualis da capes: a mudança dos critérios é URGENTE!","","Revista Brasileira de Medicina do Esporte; 16(2); 88-89","Revista Brasileira de Medicina do Esporte","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922010000200001&lang=pt" 
"S0103-17592010000200004-scl","Desenvolvimento e aplicação experimental de controladores fuzzy e convencional em um bioprocesso","Leite, Manuela Souza, Fileti, Ana Maria Frattini, Silva, Flávio Vasconcelos da","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 21(2); 147-158","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592010000200004&lang=pt" 
"S0103-90162010000200001-scl","Assessing locomotion deficiency in broiler chicken","Nääs, Irenilza de Alencar, Paz, Ibiara Correia de Lima Almeida, Baracho, Marta dos Santos, Menezes, Adriana Gomes de, Lima, Karla Andrea Oliveira de, Bueno, Leda Gobbo de Freitas, Mollo Neto, Mario, Carvalho, Victor Ciaco de, Almeida, Ianê Correia de Lima, Souza, Anderson Luiz de","Scientia Agricola; 67(2); 129-135","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000200001&lang=pt" 
"S0103-90162010000200002-scl","Morphogenetic and structural comparative characterization of tropical forage grass cultivars under free growth","Silveira, Márcia Cristina Teixeira da, Nascimento Júnior, Domicio do, Silva, Sila Carneiro da, Euclides, Valéria Pacheco Batista, Montagner, Denise Bataglin, Sbrissia, André Fischer, Rodrigues, Carlindo Santos, Sousa, Bráulio Maia de Lana, Pena, Karine da Silva, Vilela, Hélio Henrique","Scientia Agricola; 67(2); 136-142","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000200002&lang=pt" 
"S0103-90162010000200004-scl","Performance of juvenile turbot (Scophthalmus maximus) fed varying dietary L-carnitine levels at different stocking densities","Gonçalves, José Fernando Magalhães, Turini, Bruno Graziano da Silva, Ozório, Rodrigo Otávio de Almeida","Scientia Agricola; 67(2); 151-157","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000200004&lang=pt" 
"S0103-90162010000200015-scl","Marker-assisted selection of maintainer lines within an onion tropical population","Santos, Carlos Antonio Fernandes, Leite, Daniela Lopes, Oliveira, Valter Rodrigues, Rodrigues, Marciene Amorim","Scientia Agricola; 67(2); 223-227","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000200015&lang=pt" 
"S0103-90162010000200014-scl","Methods to verify parameter equality in nonlinear regression models","Carvalho, Lídia Raquel de, Pinho, Sheila Zambello de, Mischan, Martha Maria","Scientia Agricola; 67(2); 218-222","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000200014&lang=pt" 
"S0103-90162010000200013-scl","Effect of pH and temperature on peroxidase and polyphenoloxidase activities of litchi pericarp","Mizobutsi, Gisele Polete, Finger, Fernando Luiz, Ribeiro, Rosilene Antônio, Puschmann, Rolf, Neves, Ludmila Lafetá de Melo, Mota, Wagner Ferreira da","Scientia Agricola; 67(2); 213-217","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000200013&lang=pt" 
"S0103-90162010000200012-scl","Humic substances isolated from residues of sugar cane industry as root growth promoter","Busato, Jader Galba, Zandonadi, Daniel Basílio, Dobbss, Leonardo Barros, Façanha, Arnoldo Rocha, Canellas, Luciano Pasqualoto","Scientia Agricola; 67(2); 206-212","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000200012&lang=pt" 
"S0103-90162010000200017-scl","Nitric oxide in plants: a brief discussion on this multifunctional molecule","Ferreira, Leonardo Cesar, Cataneo, Ana Catarina","Scientia Agricola; 67(2); 236-243","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000200017&lang=pt" 
"S1413-70542010000200004-scl","Deficiência nutricional em bastão-do-imperador (Etlingera elatior (Jack) R. M. Smith): efeito na produção de matéria seca e índices biométricos","Frazão, Jussara Ellen Morais, Carvalho, Janice Guedes de, Pinho, Paulo Jorge de, Oliveira, Nilma Portela, Coelho, Viviane Amaral Toledo, Melo, Sinara Cristina de","Ciência e Agrotecnologia; 34(2); 294-299","Ciência e Agrotecnologia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542010000200004&lang=pt" 
