"S0123-34752011000200024-col","Uso de fibrinógeno humano en la generación de soportes para la obtención de equivalentes tisulares","Malagón, Dionisio, Cardozo, Carmen, Godoy, Rubén","Revista Colombiana de Biotecnología; 13(2); 243-252","Revista Colombiana de Biotecnología","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-34752011000200024&lang=pt" 
"S2011-21732011000200002-col","Potencial de rendimiento y calidad de 13 variedades e híbridos comerciales de cítricos en condiciones del piedemonte llanero de Colombia","ORDUZ-RODRÍGUEZ, JAVIER ORLANDO, CASTIBLANCO G., SERGIO, CALDERÓN, CLAUDIA LILIANA, VELÁSQUEZ R., HEBERTH","Revista Colombiana de Ciencias Hortícolas; 5(2); 171-185","Revista Colombiana de Ciencias Hortícolas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200002&lang=pt" 
"S2011-21732011000200003-col","Efecto de abonos orgánicos sobre el crecimiento y producción del plátano Hartón (Musa AAB)","BARRERA, JOSÉ L., COMBATT, ENRIQUE M., RAMÍREZ, YAN L.","Revista Colombiana de Ciencias Hortícolas; 5(2); 186-194","Revista Colombiana de Ciencias Hortícolas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200003&lang=pt" 
"S2011-21732011000200001-col","EDITORIAL","FISCHER, GERHARD, ÁLVAREZ-HERRERA, JAVIER","Revista Colombiana de Ciencias Hortícolas; 5(2); 169-170","Revista Colombiana de Ciencias Hortícolas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200001&lang=pt" 
"S2011-21732011000200006-col","Estudio técnico-económico del sistema de producción de tomate bajo invernadero en Guateque, Sutatenza y Tenza (Boyacá)","Perilla, Adriana, Rodríguez, Luis Felipe, Bermúdez, Lilia Teresa","Revista Colombiana de Ciencias Hortícolas; 5(2); 220-232","Revista Colombiana de Ciencias Hortícolas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200006&lang=pt" 
"S2011-21732011000200007-col","Evaluación de tratamientos para disminuir cadmio en lechuga (Lactuca sativa L.) regada con agua del río Bogotá","RUIZ, JULIANA","Revista Colombiana de Ciencias Hortícolas; 5(2); 233-243","Revista Colombiana de Ciencias Hortícolas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200007&lang=pt" 
"S2011-21732011000200004-col","Caracterización de microorganismos solubilizadores de fosfato aislados de suelos destinados al cultivo de uchuva (Physalis peruviana L.)","BECERRA, JULIANA M., QUINTERO, DIANA, MARTÍNEZ, MARÍA, MATIZ, ADRIANA","Revista Colombiana de Ciencias Hortícolas; 5(2); 195-208","Revista Colombiana de Ciencias Hortícolas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200004&lang=pt" 
"S2011-21732011000200005-col","Efecto de tratamientos pregerminativos sobre la germinación de semillas de gulupa (Passiflora edulis Sims.), granadilla (Passiflora ligularis Juss.) y cholupa (Passiflora maliformis L.)","Gutiérrez, María Isabel, Miranda, Diego, Cárdenas-Hernández, Julián Fernando","Revista Colombiana de Ciencias Hortícolas; 5(2); 209-219","Revista Colombiana de Ciencias Hortícolas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200005&lang=pt" 
"S2011-21732011000200008-col","Accelerated aging of onion seeds (Allium cepa L.) submitted to saturated salt solution","MADRUGA DE TUNES, LILIAN, CICILIANO TAVARES, LIZANDRO, DE ARAÚJO RUFINO, CASSYO, FERNANDES VIEIRA, JUCILAYNE, DOS SANTOS ACUNHA, TANIZE, SOUZA ALBUQUERQUE BARROS, ANTONIO CARLOS, BRIÃO MUNIZ, MARLOVE FÁTIMA","Revista Colombiana de Ciencias Hortícolas; 5(2); 244-250","Revista Colombiana de Ciencias Hortícolas","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200008&lang=pt" 
"S2011-21732011000200009-col","The vernalization temperature in reutilized lily (Lilium sp.) bulbs affects the distribution of dry matter and flower yield","AUZAQUE-RODRÍGUEZ, ORLANDO, BALAGUERA-LÓPEZ, HELBER ENRIQUE, ÁLVAREZ-HERRERA, JAVIER GIOVANNI, FISCHER, GERHARD","Revista Colombiana de Ciencias Hortícolas; 5(2); 251-262","Revista Colombiana de Ciencias Hortícolas","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200009&lang=pt" 
"S2011-21732011000200011-col","Producción de semilla de cilantro (Coriandrum sativum L.) bajo la incidencia de malezas y Alternaria Nees","BANDA S., LAGUANDIO, FUENTES, CILIA LEONOR, CHAVES, BERNARDO","Revista Colombiana de Ciencias Hortícolas; 5(2); 279-294","Revista Colombiana de Ciencias Hortícolas","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200011&lang=pt" 
"S2011-21732011000200010-col","The global and regional coriander market (Coriandrum sativum L.)","ARIZIO, OSVALDO, CURIONI, ANA","Revista Colombiana de Ciencias Hortícolas; 5(2); 263-278","Revista Colombiana de Ciencias Hortícolas","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200010&lang=pt" 
"S2011-21732011000200012-col","Evaluation of the water retention in mosses of moor of Siachoque, Toca and Pesca (Boyaca)","MERCHÁN-GAITÁN, JULIA B., ÁLVAREZ-HERRERA, JAVIER GIOVANNI, DELGADO-MERCHÁN, MIRYAM V.","Revista Colombiana de Ciencias Hortícolas; 5(2); 295-302","Revista Colombiana de Ciencias Hortícolas","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-21732011000200012&lang=pt" 
"S0864-21412011000400001-cub","Producción científica en la maestría de economía de la salud desde la perspectiva de las tesis","Gálvez González, Ana María, García Fariñas, Anai, Portuondo Sánchez, Carmen","Educación Médica Superior; 25(4); 389-397","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400001&lang=pt" 
"S0864-21412011000400002-cub","Intervención educativa para la gestión docente en profesionales no categorizados","Aguilar Hernández, Idalberto, Perera Milián, Leidis Sandra","Educación Médica Superior; 25(4); 398-406","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400002&lang=pt" 
"S0864-21412011000400003-cub","Interdisciplinariedad entre la Medicina General Integral y la Informática Médica relacionada con el desarrollo de una revisión bibliográfica","Rodríguez González, Jannette, Segura Sánchez, Alberto, Espinosa Fernández, Susana, Pineda Lorenzo, Ada, Mendoza Taño, Roxana, Rodríguez González, Alicia","Educación Médica Superior; 25(4); 407-419","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400003&lang=pt" 
"S0864-21412011000400004-cub","Comportamiento del Programa Ramal Gestión, Formación y Desarrollo del capital humano para la salud","Díaz Hernández, Lázaro, Segredo Pérez, Alina M, Pérez Perea, Lizette, Alfonso García, Adianez, González Martín, Roberto","Educación Médica Superior; 25(4); 420-427","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400004&lang=pt" 
"S0864-21412011000400005-cub","Satisfacción de los estudiantes con el proceso formativo en la Escuela de Medicina de Zanzíbar","Ramos Hernández, Leonardo, Prida Reinaldo, Maribel, de Lourdes Basulto Gómez, Mayté","Educación Médica Superior; 25(4); 428-435","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400005&lang=pt" 
"S0864-21412011000400006-cub","Evaluación de una estrategia docente para las prácticas de laboratorio de Microbiología y Parasitología Médica en Medicina","Espino Hernández, María, Abín Vázquez, Lutgarda, Silva Reyes, Mercedes, Álvarez González, Miguel Manuel, Díaz Suárez, Luis Alberto, Alemán Mondeja, Linet","Educación Médica Superior; 25(4); 438-450","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400006&lang=pt" 
"S0864-21412011000400007-cub","Caracterización del desarrollo profesional de los médicos docentes durante la misión en Venezuela","Valladares Marrero, María de los Angeles, Morales Suárez, Ileana del Rosario, Hernández García, Luis","Educación Médica Superior; 25(4); 451-465","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400007&lang=pt" 
"S0864-21412011000400008-cub","Calidad del proceso de enseñanza-aprendizaje en la carrera de Tecnología de la salud en sistemas de información en salud","Vidal Ledo, María, Díaz Montes de Oca, Felicia, Fuentes Gil, Zoe, Armenteros Vera, Ileana, Araña Pérez, Ana Bárbara, Castañeda Abascal, Ileana","Educación Médica Superior; 25(4); 466-485","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400008&lang=pt" 
"S0864-21412011000400009-cub","Evaluación de habilidades clínicas en estudiantes del Nuevo Programa de Formación de Médicos","Gómez Zayas, Omar, Segredo Pérez, Alina María, Hernández García, Luis","Educación Médica Superior; 25(4); 486-495","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400009&lang=pt" 
"S0864-21412011000400010-cub","Valoración de la utilización de los medios de enseñanza-aprendizaje en las actividades de orientación de contenido","Rodríguez Milera, José David, Pernas Gómez, Marta, Lima Sarmiento, Leiram, Díaz Molleda, Maritza, Montano Luna, José Antonio, Pérez Esquivel, Guillermo de Jesús","Educación Médica Superior; 25(4); 496-514","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400010&lang=pt" 
"S0864-21412011000400011-cub","Actualidad y perspectiva del currículum de Odontología","Narváez Carrasco, Carmen Gloria, Vicentela Gutiérrez, Luis Alberto","Educación Médica Superior; 25(4); 515-524","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400011&lang=pt" 
"S0864-21412011000400012-cub","Posibilidad de lograr la excelencia en los departamentos de idiomas de la Universidad de Ciencias Médicas de La Habana","Yance Ramírez, Luis Leonardo, Valdivia Torres, Mercedes, Beltrán Domínguez, María Isabel","Educación Médica Superior; 25(4); 525-530","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400012&lang=pt" 
"S0864-21412011000400013-cub","El concepto zona de desarrollo próximo y su manifestación en la educación médica superior cubana","González López, Alejandro David, de los Ángeles Rodríguez Matos, Anay, Hernández García, Damaris","Educación Médica Superior; 25(4); 531-539","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400013&lang=pt" 
"S0864-21412011000400014-cub","Escenarios docentes","Vidal Ledo, María, Villalón Fernández, María Josefa","Educación Médica Superior; 25(4); 540-549","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000400014&lang=pt" 
"S0138-600X2011000400001-cub","Con voluntad y austeridad, sí se puede","","Revista Cubana de Obstetricia y Ginecología; 37(4); 446-447","Revista Cubana de Obstetricia y Ginecología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2011000400001&lang=pt" 
