"S0102-64452006000300007-scl","Mariátegui e a questão da educação no Peru","Pericás, Luiz Bernardo","Lua Nova: Revista de Cultura e Política; (68); 169-204","Lua Nova: Revista de Cultura e Política","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452006000300007&lang=pt" 
"S0102-64452006000300008-scl","Punição, disciplina e pensamento penal no Brasil do século XIX","Koerner, Andrei","Lua Nova: Revista de Cultura e Política; (68); 205-242","Lua Nova: Revista de Cultura e Política","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452006000300008&lang=pt" 
"S0102-311X2006001300002-spa","Use of research results in policy decision-making, formulation, and implementation: a review of the literature","Almeida, Celia, Báscolo, Ernesto","Cadernos de Saúde Pública; 22(); S7-S19","Cadernos de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006001300002&lang=pt" 
"S0102-311X2006001300013-spa","Gobernanza en salud: un aporte conceptual y analítico para la investigación","Hufty, Marc, Báscolo, Ernesto, Bazzani, Roberto","Cadernos de Saúde Pública; 22(); S35-S45","Cadernos de Saúde Pública","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006001300013&lang=pt" 
"S0102-311X2006001300014-spa","El proceso de interacción investigadores y tomadores de decisiones: un estudio de caso","Báscolo, Ernesto, Yavich, Natalia, Sánchez de León, Adolfo","Cadernos de Saúde Pública; 22(); S47-S56","Cadernos de Saúde Pública","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006001300014&lang=pt" 
"S0102-311X2006001300015-spa","Pesquisa para a tomada de decisão: um estudo de caso no Brasil","Viana, Ana Luiza d&#039;Ávila, Machado, Cristiani Vieira, Lima, Luciana Dias de, Baptista, Tatiana Wargas de Faria, Mendonça, Maria Helena Magalhães de, Heimann, Luiza Sterman","Cadernos de Saúde Pública; 22(); S57-S67","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006001300015&lang=pt" 
"S0102-311X2006001300018-spa","Una propuesta de innovación en políticas de aseguramiento en salud, basada en hallazgos de investigación: el caso de los trabajadores cesantes en Medellín, Colombia","Cardona, Álvaro, Nieto, Emmanuel, Restrepo, Román, Sierra, Óscar, Cárdenas, Carlos Enrique, Aguirre, Felipe","Cadernos de Saúde Pública; 22(); S87-S96","Cadernos de Saúde Pública","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006001300018&lang=pt" 
"S0102-311X2006001300019-spa","Cross-sector learning among researchers and policy-makers: the search for new strategies to enable use of research results","Pittman, Patricia, Almeida, Celia","Cadernos de Saúde Pública; 22(); S97-S108","Cadernos de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006001300019&lang=pt" 
"S0717-93082006000200001-chl","Radiología &quot;convencional&quot; del tubo digestivo en la era de la TC helicoidal, resonancia magnética, video laparoscopías y video endoscopías","Cortés V, Claudio","Revista chilena de radiología; 12(2); 47-47","Revista chilena de radiología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082006000200001&lang=pt" 
"S0717-93082006000200002-chl","CASO RADIOLOGICO","Silva F-A, Claudio, Cortés A, Claudio","Revista chilena de radiología; 12(2); 104-105","Revista chilena de radiología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082006000200002&lang=pt" 
"S0717-93082006000200003-chl","DIVERTICULO COLICO GIGANTE: MANIFESTACION INFRECUENTE DE UNA ENFERMEDAD MUY FRECUENTE","Cortés A, Claudio, Varela U, Cristián, Ubilla G, Ricardo, Gallegos A, Marcela","Revista chilena de radiología; 12(2); 49-56","Revista chilena de radiología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082006000200003&lang=pt" 
