"S0100-40422012000700034-scl","Ozonólise: a busca por um mecanismo","Oliveira, Alfredo R. M., Wosch, Celso L.","Química Nova; 35(7); 1482-1485","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000700034&lang=pt" 
"S0100-40422012000700023-scl","Comparação do perfil químico entre cachaças de um mesmo vinho destiladas em alambiques e em colunas","Serafim, Felipe Augusto Thobias, Silva, Alexandre Ataíde da, Galinaro, Carlos Alexandre, Franco, Douglas Wagner","Química Nova; 35(7); 1412-1416","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000700023&lang=pt" 
"S0100-40422012000700030-scl","Application of ftir in the determination of acrylate content in poly(sodium acrylate-co-acrylamide) superabsorbent hydrogels","Magalhães, Antônio Sávio G., Almeida Neto, Manuel P., Bezerra, Maslândia N., Ricardo, Nágila M. P. S., Feitosa, Judith P. A.","Química Nova; 35(7); 1464-1467","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000700030&lang=pt" 
"S0100-40422012000700025-scl","Ácidos naftênicos no petróleo","Gruber, Liliane Dailei Almeida, Damasceno, Flaviana Cardoso, Caramão, Elina Bastos, Jacques, Rosângela Assis, Geller, Ana Maria, Campos, Maria Cecília Vaz de","Química Nova; 35(7); 1423-1433","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000700025&lang=pt" 
"S0100-40422012000700012-scl","Mudanças químicas e fitodisponibilidade de zinco estimada por método isotópico, em solo tratado com lodo de esgoto","Villanueva, Felipe Carlos Alvarez, Boaretto, Antonio Enedi, Firme, Lucia Pittol, Muraoka, Takashi, Nascimento Filho, Virgilio Franco do, Abreu Junior, Cassio Hamilton","Química Nova; 35(7); 1348-1354","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000700012&lang=pt" 
"S0718-48832012000100001-chl","PRESENTACION","FERREIRA C, ANITA","RLA. Revista de lingüística teórica y aplicada; 50(1); 9-11","RLA. Revista de lingüística teórica y aplicada","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832012000100001&lang=pt" 
"S0718-48832012000100002-chl","Constitución de un corpus de semántica verbal del español: Metodología de anotación de núcleos argumentales","CASTELLÓN, IRENE, CLIMENT, SALVADOR, COLL-FLORIT, MARTA, LLOBERES, MARINA, RIGAU, GERMAN","RLA. Revista de lingüística teórica y aplicada; 50(1); 13-38","RLA. Revista de lingüística teórica y aplicada","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832012000100002&lang=pt" 
"S0718-48832012000100003-chl","Lenguaje y acción: Una revisión actual a las teorías corpóreas","URRUTIA, MABEL, DE VEGA, MANUEL","RLA. Revista de lingüística teórica y aplicada; 50(1); 39-67","RLA. Revista de lingüística teórica y aplicada","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832012000100003&lang=pt" 
"S0718-48832012000100004-chl","Comprensión auditiva en inglés como L2: Efecto de la instrucción explícita de estrategias metacognitivas para su desarrollo","GÓMEZ ÁLVAREZ, LILIAN, SANDOVAL ZÚÑIGA, MARÍA SOLEDAD, SÁEZ CARRILLO, KATIA","RLA. Revista de lingüística teórica y aplicada; 50(1); 69-93","RLA. Revista de lingüística teórica y aplicada","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832012000100004&lang=pt" 
"S0718-48832012000100005-chl","El desempeño sintáctico de niños con Trastorno de Déficit Atencional e Hiperactividad: Perspectiva comparativa y ontogenética","ELÍAS LILLO, JACQUELINE, CRESPO ALLENDE, NINA, GÓNGORA COSTA, BEGOÑA","RLA. Revista de lingüística teórica y aplicada; 50(1); 95-117","RLA. Revista de lingüística teórica y aplicada","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832012000100005&lang=pt" 
"S0718-48832012000100006-chl","The acquisition of a syntactic structure in L2 speech: the role of working memory capacity","FINARDI, KYRIA, BORGES MOTA, MAILCE","RLA. Revista de lingüística teórica y aplicada; 50(1); 119-138","RLA. Revista de lingüística teórica y aplicada","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832012000100006&lang=pt" 
