"S0034-76122013000500011-scl","Percurso recente da política penitenciária no Brasil: o caso de São Paulo","Cruz, Marcus Vinicius Gonçalves da, Souza, Letícia Godinho de, Batitucci, Eduardo Cerqueira","Revista de Administração Pública; 47(5); 1307-1325","Revista de Administração Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122013000500011&lang=pt" 
"S1020-49892013001000010-spa","Spot versus overnight urine as an alternative for 24-hour urine collection to assess sodium intake","Khoyska, Inna, Sarwari, Madina, Brewster, Lizzy M.","Revista Panamericana de Salud Pública; 34(4); 282-282","Revista Panamericana de Salud Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013001000010&lang=pt" 
"S0034-76122013000500002-scl","As escolhas públicas orçamentárias federais no PPA 2008-2011: uma análise da perspectiva do modelo principal-agente","Costa, Giovanni Pacelli Carvalho Lustosa da, Freire, Fátima Souza, Gartner, Ivan Ricardo, Clemente, Ademir","Revista de Administração Pública; 47(5); 1089-1116","Revista de Administração Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122013000500002&lang=pt" 
"S0034-76122013000500003-scl","Reforma da administração pública e carreiras de Estado: o caso dos especialistas em políticas públicas e gestão governamental no Poder Executivo federal","Monteiro, Lorena Madruga","Revista de Administração Pública; 47(5); 1117-1143","Revista de Administração Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122013000500003&lang=pt" 
"S0034-76122013000500005-scl","Consórcio Intermunicipal da Fronteira (CIF): descrevendo as principais ações voltadas ao desenvolvimento regional a partir da perspectiva do poder público municipal","Angnes, Juliane Sachser, Mattos, Sandra Mara Matuisk, Klozovski, Marcel Luciano, Sturm, Marlete Inês","Revista de Administração Pública; 47(5); 1165-1188","Revista de Administração Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122013000500005&lang=pt" 
"S0034-76122013000500008-scl","Relação entre inovação e qualidade da orientação do serviço de saúde para atenção primária","Nodari, Cristine Hermann, Olea, Pelayo Munhoz, Dorion, Eric Charles Henri","Revista de Administração Pública; 47(5); 1243-1264","Revista de Administração Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122013000500008&lang=pt" 
"S0034-76122013000500010-scl","Fatores determinantes em processos de transferência de conhecimentos: um estudo de caso na Embrapa Milho e Sorgo e firmas licenciadas","Castro, José Márcio de, Diniz, Daniela Martins, Duarte, Roberto Gonzalez, Dressler, Marcelo, Carvalho, Rodrigo Baroni de","Revista de Administração Pública; 47(5); 1283-1306","Revista de Administração Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122013000500010&lang=pt" 
"S1020-49892013001000001-spa","A radio-education intervention to improve maternal knowledge of obstetric danger signs","Radoff, Kari A., Levi, Amy J., Thompson, Lisa M.","Revista Panamericana de Salud Pública; 34(4); 213-219","Revista Panamericana de Salud Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013001000001&lang=pt" 
"S1020-49892013001000002-spa","Evaluación del impacto de la vacuna contra rotavirus en Colombia usando métodos rápidos de evaluación","Cotes, Karol, Alvis-Guzmán, Nelson, Rico, Alejandro, Porras, Alexandra, Cediel, Natalia, Chocontá Piraquive, Luz A., De la Hoz, Fernando","Revista Panamericana de Salud Pública; 34(4); 220-226","Revista Panamericana de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013001000002&lang=pt" 
"S1020-49892013001000003-spa","Contribuição das internações por condições sensíveis à atenção primária no perfil das admissões pelo sistema público de saúde","Cardoso, Clareci Silva, Pádua, Cristiane Menezes, Rodrigues-Júnior, Arnaldo Almeida, Guimarães, Denise Alves, Carvalho, Suzana Freitas, Valentin, Rosangela Freitas, Abrantes, Rodrigo, Oliveira, Claudia Di Lorenzo","Revista Panamericana de Salud Pública; 34(4); 227-234","Revista Panamericana de Salud Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013001000003&lang=pt" 
"S1020-49892013001000004-spa","Obesity and malnutrition among Hispanic children in the United States: double burden on health inequities","Iriart, Celia, Boursaw, Blake, Rodrigues, Gabriela P., Handal, Alexis J.","Revista Panamericana de Salud Pública; 34(4); 235-243","Revista Panamericana de Salud Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013001000004&lang=pt" 
