"S0048-77322014000100003-ven","Comportamiento de anticardiolipinas en gestantes","Girón, Juvenal, Castillo, María Betzabeth, Cabrera, José Alberto","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 10-14","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100003&lang=pt" 
"S0048-77322014000100008-ven","Expresión de KI67, P53, BCL2 en el carcinoma de mama en nuestro medio","Rebolledo-P, Vilma E, Colombo-S, Carla J","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 47-53","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100008&lang=pt" 
"S0048-77322014000100009-ven","Estudio preliminar sobre caracterización del ciclo menstrual en mujeres de una región de Venezuela","Rojas, Maritza, Guevara, Harold, González, Xiomara, Delgado de Smith, Yamile","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 54-61","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100009&lang=pt" 
"S0004-05922014000100018-esp","Inclusão de fenos de folha de leucena e de cunhã na ração de poedeiras","Lopes, I.R.V., Freitas, E.R., Nascimento, G.A.J., Viana Neto, J.L., Cruz, C.E.B., Braz, N.M.","Archivos de Zootecnia; 63(241); 183-190","Archivos de Zootecnia","Português","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922014000100018&lang=pt" 
"S0259-94222014000300022-sza","&#039;My city of ruins&#039;: A city to come","Meylahn, Johann-Albrecht","HTS Theological Studies; 70(3); 01-06","HTS Theological Studies","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0259-94222014000300022&lang=pt" 
"S0465-546X2014000100004-esp","Prevalencia de trastornos músculo-esqueléticos en el personal de esterilización en tres hospitales públicos","Rosario Amézquita, Rosa María, Amézquita Rosario, Teresa Isabel","Medicina y Seguridad del Trabajo; 60(234); 24-43","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100004&lang=pt" 
"S0465-546X2014000100015-esp","Marco actual del suicidio e ideas suicidas en personal sanitario","Cano-Langreo, M., Cicirello-Salas, S., López-López, A., Aguilar-Vela, M.","Medicina y Seguridad del Trabajo; 60(234); 198-218","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100015&lang=pt" 
"S0465-546X2014000100009-esp","Incapacidad laboral por diabetes mellitus: características epidemiológicas y complicaciones macro y microangiopáticas más frecuentes","Regal Ramos, Raúl Jesús","Medicina y Seguridad del Trabajo; 60(234); 99-107","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100009&lang=pt" 
"S0465-546X2014000100013-esp","Telemedicina y su aplicación en Dermatología Laboral","Rollón González, M. Victoria, Peña Gutiérrez, Olga de la, Meier de Taboada, Christian","Medicina y Seguridad del Trabajo; 60(234); 161-178","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100013&lang=pt" 
"S0465-546X2014000100008-esp","Condiciones de trabajo en el transporte público por carretera","Ordaz Castillo, Elena, Maqueda Blasco, Jerónimo","Medicina y Seguridad del Trabajo; 60(234); 90-98","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100008&lang=pt" 
"S0465-546X2014000100017-esp","¿Qué hacemos ante un brote de escabiosis en un hospital?","Maestre Naranjo, María, Martínez Fernández, Elena, Fuentes Piñeiro, María, Gómez Grego, Rocío, García Arcones, Raquel, Rodríguez de la Pinta, M. Luisa","Medicina y Seguridad del Trabajo; 60(234); 281-285","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100017&lang=pt" 
"S0465-546X2014000100003-esp","Resultados de la aplicación del protocolo de ruido en trabajadores expuestos a un nivel de ruido continuo diario equivalente igual o superior a 85 decibelios (A)","Alonso Díaz, Juan Antonio","Medicina y Seguridad del Trabajo; 60(234); 9-23","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100003&lang=pt" 
"S0465-546X2014000100011-esp","Impacto del dolor en la incapacidad laboral: metodología de valoración. Grados funcionales de limitación","Vicente Pardo, José Manuel","Medicina y Seguridad del Trabajo; 60(234); 133-142","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100011&lang=pt" 
"S0465-546X2014000100006-esp","Patologías relacionadas con las condiciones ambientales de un hospital terciario de la Comunidad de Madrid","Martínez Fernández, Elena, Fuentes Piñeiro, María, Ruiz Ruiz, Laura, Borda Olivas, Jenry Ricardo, Dietl Sagües, Margarita, Rodríguez de la Pinta, M.ª Luisa","Medicina y Seguridad del Trabajo; 60(234); 53-63","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100006&lang=pt" 
"S0465-546X2014000100001-esp","Enfermedades laborales, una pandemia que requiere prevención","Nieto, Joaquín","Medicina y Seguridad del Trabajo; 60(234); 1-3","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100001&lang=pt" 
"S0465-546X2014000100010-esp","Valoración médico-laboral del trabajador con Síndrome de Sjögren","Usarbarrena Ekiza, Maider","Medicina y Seguridad del Trabajo; 60(234); 108-132","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100010&lang=pt" 
"S0465-546X2014000100002-esp","Silicosis: controversy in detection","Delgado García, Diemen Darwin","Medicina y Seguridad del Trabajo; 60(234); 4-8","Medicina y Seguridad del Trabajo","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100002&lang=pt" 
"S0465-546X2014000100014-esp","Turnos de trabajo: ¿un factor de riesgo cardiovascular?","Santana-Herrera, José, Alfano, Tony, Escobal-Machado, Adriana","Medicina y Seguridad del Trabajo; 60(234); 179-197","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100014&lang=pt" 
"S0465-546X2014000100012-esp","Trastornos hematopoyéticos en trabajadores expuestos a radiaciones ionizantes","Méndez Arias, Agustín, Maldonado Gil, Juan José","Medicina y Seguridad del Trabajo; 60(234); 143-160","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100012&lang=pt" 
"S0465-546X2014000100005-esp","Work conditions and occupational health of dentists in Brazilian Public Health System","Saliba Moimaz, Suzely Adas, Saliba Rovida, Tânia Adas, Moreira Silva, Milene, Ramiro da Silva, Mirelli, Saliba Garbin, Cléa Adas","Medicina y Seguridad del Trabajo; 60(234); 44-52","Medicina y Seguridad del Trabajo","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100005&lang=pt" 
"S0465-546X2014000100007-esp","Satisfacción Laboral y Apoyo Social en trabajadores de un hospital de tercer nivel","Gandarillas González, Marco, Vásquez Rueda, Luis, Márquez Marmolejo, Héctor, Santamaría Gandarillas, Eva, Garaña Robles, Óscar, Santibáñez Margüello, Miguel","Medicina y Seguridad del Trabajo; 60(234); 64-89","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000100007&lang=pt" 
