"S1517-83822005000100008-scl","Leptospires detection in kidney, liver and uterus of cows slaughtered in Paraná State, Brazil","Silva, Francielle Gibson da, Freitas, Julio Cesar de, Anzai, Eleine Kuroki, Hashimoto, Vanessa Yumi, Giraldi, Nilson, Delbem, Ádina Cléia B., Bracarense, Ana Paula F.R.L., Reis, Antônio Carlos F. dos, Vasconcellos, Silvio Arruda","Brazilian Journal of Microbiology; 36(1); 38-42","Brazilian Journal of Microbiology","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822005000100008&lang=pt" 
"S0103-20032005000100002-scl","Acesso aos serviços de saúde nas áreas urbana e rural do Brasil","Kassouf, Ana Lúcia","Revista de Economia e Sociologia Rural; 43(1); 29-44","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100002&lang=pt" 
"S0103-20032005000100007-scl","Uma análise empírica da volatilidade do retorno de commodities agrícolas utilizando modelos ARCH: os casos do café e da soja","Silva, Washington Santos da, Sáfadi, Thelma, Castro Júnior, Luiz Gonzaga de","Revista de Economia e Sociologia Rural; 43(1); 119-134","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100007&lang=pt" 
"S0103-20032005000100001-scl","Vulnerabilidade do comércio agrícola brasileiro","Carvalho, Maria Auxiliadora de, Silva, César Roberto Leite da","Revista de Economia e Sociologia Rural; 43(1); 9-28","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100001&lang=pt" 
"S0103-20032005000100003-scl","Política de estabilização de renda para a agricultura familiar: uma análise de risco","Oliveira, Maria Aparecida Silva, Teixeira, Erly Cardoso","Revista de Economia e Sociologia Rural; 43(1); 45-62","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100003&lang=pt" 
"S0103-20032005000100004-scl","Influência do capital social no mercado de crédito rural","Lima, Roberto Arruda de Souza, Shirota, Ricardo","Revista de Economia e Sociologia Rural; 43(1); 63-80","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100004&lang=pt" 
"S0103-20032005000100005-scl","Determinantes da demanda de fertilizantes no Brasil no período de 1970 a 2002","Nicolella, Alexandre Chibebe, Dragone, Diogo S., Bacha, Carlos José Caetano","Revista de Economia e Sociologia Rural; 43(1); 81-100","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100005&lang=pt" 
"S0103-20032005000100006-scl","Capital social das comunidades beneficiadas pelo programa de combate à pobreza rural - PCPR/Projeto São José - PSJ - estado do Ceará","Khan, Ahmad Saeed, Silva, Lucia Maria Ramos","Revista de Economia e Sociologia Rural; 43(1); 101-117","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100006&lang=pt" 
"S0103-20032005000100008-scl","Valoração econômica dos impactos ambientais de tecnologias de plantio em região de Cerrados","Rodrigues, Waldecy","Revista de Economia e Sociologia Rural; 43(1); 135-153","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100008&lang=pt" 
"S0103-20032005000100009-scl","Agroecologia e agricultura familiar na região centro-sul do estado do Paraná","Assis, Renato Linhares de, Romeiro, Ademar Ribeiro","Revista de Economia e Sociologia Rural; 43(1); 155-177","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100009&lang=pt" 
"S0103-20032005000100010-scl","Degradação ambiental no estado de Minas Gerais","Fernandes, Elaine Aparecida, Cunha, Nina Rosa da Silveira, Silva, Rubicleis Gomes da","Revista de Economia e Sociologia Rural; 43(1); 179-198","Revista de Economia e Sociologia Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032005000100010&lang=pt" 
"S0048-77322005000100010-ven","Historia obstétrico-ginecológica venezolana. Médicos destacados en la Maternidad Concepción Palacios","Agüero, Oscar","Revista de Obstetricia y Ginecología de Venezuela; 65(1); 43-51","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322005000100010&lang=pt" 
"S0048-77322005000100002-ven","Lesiones bucales vistas en la embarazada","Lárez, Leira, Benavides, Yndira, Henríquez, Yeniz, Moreno, Shulanye","Revista de Obstetricia y Ginecología de Venezuela; 65(1); 9-13","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322005000100002&lang=pt" 
