"S0864-215X2009000200007-cub","Tumor de células gigantes del extremo distal del radio y reconstrucción ósea","La O Durán, Eldis, Monzón Fernández, Abel Nicolás, Sanz Delgado, Licett","Revista Cubana de Ortopedia y Traumatología; 23(2); -","Revista Cubana de Ortopedia y Traumatología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2009000200007&lang=pt" 
"S0864-215X2009000200008-cub","Proceso biológico del desarrollo epifisario:: aparición y formación del centro secundario de osificación","Peinado Cortés, Liliana Mabel, Garzón Alvarado, Diego Alexander, Cárdenas Sandoval, Rosy Paola","Revista Cubana de Ortopedia y Traumatología; 23(2); -","Revista Cubana de Ortopedia y Traumatología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2009000200008&lang=pt" 
"S0864-215X2009000200009-cub","Marco de trabajo fenomenológico para el daño del cartílago articular","Landínez Parra, Nancy Stella, Garzón-Alvarado, Diego Alexander, Vanegas Acosta, Juan Carlos","Revista Cubana de Ortopedia y Traumatología; 23(2); -","Revista Cubana de Ortopedia y Traumatología","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2009000200009&lang=pt" 
"S1010-27522009000300001-cub","COMPORTAMIENTO DE GENOTIPOS DE LA FAMILIA SOLANACEAE FRENTE A Meloidogyne incognita (KOFOID Y WHITE) CHITWOOD1","Rodríguez, Mayra G, Gómez, Lucila, González, Farah M, Carrillo, Yudines, Piñón, Maite, Gómez, Olimpia, Casanova, A.S, Álvarez, Martha, Peteira, Belkis","Revista de Protección Vegetal; 24(3); 137-145","Revista de Protección Vegetal","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300001&lang=pt" 
"S1010-27522009000300003-cub","INTRODUCCIÓN DEL SOFTWARE FITOVIGIA 3.0 EN EL SISTEMA NACIONAL DE VIGILANCIA FITOSANITARIA","Sánchez, O.E, Ravelo, Jennifer, Alemán, J, Miranda, Ileana, Navarro, A, Pérez, Alina, Pérez, Y, Pérez, Félix, Pérez, Frank, García, M, Rodríguez, Yarila, Borrero, Y, Machado, Y","Revista de Protección Vegetal; 24(3); 152-155","Revista de Protección Vegetal","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300003&lang=pt" 
"S1010-27522009000300004-cub","PRODUCCIÓN MASIVA DE Nomuraea rileyi (FARLOW) SAMSON MEDIANTE UNA ALTERNATIVA DE CULTIVO BIFÁSICO","Méndez, A, del Pozo, E, García, Irma","Revista de Protección Vegetal; 24(3); 156-161","Revista de Protección Vegetal","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300004&lang=pt" 
"S1010-27522009000300005-cub","EFECTO DE DIFERENTES ABONOS ORGÁNICOS SOBRE EL ESTABLECIMIENTO DE Pochonia chlamydosporia var. CATENULATA EN EL SUSTRATO Y LA RIZOSFERA DE PLANTAS DE TOMATE","Puertas, Ana, Hidalgo-Díaz, L","Revista de Protección Vegetal; 24(3); 162-165","Revista de Protección Vegetal","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300005&lang=pt" 
"S1010-27522009000300006-cub","VCP1 PROTEASE DETECTION IN Pochonia chlamydosporia var. CATENULATA STRAIN IMI SD 187","Peteira-Delgado, B, Hidalgo-Díaz, L","Revista de Protección Vegetal; 24(3); 166-172","Revista de Protección Vegetal","Inglês","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300006&lang=pt" 
"S1010-27522009000300007-cub","EFECTIVIDAD DE LACTUCA SATIVA USADA COMO PLANTA TRAMPA DE Meloidogyne spp. EN LA PRODUCCIÓN PROTEGIDA DE HORTALIZAS","Gómez, Lucila, Rodríguez, Mayra G, Enrique, R","Revista de Protección Vegetal; 24(3); 173-176","Revista de Protección Vegetal","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300007&lang=pt" 
"S1010-27522009000300008-cub","EFECTO DEL MOMENTO DE APLICACIÓN DE Pochonia chlamydosporia var. CATENULATA SOBRE SU EFICACIA EN EL CONTROL DE MELOIDOGYNE INCOGNITA","Puertas, Ana, Hidalgo-Díaz, L","Revista de Protección Vegetal; 24(3); 177-179","Revista de Protección Vegetal","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300008&lang=pt" 
"S1010-27522009000300009-cub","ASOCIACIÓN ÁFIDOS-PARASITOIDES EN CULTIVOS HORTÍCOLAS","Ceballos, Margarita, Martínez, María de los A, Duarte, Leticia, Baños, Heyker Lellanis, Sánchez, Adayakni","Revista de Protección Vegetal; 24(3); 180-183","Revista de Protección Vegetal","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300009&lang=pt" 
"S1010-27522009000300010-cub","DOS NUEVAS ESPECIES DEL GÉNERO Neohydatothrips JOHN (THYSANOPTERA: THRIPIDAE) PARA CUBA","González, C, Castillo, Neisy","Revista de Protección Vegetal; 24(3); 184-186","Revista de Protección Vegetal","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300010&lang=pt" 
"S1010-27522009000300012-cub","CRÍA DE Amblyseius largoensis (Muma) Sobre Tetranychus tumidus (BANKS) UTILIZANDO EL MÉTODO DE LAS BANDEJAS","Montoya, A, Miranda, Ileana, Ramos, Mayra, Rodríguez, H","Revista de Protección Vegetal; 24(3); 191-194","Revista de Protección Vegetal","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300012&lang=pt" 
"S1010-27522009000300013-cub","PRINCIPAL FUNGI DISEASES IN TRITICALES AND WHEAT IN SAN JOSÉ DE LAS LAJAS - HAVANA PROVINCE","Martínez, B, Pérez, S, Plana, R","Revista de Protección Vegetal; 24(3); 195-195","Revista de Protección Vegetal","Inglês","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300013&lang=pt" 
"S1010-27522009000300014-cub","NEW HOST OF COMPOSIA FIDELISSIMA HERRICH-SCHÄFFER (LEPIDOPTERA: PERICOPIDAE) IN CUBA","Marrero, L","Revista de Protección Vegetal; 24(3); 196-196","Revista de Protección Vegetal","Inglês","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522009000300014&lang=pt" 
"S0365-05962009000600006-scl","Expressão de marcadores de proliferação celular e apoptose em carcinoma basocelular","Corrêa, Marília de Pádua Dornelas, Ferreira, Ana Paula, Gollner, Ângela Maria, Rodrigues, Michele Fernandes, Guerra, Magno Cunha de Souza","Anais Brasileiros de Dermatologia; 84(6); 606-614","Anais Brasileiros de Dermatologia","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962009000600006&lang=pt" 
"S0365-05962009000600015-scl","Reações cutâneas secundárias ao uso dos inibidores do receptor de fator de crescimento epidérmico: relato de dois casos","Rodarte, Camila Martins, Abdallah, Omar Ali, Barbosa, Nadyesda Fagundes, Koch, Ludmila de Oliveira, Resende, Uirá Maira","Anais Brasileiros de Dermatologia; 84(6); 667-670","Anais Brasileiros de Dermatologia","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962009000600015&lang=pt" 
"S1134-80462009000800002-esp","Unidades de dolor en España: Encuesta SED Día del Dolor 2007","Barutell, C. de","Revista de la Sociedad Española del Dolor; 16(8); 421-428","Revista de la Sociedad Española del Dolor","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462009000800002&lang=pt" 
"S1519-70772009000300009-scl","Defesas de teses e dissertações do programa de pós-graduação em Ciências Contábeis da FEA-USP - 07/2009 a 10/2009","","Revista Contabilidade &amp; Finanças; 20(51); 133-134","Revista Contabilidade &amp; Finanças","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772009000300009&lang=pt" 
