"S0103-33522015000300043-scl","Ambiguidades do momento corporativo: gênese e justificação dos direitos sociais no Brasil","Santos, Ronaldo Teodoro dos","Revista Brasileira de Ciência Política; (17); 43-66","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000300043&lang=pt" 
"S0103-33522015000300067-scl","Lutas políticas, disposições e transações sociais em microcampos bancários","Machado, Eduardo Gomes","Revista Brasileira de Ciência Política; (17); 67-97","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000300067&lang=pt" 
"S0103-33522015000300121-scl","Análise de classes","Wright, Erik Olin","Revista Brasileira de Ciência Política; (17); 121-163","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000300121&lang=pt" 
"S0103-33522015000300179-scl","Poder político e propriedade da terra no território do Velho Chico, Bahia","Ribeiro, Carolina Silva, Oliveira, Gilca Garcia de","Revista Brasileira de Ciência Política; (17); 179-207","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000300179&lang=pt" 
"S0103-33522015000300209-scl","Intelectuais e reforma do Judiciário: os especialistas em direito processual e as reformas da justiça no Brasil","Almeida, Frederico de","Revista Brasileira de Ciência Política; (17); 209-246","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000300209&lang=pt" 
"S0103-33522015000300247-scl","Pragmatismo, marxismo e democracia: a negligenciada contribuição de Sidney Hook","Mendonça, Ricardo Fabrino, Reis, Luísa de Albuquerque Viana","Revista Brasileira de Ciência Política; (17); 247-275","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000300247&lang=pt" 
"S0103-636X2015000200002-scl","A École Polytechnique de Paris: mitos, fontes e fatos","Amadeo, Marcello, Schubring, Gert","Bolema: Boletim de Educação Matemática; 29(52); 435-451","Bolema: Boletim de Educação Matemática","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-636X2015000200002&lang=pt" 
"S0103-636X2015000200003-scl","Enunciados de Tarefas de Matemática Baseados na Perspectiva da Educação Matemática Realística","Ferreira, Pamela Emanueli Alves, Buriasco, Regina Luzia Corio de","Bolema: Boletim de Educação Matemática; 29(52); 452-472","Bolema: Boletim de Educação Matemática","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-636X2015000200003&lang=pt" 
"S0103-636X2015000200004-scl","Reflexões sobre Relações entre Currículo, Avaliação e Formação de Professores na Área de Educação Matemática","Pires, Célia Maria Carolino","Bolema: Boletim de Educação Matemática; 29(52); 473-492","Bolema: Boletim de Educação Matemática","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-636X2015000200004&lang=pt" 
"S0103-636X2015000200005-scl","Etnomatemática de una Artesanía Argentina: identificando etnomodelos de trenzado","Albanese, Veronica","Bolema: Boletim de Educação Matemática; 29(52); 493-507","Bolema: Boletim de Educação Matemática","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-636X2015000200005&lang=pt" 
"S0103-636X2015000200006-scl","Paquimé. Influencia del Pensamiento Matemático y Astronómico Mesoamericano","Ríos, Alberto Camacho, Luján, Bertha Ivonne SÁNCHEZ","Bolema: Boletim de Educação Matemática; 29(52); 508-527","Bolema: Boletim de Educação Matemática","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-636X2015000200006&lang=pt" 
"S0103-636X2015000200007-scl","Diseños Prehispánicos, Movimientos y Transformaciones en el Círculo y Formación Inicial de Profesores","Aroca, Armando","Bolema: Boletim de Educação Matemática; 29(52); 528-548","Bolema: Boletim de Educação Matemática","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-636X2015000200007&lang=pt" 
"S0103-636X2015000200008-scl","Possibilidades Filosóficas em Etnomatemática","Marchon, Fabio Lennon, Fantinato, Maria Cecília","Bolema: Boletim de Educação Matemática; 29(52); 549-567","Bolema: Boletim de Educação Matemática","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-636X2015000200008&lang=pt" 
"S0103-636X2015000200009-scl","Caminhos do Significado em Atividades de Modelagem Matemática: um olhar sobre os interpretantes","Silva, Karina Alessandra Pessoa da, Almeida, Lourdes Maria Werle de","Bolema: Boletim de Educação Matemática; 29(52); 568-592","Bolema: Boletim de Educação Matemática","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-636X2015000200009&lang=pt" 
