"S0102-311X2011001100004-scl","Qualidade do cuidado ao acidente vascular cerebral isquêmico no SUS","Rolim, Cristina Lúcia Rocha Cubas, Martins, Monica","Cadernos de Saúde Pública; 27(11); 2106-2116","Cadernos de Saúde Pública","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100004&lang=pt" 
"S0102-311X2011001100006-scl","Incidência cumulativa anual de doenças musculoesqueléticas incapacitantes relacionadas ao trabalho em uma área urbana do Brasil","Souza, Norma Suely Souto, Santana, Vilma Sousa","Cadernos de Saúde Pública; 27(11); 2124-2134","Cadernos de Saúde Pública","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100006&lang=pt" 
"S0102-311X2011001100007-scl","Violências e acidentes entre adultos mais velhos em comparação aos mais jovens: evidências do Sistema de Vigilância de Violências e Acidentes (VIVA), Brasil","Luz, Tatiana Chama Borges, Malta, Deborah Carvalho, Sá, Naíza Nayla Bandeira de, Silva, Marta Maria Alves da, Lima-Costa, Maria Fernanda","Cadernos de Saúde Pública; 27(11); 2135-2142","Cadernos de Saúde Pública","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100007&lang=pt" 
"S0102-311X2011001100008-scl","Modelo de avaliação da gestão municipal para o planejamento em saúde","Berretta, Isabel Quint, Lacerda, Josimari Telino de, Calvo, Maria Cristina Marino","Cadernos de Saúde Pública; 27(11); 2143-2154","Cadernos de Saúde Pública","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100008&lang=pt" 
"S0102-311X2011001100009-scl","Sistema de Vigilância Alimentar e Nutricional (SISVAN) em crianças do Rio Grande do Sul, Brasil: cobertura, estado nutricional e confiabilidade dos dados","Damé, Patrícia Kluwe Viégas, Pedroso, Márcia Regina de Oliveira, Marinho, Clarissa Lapenda, Gonçalves, Veralice Maria, Duncan, Bruce Bartholow, Fisher, Paul Douglas, Romero, Ana Leonisa Coronel, Castro, Teresa Gontijo de","Cadernos de Saúde Pública; 27(11); 2155-2165","Cadernos de Saúde Pública","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100009&lang=pt" 
"S0102-311X2011001100010-scl","Tendência temporal de tabagismo em população urbana: um estudo de base populacional no Sul do Brasil","Dias-Damé, Josiane L., Cesar, Juraci A., Silva, Suele Manjourany","Cadernos de Saúde Pública; 27(11); 2166-2174","Cadernos de Saúde Pública","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100010&lang=pt" 
"S0102-311X2011001100011-scl","Financial health and customer satisfaction in private health care providers in Brazil","Schiozer, Rafael Felipe, Saito, Cristiana Checchia, Saito, Richard","Cadernos de Saúde Pública; 27(11); 2175-2187","Cadernos de Saúde Pública","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100011&lang=pt" 
"S0102-311X2011001100013-scl","Relative validity of a food-frequency questionnaire developed to assess food intake of schoolchildren living in the Brazilian Western Amazon","Scagliusi, Fernanda Baeza, Garcia, Mariana Tarricone, Indiani, Ana Luiza Coutinho, Cardoso, Marly Augusto","Cadernos de Saúde Pública; 27(11); 2197-2206","Cadernos de Saúde Pública","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100013&lang=pt" 
"S0102-311X2011001100014-scl","Fatores associados à idade da primeira relação sexual em jovens: estudo de base populacional","Hugo, Tairana Dias de Oliveira, Maier, Vanessa Teixeira, Jansen, Karen, Rodrigues, Cristine Eliane Gomes, Cruzeiro, Ana Laura Sicca, Ores, Liliane da Costa, Pinheiro, Ricardo Tavares, Silva, Ricardo, Souza, Luciano Dias de Mattos","Cadernos de Saúde Pública; 27(11); 2207-2214","Cadernos de Saúde Pública","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100014&lang=pt" 
"S0102-311X2011001100016-scl","O papel dos estados na política de saúde mental no Brasil","Simon, Aline Gabriela, Baptista, Tatiana Wargas de Faria","Cadernos de Saúde Pública; 27(11); 2227-2241","Cadernos de Saúde Pública","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100016&lang=pt" 
"S0102-311X2011001100018-scl","Influência regional no consumo precoce de alimentos diferentes do leite materno em menores de seis meses residentes nas capitais brasileiras e Distrito Federal","Saldiva, Silvia Regina Dias Medici, Venancio, Sonia Isoyama, Gouveia, Ana Gabriela Cepeda, Castro, Ana Lucia da Silva, Escuder, Maria Mercedes Loureiro, Giugliani, Elsa Regina Justo","Cadernos de Saúde Pública; 27(11); 2253-2262","Cadernos de Saúde Pública","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2011001100018&lang=pt" 
