"S0325-00752012000100001-arg","Compromiso, voluntad y respeto por los valores para iniciar un nuevo siglo","Cardigni, Gustavo","Archivos argentinos de pediatría; 110(1); 2-3","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100001&lang=pt" 
"S0325-00752012000100002-arg","El otro precio de las becas y subvenciones","Pradines, Paula","Archivos argentinos de pediatría; 110(1); 4-5","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100002&lang=pt" 
"S0325-00752012000100003-arg","Farmacología en pediatría y usos de medicamentos no autorizados","Giglio, Norberto","Archivos argentinos de pediatría; 110(1); 5-5","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100003&lang=pt" 
"S0325-00752012000100004-arg","Cursos multimedia en línea","Urrutia, Luis Eduardo","Archivos argentinos de pediatría; 110(1); 6-7","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100004&lang=pt" 
"S0325-00752012000100005-arg","La capacitación en terreno como estrategia para la mejora de la calidad de la atención de la salud","Fariña, Diana, Rodríguez, Susana, Erpen, Norma","Archivos argentinos de pediatría; 110(1); 9-18","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100005&lang=pt" 
"S0325-00752012000100006-arg","Epidemia de infuenza del año 2009 en un hospital pediátrico y costos médicos directos en menores de 5 años comparados con el período 2006-2008","Giglio, Norberto D, Castellano, Vanesa E, Rüttimann, Ricardo W, Vidal, Gabriela I, Gentile, Ángela","Archivos argentinos de pediatría; 110(1); 19-26","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100006&lang=pt" 
"S0325-00752012000100007-arg","Intervalos de referencia para tirotropina sérica durante los primeros 14 días de vida","Yaniskowski, María Lucy","Archivos argentinos de pediatría; 110(1); 27-34","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100007&lang=pt" 
"S0325-00752012000100008-arg","Educar en la sociedad actual","Etcheverry, Guillermo Jaim","Archivos argentinos de pediatría; 110(1); 35-38","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100008&lang=pt" 
"S0325-00752012000100009-arg","Impacto del cambio climático en las enfermedades infecciosas","Berberian, Griselda, Rosanova, María Teresa","Archivos argentinos de pediatría; 110(1); 39-45","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100009&lang=pt" 
"S0325-00752012000100010-arg","Ventajas y desventajas de los distintos tipos de anfotericina en pediatría: revisión de la bibliografía","Bes, David F, Sberna, Norma, Rosanova, María Teresa","Archivos argentinos de pediatría; 110(1); 46-51","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100010&lang=pt" 
"S0325-00752012000100011-arg","Bronquiectasias en pediatría, aproximación diagnóstica y tratamiento","Álvarez Caro, Francisco, Gómez Farpón, Ángela, Ruiz del Árbol Sánchez, Paloma, de Miguel Mallén, Mª Ángeles, Álvarez Berciano, Francisco","Archivos argentinos de pediatría; 110(1); 52-59","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100011&lang=pt" 
"S0325-00752012000100012-arg","Reserva funcional renal mediante la depuración de ácido dietilen-triamino-pentaacético marcado con tecnecio-99m en niños que padecieron síndrome urémico-hemolítico","Bruno, Guillermo O.A, Diéguez, Stella Maris, Voyer, Luis E","Archivos argentinos de pediatría; 110(1); 60-63","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100012&lang=pt" 
"S0325-00752012000100013-arg","Taponamiento cardíaco como complicación de derivación ventrículo atrial","Jorro Barón, Facundo, Casanovas, Alejandra, Guaita, Elena, Bolasell, Cecilia, Rombolá, Valeria, Debaisi, Gustavo","Archivos argentinos de pediatría; 110(1); e1-e3","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100013&lang=pt" 
"S0325-00752012000100014-arg","Cistoadenoma mucinoso fronterizo (borderline) del ovario, en una niña antes de la menarca","Heinen, Fernando L, Pérez, Gabriela","Archivos argentinos de pediatría; 110(1); e4-e8","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100014&lang=pt" 
"S0325-00752012000100015-arg","Celulitis orbitaria neonatal por Staphylococcus aureus meticilinorresistente de la comunidad","Pérez, M. Guadalupe, Castro, Graciela, Mansilla, Celeste, Kaldzielski, Carina, Salas, Gisela, Rosanova, María Teresa, Berberian, Griselda","Archivos argentinos de pediatría; 110(1); e9-e12","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100015&lang=pt" 
"S0325-00752012000100016-arg","Liquen nitidus: presentación de dos casos, uno de ellos generalizado","Celasco, Analía, Lequio, Mariana, Santamarina, Mariel, Hernández, Marisa, Soliani, Andrea, Abeldaño, Alejandra, Néstor Chouela, Edgardo","Archivos argentinos de pediatría; 110(1); e13-e16","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100016&lang=pt" 
"S0325-00752012000100017-arg","Viaje en avión, riesgos y previsiones a considerar en los niños","Aguerre, Verónica","Archivos argentinos de pediatría; 110(1); 66-69","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100017&lang=pt" 
"S0325-00752012000100018-arg","Recomendaciones en reanimación neonatal 2011: 3ª parte: Medicación y expansores de volumen. Cuidados post reanimación. Aspectos éticos","Castro, Adriana, Rabasa, Cecilia, Capelli, Carola, Cores Ponte, Florencia, Enríquez, Diego, Gutiérrez, Susana, Mariani, Gonzalo, Pacchioni, Sergio, Pardo, Amorina, Pérez, Gastón, Sorgetti, Mariana, Szyld, Edgardo","Archivos argentinos de pediatría; 110(1); 70-76","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100018&lang=pt" 
"S0325-00752012000100020-arg","Presentación del nuevo caso clínico","","Archivos argentinos de pediatría; 110(1); 79-79","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100020&lang=pt" 
"S0325-00752012000100021-arg","Archivos hace 75 años","","Archivos argentinos de pediatría; 110(1); 85-86","Archivos argentinos de pediatría","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752012000100021&lang=pt" 
"S0034-70942012000100017-scl","Avaliação dos níveis de citocinas e da função pulmonar de pacientes submetidos à cirurgia cardíaca com circulação extracorpórea","Ibrahim, Soraia Genebra, Forgiarini Junior, Luiz Alberto, Félix, Elaine Aparecida","Revista Brasileira de Anestesiologia; 62(1); 138-138","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942012000100017&lang=pt" 
"S0102-695X2012000100015-scl","The toxicity evaluation of Syzygium cumini leaves in rodents","Silva, Selma do N., Abreu, Iracelle C., Silva, Graciela Fernanda C., Ribeiro, Rachel M., Lopes, Adelson de S., Cartágenes, Maria do Socorro de S., Freire, Sônia Maria de F., Borges, Antônio Carlos R., Borges, Marilene Oliveira da R.","Revista Brasileira de Farmacognosia; 22(1); 102-108","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100015&lang=pt" 
"S0102-695X2012000100003-scl","Secretory structures of Ipomoea asarifolia: anatomy and histochemistry","Martins, Fabiano M., Lima, Jamile F., Mascarenhas, Ana Angélica S., Macedo, Thayane P.","Revista Brasileira de Farmacognosia; 22(1); 13-20","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100003&lang=pt" 
"S0102-695X2012000100010-scl","Phythochemical screening and antimicrobial activity phythochemical of essential oil from Lippia gracillis","Bitu, Vanessa, Botelho, Marco Antônio, Costa, José G. M. da, Rodrigues, Fabiola F. G., Veras, Helenicy N. H., Martins, Karine T., Lyra, Aarão, Coluchi, Giselle Gasparino, Ruela, Ronaldo Sousa, Queiroz, Dinalva Brito, Siqueira, Jullyana de Souza, Quintans-Junior, Lucindo J.","Revista Brasileira de Farmacognosia; 22(1); 69-75","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100010&lang=pt" 
"S0102-695X2012000100021-scl","Antiulcer effect of epoxy-carvone","Siqueira, Bruna P. J., Menezes, Crislaine T., Silva, Jaciara P., Sousa, Damião P. de, Batista, Josemar S.","Revista Brasileira de Farmacognosia; 22(1); 144-149","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100021&lang=pt" 
"S0102-695X2012000100011-scl","Genotoxicity test of Maytenus rigida and Aristolochia birostris in the radicular meristem of the onion, Allium cepa","Mendes, Sandra S., Andrade, Josivaldo A., Xavier, Maria Aldirene, Secundo Junior, José A., Pantaleão, Silmara M., Estevam, Charles S., Garcia, Carlos A.B., Ferrari, Stephen F.","Revista Brasileira de Farmacognosia; 22(1); 76-81","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100011&lang=pt" 
"S0102-695X2012000100019-scl","Antidiarrheal activity of Solanum asterophorum in mice","Silva, Polyana Cristina Barros, Clementino Neto, José, Silva, Anne Dayse S. da, Silva, Karoline de Melo e, Silva, Tania Maria S., Agra, Maria de Fátima, Cavalcante, Fabiana de Andrade","Revista Brasileira de Farmacognosia; 22(1); 131-136","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100019&lang=pt" 
"S0102-695X2012000100004-scl","Are medicinal herbs safe? The opinion of plant vendors from Diadema (São Paulo, southeastern Brazil)","Lanini, Juliana, Duarte-Almeida, Joaquim M., Nappo, Solange A., Carlini, E. A.","Revista Brasileira de Farmacognosia; 22(1); 21-28","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100004&lang=pt" 
"S0102-695X2012000100018-scl","Effects of the topical application of an ethyl acetate fraction from Vernonia scorpioides on excisional wounds infected with Staphylococcus aureus in rats","Kreuger, Maria Regina Orofino, Farias, Bruna Gonçalves, Moreira, Janaína, Blind, Luise Zozula, Amoah, Solomon Kweku Sagoe, Leite, Andreia Siqueira, Biavatti, Maique Weber, van Hoof, Tom, D&#039;Herde, Katharina, Cruz, Alexandre Bella","Revista Brasileira de Farmacognosia; 22(1); 123-130","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100018&lang=pt" 
"S0102-695X2012000100008-scl","Anti-Helicobacter pylori activity and oxidative burst inhibition by the naphthoquinone 5-methoxy-3,4-dehydroxanthomegnin from Paepalanthus latipes","Kitagawa, Rodrigo Rezende, Bonacorsi, Cibele, Fonseca, Luiz Marcos da, Vilegas, Wagner, Raddi, Maria Stella Gonçalves","Revista Brasileira de Farmacognosia; 22(1); 53-59","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100008&lang=pt" 
"S0102-695X2012000100014-scl","Biological activities of the sulfated polysaccharide from the vascular plant Halodule wrightii","Silva, Juliana M. C., Dantas-Santos, Nednaldo, Gomes, Dayanne L., Costa, Leandro S., Cordeiro, Sara L., Costa, Mariana S. S. P., Silva, Naisandra B., Freitas, Maria L., Scortecci, Katia Castanho, Leite, Edda L., Rocha, Hugo A. O.","Revista Brasileira de Farmacognosia; 22(1); 94-101","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100014&lang=pt" 
"S0102-695X2012000100012-scl","Phototoxic and modulatory effects of natural products from the skin of Rhinella jimi (Stevaux, 2002)","Brito, Samuel V., Ferreira, Felipe S., Siqueira-Júnior, José P., Costa, José G. M., Almeida, Waltécio O., Coutinho, Henrique D. M.","Revista Brasileira de Farmacognosia; 22(1); 82-87","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100012&lang=pt" 
"S0102-695X2012000100025-scl","Anti-inflammatory and analgesic potential of Caesalpinia ferrea","Lima, Sandrine Maria A., Araújo, Larissa Cardoso C., Sitônio, Marília Maria, Freitas, Ana Carina C., Moura, Sirlene L., Correia, Maria Tereza S., Malta, Diana Jussara N., Gonçalves-Silva, Teresinha","Revista Brasileira de Farmacognosia; 22(1); 169-175","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100025&lang=pt" 
"S0102-695X2012000100027-scl","Phytochemical screening, antinociceptive and anti-inflammatory effects of the essential oil of Myrcia pubiflora in mice","Andrade, Gilmara S., Guimarães, Adriana G., Santana, Marilia T., Siqueira, Rosana S., Passos, Luiz O., Machado, Samísia M. F., Ribeiro, Adauto de S., Sobral, Marcos, Almeida, Jackson R. G. S., Quintans-Júnior, Lucindo J.","Revista Brasileira de Farmacognosia; 22(1); 181-188","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100027&lang=pt" 
"S0102-695X2012000100013-scl","In vitro schistosomicidal effects of the essential oil of Tagetes erecta","Tonuci, Ligia R. S., Melo, Nathalya I. de, Dias, Herbert J., Wakabayashi, Kamila A. L., Aguiar, Gabriela P., Aguiar, Daniela P., Mantovani, André L. L., Ramos, Rafael C., Groppo, Milton, Rodrigues, Vanderlei, Veneziani, Rodrigo C. S., Cunha, Wilson R., Silva Filho, Ademar A. da, Magalhães, Lizandra G., Crotti, Antônio E. M.","Revista Brasileira de Farmacognosia; 22(1); 88-93","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100013&lang=pt" 
"S0102-695X2012000100024-scl","Anti-inflammatory and antinociceptive effects of the hydroethanolic extract of the flowers of Pyrostegia venusta in mice","Veloso, Clarice C., Cabral, Layla D. M., Bitencourt, Andressa D., Franqui, Lidiane S., Santa-Cecília, Flávia V., Dias, Danielle F., Soncini, Roseli, Vilela, Fabiana C., Giusti-Paiva, Alexandre","Revista Brasileira de Farmacognosia; 22(1); 162-168","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000100024&lang=pt" 
