"S0102-69092001000200006-scl","Revisitando o messianismo no Brasil e profetizando seu futuro","Negrão, Lísias Nogueira","Revista Brasileira de Ciências Sociais; 16(46); 119-129","Revista Brasileira de Ciências Sociais","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092001000200006&lang=pt" 
"S0100-41582001000200015-scl","Etiologia do oídio do eucalipto","SILVA, MARIA D.D., ALFENAS, ACELINO C., MAFFIA, LUIZ A., ZAUZA, EDIVAL A.V.","Fitopatologia Brasileira; 26(2); 201-205","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200015&lang=pt" 
"S0100-41582001000200019-scl","Differences in competitive ability among races of Colletotrichum graminicola in mixtures","CASELA, CARLOS R., FERREIRA, ALEXANDRE S., SANTOS, FREDOLINO G.","Fitopatologia Brasileira; 26(2); 217-220","Fitopatologia Brasileira","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200019&lang=pt" 
"S0100-41582001000200018-scl","Observação de resistência parcial a Septoria glycines em soja","ALMEIDA, ÁLVARO M. R.","Fitopatologia Brasileira; 26(2); 214-216","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200018&lang=pt" 
"S0100-41582001000200002-scl","Avaliação da resistência de cultivares e linhagens do feijoeiro comum a diferentes populações de Uromyces appendiculatus","RIOS, GERSON P., ANDRADE, EIKO M., COSTA, JEFFERSON L. S.","Fitopatologia Brasileira; 26(2); 128-133","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200002&lang=pt" 
"S0100-41582001000200017-scl","Alterações na fotossíntese e na transpiração de folhas de milho infetadas por Phaeosphaeria maydis","GODOY, CLÁUDIA V., AMORIM, LILIAN, BERGAMIN FILHO, ARMANDO","Fitopatologia Brasileira; 26(2); 209-215","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200017&lang=pt" 
"S0100-41582001000200016-scl","Uma ferrugem, causada por Phakopsora tomentosae sp. nov., em oiti , em Manaus","FERREIRA, FRANCISCO A., GASPAROTTO, LUADIR, LIMA, MARIA I.P.M.","Fitopatologia Brasileira; 26(2); 206-208","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200016&lang=pt" 
"S0100-41582001000200005-scl","Erradicação de Fusarium oxysporum em sementes de alfafa utilizando termo e quimioterapia","MENDES, MARTA. A. S., LIMA, PAULA M. M. P., FONSECA, JOSÉ N. L., SANTOS, MARIA F.","Fitopatologia Brasileira; 26(2); 148-152","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200005&lang=pt" 
"S0100-41582001000200006-scl","Caracterização molecular de dois isolados brasileiros de Lettuce mosaic virus apresentando propriedades biológicas distintas","KRAUSE-SAKATE, RENATE, MELLO, RAQUEL N., PAVAN, MARCELO A., ZAMBOLIM, EUNIZE M., CARVALHO, MURILO G., LE GALL, OLIVIER, ZERBINI, F. MURILO","Fitopatologia Brasileira; 26(2); 153-157","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200006&lang=pt" 
"S0100-41582001000200014-scl","Reaction of sorghum genotypes to the anthracnose fungus Colletotrichum graminicola","CASELA, CARLOS R., SANTOS, FREDOLINO G., FERREIRA, ALEXANDRE S.","Fitopatologia Brasileira; 26(2); 197-200","Fitopatologia Brasileira","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200014&lang=pt" 
"S0100-41582001000200008-scl","Resistência de somaclones da cultivar de arroz IAC 47 a Monographella albescens","ARAÚJO, LEILA G., PRABHU, ANNE S., SILVA, GISELE BARATA DA","Fitopatologia Brasileira; 26(2); 165-169","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200008&lang=pt" 
"S0100-41582001000200010-scl","Efecto del fungicida iprodione y sus mezclas con thiram y triticonazole en el control de Drechslera teres en semillas de cebada","CARMONA, MARCELO A., BARRETO, DORA E., REIS, ERLEI M.","Fitopatologia Brasileira; 26(2); 176-179","Fitopatologia Brasileira","Espanhol","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200010&lang=pt" 
"S0100-41582001000200011-scl","Especificidade de Pyrenophora avenae aos tecidos da semente de Avena sativa e sua atividade enzimática","BOCCHESE, CARLA A.C., MARTINELLI, JOSÉ A., MATSUMURA, AIDA T.S., FEDERIZZI, LUIZ C., DRESCH, LUÍS F., TELLIER, MARCELO","Fitopatologia Brasileira; 26(2); 180-184","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200011&lang=pt" 
"S0100-41582001000200012-scl","Avaliando a taxa de expansão de lesões de Bipolaris sorokiniana em trigo","PRATES, LUCIANO GRAEFF, FERNANDES, JOSÉ MAURÍCIO CUNHA","Fitopatologia Brasileira; 26(2); 185-191","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200012&lang=pt" 
"S0100-41582001000200013-scl","Effect of population densities of Pratylenchus brachyurus on the growth of cotton plants","INOMOTO, MÁRIO M., GOULART, ALEXANDRE M. C., MACHADO, ANDRESSA C. Z., MONTEIRO, AILTON R.","Fitopatologia Brasileira; 26(2); 192-196","Fitopatologia Brasileira","Inglês","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200013&lang=pt" 
"S0100-41582001000200022-scl","Superbrotamento de inflorescências do limão-de-caiena causado por Fusarium decemcellulare","BASTOS, CLEBER N., SANTOS, AUGUSTO O.","Fitopatologia Brasileira; 26(2); 222-222","Fitopatologia Brasileira","Português","2001","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582001000200022&lang=pt" 
