"S1727-99332009000100002-per","Diversidad y endemismo de los mamíferos del Perú","Pacheco, Víctor, Cadenillas, Richard, Salas, Edith, Tello, Carlos, Zeballos, Horacio","Revista Peruana de Biología; 16(1); 5-32","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100002&lang=pt" 
"S1727-99332009000100005-per","Posición evolutiva de caracoles terrestres peruanos (Orthalicidae) entre los Stylommatophora (Mollusca: Gastropoda)","Ramirez, Jorge, Ramírez, Rina, Romero, Pedro, Chumbe, Ana, Ramírez, Pablo","Revista Peruana de Biología; 16(1); 51-56","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100005&lang=pt" 
"S1727-99332009000100007-per","Histología del ovario y ciclo reproductivo de Columbina picui (Temminck, 1813) (Aves: Columbidae) en Córdoba, Argentina","Altamirano, Elsa Inés, Bulfon, Mirian, Bee de Speroni, Noemí","Revista Peruana de Biología; 16(1); 61-66","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100007&lang=pt" 
"S1727-99332009000100009-per","Efecto de la tala de Podocarpus glomeratus (Podocarpaceae) sobre la estructura de un bosque de neblina en los Andes (Cochabamba, Bolivia)","Ayma-Romay, Ariel Isaías, Padilla-Barroso, Elsa","Revista Peruana de Biología; 16(1); 73-79","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100009&lang=pt" 
"S1727-99332009000100010-per","Diversidad, composición y estructura de un hábitat altamente amenazado: los bosques estacionalmente secos de Tarapoto, Perú","García-Villacorta, Roosevelt","Revista Peruana de Biología; 16(1); 81-92","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100010&lang=pt" 
"S1727-99332009000100012-per","Actividad antibacteriana y antifúngica de extractos de algas marinas venezolanas","Ríos, Nurby, Medina, Gerardo, Jiménez, José, Yánez, Carlos, García, Maria Y., Di Bernardo, Maria L., Gualtieri, Maria","Revista Peruana de Biología; 16(1); 97-100","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100012&lang=pt" 
"S1727-99332009000100013-per","Perfil inicial del proteoma intracelular de biopelículas de Aspergillus niger","Villena, Gretty K., Venkatesh, Lavanya, Yamazaki, Akihiro, Tsuyumu, Shinji, Gutiérrez-Correa, Marcel","Revista Peruana de Biología; 16(1); 101-108","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100013&lang=pt" 
"S1727-99332009000100014-per","Construcción de un vector para la integración cromosomal de un gen de fitasa de Bacillus licheniformis","Fernández, Maria Teresa, Rodríguez, Hilda, Gonzalez, Tania, Goire, Isabel","Revista Peruana de Biología; 16(1); 109-114","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100014&lang=pt" 
"S1727-99332009000100021-per","Presencia de Cotylophoron cotylophorum (Trematoda, Taramphistomidae) en bovinos de Loreto, Perú","Sánchez P., Nofre, Tantalean V., Manuel, Chávez, Amanda, Soto O., Alfredo","Revista Peruana de Biología; 16(1); 141-142","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100021&lang=pt" 
"S1727-99332009000100011-per","Skeletonema potamos (Bacillariophyta) en la Laguna dos Patos, sur del Brasil: Taxonomía y distribución","Carvalho Torgan, Lezilda, Becker, Vanessa, Bahi dos Santos, Cristiane","Revista Peruana de Biología; 16(1); 93-96","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100011&lang=pt" 
"S1727-99332009000100008-per","Aspectos ecológicos y sostenibilidad de la caza del majás (Cuniculus paca) en la cuenca del río Itaya, Amazonía peruana","Aquino, Rolando, Gil, Deyber, Pezo, Etersit","Revista Peruana de Biología; 16(1); 67-72","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100008&lang=pt" 
"S1727-99332009000100016-per","Primer registro de un regalo nupcial en Trechalea amazonica (Araneae, Lycosoidea, Trechaleidae)","Cruz da Silva, Estevam Luís, Lise, Arno Antonio","Revista Peruana de Biología; 16(1); 119-120","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100016&lang=pt" 
"S1727-99332009000100020-per","Notas sobre las especies de los pastizales entre Iquitos y Nauta, Loreto, Perú","Tovar-Serpa, Oscar","Revista Peruana de Biología; 16(1); 131-140","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100020&lang=pt" 
"S1727-99332009000100019-per","Viscachataenia quadrata Denegri, Dopchiz, Elissondo &amp; Beveridge, 2003 (Cestoda: Anoplocephalidae) en el Perú","Tantaleán, Manuel, Sánchez, Lidia, Salízar, Patricia","Revista Peruana de Biología; 16(1); 129-130","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100019&lang=pt" 
"S1727-99332009000100017-per","Parasitismo natural por Synhimantus (Dispharynx) nasuta (Nematoda: Acuariidae) en Pavo real (Pavo cristatus) en cautiverio","Gómez-Puerta, Luis A., Enciso, Marco A., Rojas, Gianmarco","Revista Peruana de Biología; 16(1); 121-123","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100017&lang=pt" 
"S1727-99332009000100015-per","Polihidroxialcanoatos en actinomicetos nativos de suelos colombianos","Franco-Correa, Marcela, Gómez-Méndez, David, Castro-Medina, Nicolás, Rendón-Ruiz, Marcela","Revista Peruana de Biología; 16(1); 115-118","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100015&lang=pt" 
"S1727-99332009000100018-per","Hongos filamentosos con actividades ligninolíticas aislados de Calamagrostis nitidula Pilg.","Laura, Janet, Castellanos, Pedro","Revista Peruana de Biología; 16(1); 125-128","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100018&lang=pt" 
"S1727-99332009000100004-per","Relaciones filogenéticas entre telmatobiinidos (Anura, Ceratophryidae, Telmatobiinae) de los Andes centrales basado en la morfología de los estados larval y adultos","Aguilar, César, Valencia, Niels","Revista Peruana de Biología; 16(1); 43-50","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100004&lang=pt" 
"S1727-99332009000100006-per","Cestodos de quirópteros del Parque Nacional Cerros de Amotape, Tumbes, Perú","Vargas C., Marina, Martínez R., Rosa, Tantaleán V., Manuel","Revista Peruana de Biología; 16(1); 57-60","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100006&lang=pt" 
"S1727-99332009000100003-per","Nuevos registros de peces costeros tropicales para el Perú","Hooker M., Yuri","Revista Peruana de Biología; 16(1); 33-41","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100003&lang=pt" 
"S0100-67622009000400010-scl","Consequências da deriva de clomazone e sulfentrazone em clones de E. grandis x E. urophylla","Takahashi, Ernesto Norio, Alves, Pedro Luis da Costa Aguiar, Salgado, Tiago Pereira, Farias, Marco Antônio, Silva, Ailton C., Biaggioni, Bruno Torquato","Revista Árvore; 33(4); 675-683","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400010&lang=pt" 
"S0100-67622009000400011-scl","Comportamento inicial de espécies na revegetação da mata de galeria na Fazenda Mandaguari, em Indianópolis, MG","Lima, Júlia Araújo de, Santana, Denise Garcia de, Nappo, Mauro Eloi","Revista Árvore; 33(4); 685-694","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400011&lang=pt" 
"S0100-67622009000400012-scl","Efeito de queimadas sobre a estrutura e composição da comunidade vegetal lenhosa do cerrado sentido restrito em Caldas Novas, GO","Lopes, Sérgio de Faria, Vale, Vagner Santiago do, Schiavini, Ivan","Revista Árvore; 33(4); 695-704","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400012&lang=pt" 
"S0100-67622009000400014-scl","Potencial invasor de duas cultivares de Melinis minutiflora no cerrado brasileiro - características de sementes e estabelecimento de plântulas","Martins, Carlos Romero, Hay, John Du Vall, Carmona, Ricardo","Revista Árvore; 33(4); 713-722","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400014&lang=pt" 
"S1020-49892009000800001-spa","Cross-border utilization of health care services by United States residents living near the Mexican border","Byrd, Theresa L., Law, Jon G.","Revista Panamericana de Salud Pública; 26(2); 95-100","Revista Panamericana de Salud Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800001&lang=pt" 
"S1020-49892009000800002-spa","Costos médicos directos de enfermedades neumocócicas invasoras y neumonías con diagnóstico radiológico en niños chilenos","Lagos, Rosanna, Muñoz, Alma, Espinoza, Aníbal, Dowes, Ángela, Ruttimann, Ricardo, Colindres, Rómulo, Levine, Myron M.","Revista Panamericana de Salud Pública; 26(2); 101-111","Revista Panamericana de Salud Pública","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800002&lang=pt" 
"S1020-49892009000800003-spa","Maternal low birth weight and adverse perinatal outcomes: the 1982 Pelotas Birth Cohort Study, Brazil","Vélez, Maria P., Santos, Iná S., Matijasevich, Alicia, Gigante, Denise, Gonçalves, Helen, Barros, Fernando C., Victora, Cesar G.","Revista Panamericana de Salud Pública; 26(2); 112-119","Revista Panamericana de Salud Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800003&lang=pt" 
"S1020-49892009000800005-spa","Las bandas juveniles violentas de Madrid: su socialización y aculturación","Martín, María Jesús, Martínez, José Manuel, Rosa, Alberto","Revista Panamericana de Salud Pública; 26(2); 128-136","Revista Panamericana de Salud Pública","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800005&lang=pt" 
"S1020-49892009000800006-spa","Proposed methodology for monitoring antiretroviral drugs price negotiations in Latin America and the Caribbean","Osorio-de-Castro, Claudia G. S., Crisante, Maruja, Miranda, Elaine S., Oliveira, Egléubia A., Oliveira, Maria A.","Revista Panamericana de Salud Pública; 26(2); 137-147","Revista Panamericana de Salud Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800006&lang=pt" 
"S1020-49892009000800008-spa","Assessment of the quality of immunization data produced by the national individual registration system in Uruguay, 2006","Ronveaux, Olivier, Arrieta, Fernando, Curto, Sergio, Laurani, Hilda, Danovaro-Holliday, M. Carolina","Revista Panamericana de Salud Pública; 26(2); 153-160","Revista Panamericana de Salud Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800008&lang=pt" 
"S1020-49892009000800009-spa","Factores económicos relacionados con los Objetivos de Desarrollo del Milenio en salud: una revisión bibliográfica","Palma, Marco, Hernández, Ildefonso, Álvarez-Dardet, Carlos, Gil-González, Diana, Ruiz, María T., Medina, Manuel","Revista Panamericana de Salud Pública; 26(2); 161-171","Revista Panamericana de Salud Pública","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800009&lang=pt" 
"S1516-84842009000800005-scl","The issue of refractory disease in follicular and other lymphoma subtypes","Ruella, Marco, Gueli, Angela, Risso, Alessandra, Ricca, Irene, Gottardi, Daniela, De Crescenzo, Alberto, Passera, Roberto, Ladeto, Marco, Tarella, Corrado","Revista Brasileira de Hematologia e Hemoterapia; 31(); 15-17","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800005&lang=pt" 
"S1516-84842009000800007-scl","T-Cell Project: an international, longitudinal, observational study of patients with aggressive peripheral T-cell lymphoma","Federico, Massimo, Bellei, Monica, Pesce, Emanuela, Zucca, Emanuele, Pileri, Stefano, Montoto, Silvia, Weisenburger, Dennis D, Ruediger, Thomas, Ko., Y. H., Liang, Raymond, Zinzani, Pier L., Connors, Joseph M., Foss, Francine M., Horwitz, Steven M., Polliack, Aaron, Vose, Julie M.","Revista Brasileira de Hematologia e Hemoterapia; 31(); 21-25","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800007&lang=pt" 
"S1516-84842009000800011-scl","Allogeneic transplantation in multiple myeloma","Majolino, Ignazio, Severino, Alessandro","Revista Brasileira de Hematologia e Hemoterapia; 31(); 35-40","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800011&lang=pt" 
"S1516-84842009000800014-scl","State of the art in the treatment of CLL","Chisesi, Teodoro","Revista Brasileira de Hematologia e Hemoterapia; 31(); 51-56","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800014&lang=pt" 
"S1516-84842009000800015-scl","Chronic myelogenous leukemia: the present and the future of the TKI therapy","Saglio, Giuseppe, Fava, Carmen","Revista Brasileira de Hematologia e Hemoterapia; 31(); 57-60","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800015&lang=pt" 
"S1984-02922009000200008-scl","Utópicas cidades de nossas andanças: flânerie e amizade no acompanhamento terapêutico","Palombini, Analice de Lima","Fractal : Revista de Psicologia; 21(2); 295-317","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200008&lang=pt" 
"S0104-11692009000400001-scl","Research strategies for controlling neglected diseases: collaborative network projects in nursing","Villa, Tereza Cristina Scatena","Revista Latino-Americana de Enfermagem; 17(4); 439-440","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400001&lang=pt" 
"S0256-01002009000300004-sza","Teaching practice: a make or break phase for student teachers","Kiggundu, Edith, Nayimuli, Samuel","South African Journal of Education; 29(3); 345-358","South African Journal of Education","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-01002009000300004&lang=pt" 
"S0256-01002009000300005-sza","A transitiological study of some South African educational issues","Wet, Corene de, Wolhuter, Charl","South African Journal of Education; 29(3); 359-376","South African Journal of Education","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-01002009000300005&lang=pt" 
"S0256-01002009000300006-sza","Incorporating the indigenous game of morabaraba in the learning of mathematics","Nkopodi, Nkopodi, Mosimege, Mogege","South African Journal of Education; 29(3); 377-392","South African Journal of Education","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-01002009000300006&lang=pt" 
"S0256-01002009000300008-sza","Non-physical bullying: exploring the perspectives of Grade 5 girls","Swart, Estelle, Bredekamp, Judith","South African Journal of Education; 29(3); 405-425","South African Journal of Education","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-01002009000300008&lang=pt" 
"S1415-54192009000400001-scl","Política baseada em evidências: a busca de novas opções para a Odontologia brasileira","Faber, Jorge","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 5-5","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400001&lang=pt" 
"S1415-54192009000400002-scl","Braquetes autoligados: eficiência x evidências científicas","Castro, Renata","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 20-24","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400002&lang=pt" 
"S1415-54192009000400004-scl","Marcos Janson","","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 33-42","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400004&lang=pt" 
"S1415-54192009000400013-scl","Estudo fotoelástico do controle vertical com o arco de dupla chave na técnica Straight wire","Dobranszki, Adriano, Vuolo, José Henrique, Levy Neto, Flamínio, Suzuki, Hideo, Barbosa, Jurandir Antônio, Dobranszki, Nara Pereira D&#039;Abreu Cordeiro","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 123-128","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400013&lang=pt" 
"S1415-54192009000400015-scl","Má oclusão Classe I de Angle, com acentuada biprotrusão, tratada com extrações de dentes permanentes","Schroeder, Marco Antônio","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 137-148","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400015&lang=pt" 
"S1415-54192009000400003-scl","A reabsorção radicular ortodôntica é inflamatória, os fenômenos geneticamente gerenciados, mas não é hereditariamente transmitida: sobre a identificação dos receptores P2X7 e CP-23","Consolaro, Alberto, Consolaro, Maria Fernanda M-O.","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 25-32","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400003&lang=pt" 
"S1415-54192009000400005-scl","Avaliação microbiológica da contaminação residual em diferentes tipos de alicates ortodônticos após desinfecção com álcool 70%","Venturelli, Alessandre Cícero, Torres, Fernando César, Almeida-Pedrin, Renata Rodrigues de, Almeida, Renato Rodrigues de, Almeida, Marcio Rodrigues de, Ferreira, Fernando Pedrin Carvalho","Revista Dental Press de Ortodontia e Ortopedia Facial; 14(4); 43-52","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192009000400005&lang=pt" 
