"S0034-72992007000300006-scl","Imunoglobulina A secretora, proteínas totais e fluxo de saliva nas ulcerações aftosas recorrentes","Martinez, Kennedy de Oliveira, Mendes, Lauro Lúcio, Alves, José Bento","Revista Brasileira de Otorrinolaringologia; 73(3); 323-328","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300006&lang=pt" 
"S0034-72992007000300007-scl","Biomembrana de látex: novo método para o revestimento da cavidade aberta nas timpanomastoidectomia","Sousa, Luiz Carlos Alves de, Piza, Marcelo Ribeiro de Toledo, Coutinho-Netto, Joaquim, Ruiz, Danielle Barbosa, Schmidt, Viviane Bom","Revista Brasileira de Otorrinolaringologia; 73(3); 331-336","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300007&lang=pt" 
"S0034-72992007000300008-scl","Estudo comparativo entre cetorolaco e cetoprofeno no controle da dor pós-operatória de uvulopalatofaringoplastia","Patrocínio, Lucas Gomes, Rangel, Marcelo de Oliveira, Miziara, Gustavo Sousa Marques, Rodrigues, Alexandre Menezes, Patrocínio, José Antonio, Patrocinio, Tomas Gomes","Revista Brasileira de Otorrinolaringologia; 73(3); 339-342","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300008&lang=pt" 
"S0034-72992007000300009-scl","Evolução clínica de pacientes com doença de Ménière","Chaves, Adriana Gonzaga, Boari, Letícia, Munhoz, Mário Sérgio Lei","Revista Brasileira de Otorrinolaringologia; 73(3); 346-350","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300009&lang=pt" 
"S0034-72992007000300010-scl","Manifestações vestibulococleares em pacientes com diabetes melito tipo I","Klagenberg, Karlin Fabianne, Zeigelboim, Bianca Simone, Jurkiewicz, Ari Leon, Martins-Bassetto, Jackeline","Revista Brasileira de Otorrinolaringologia; 73(3); 353-358","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300010&lang=pt" 
"S0034-72992007000300011-scl","Estudo da audição de crianças de gestantes expostas ao ruído ocupacional: avaliação por emissões otoacústicas - produto de distorção","Rocha, Eduardo Bezerra, Azevedo, Marisa Frasson de, Ximenes Filho, João Aragão","Revista Brasileira de Otorrinolaringologia; 73(3); 359-369","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300011&lang=pt" 
"S0034-72992007000300012-scl","A eficácia do molde aberto para o controle do zumbido","Ferrari, Gisele Munhoes dos Santos, Sanchez, Tanit Ganz, Pedalini, Maria Elisabete Bovino","Revista Brasileira de Otorrinolaringologia; 73(3); 370-377","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300012&lang=pt" 
"S0034-72992007000300014-scl","Efeito da timpanoplastia no zumbido de pacientes com hipoacusia condutiva: seguimento de seis meses","Lima, Adriana da Silva, Sanchez, Tanit Ganz, Moraes, Maria Flávia Bonadia, Alves, Silvia Cristina Batezati, Bento, Ricardo Ferreira","Revista Brasileira de Otorrinolaringologia; 73(3); 384-389","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300014&lang=pt" 
"S0034-72992007000300015-scl","Tratamento do zumbido com a trazodona","Dib, Gabriel Cesar, Kasse, Cristiane Akemi, Andrade, Tatiana Alves de, Testa, José Ricardo Gurgel, Cruz, Oswaldo Laércio M.","Revista Brasileira de Otorrinolaringologia; 73(3); 390-397","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300015&lang=pt" 
"S0120-41572007000200005-col","Morbilidad sentida de las urgencias médicas y la utilización de los servicios de salud en Medellín, Colombia, 2005-2006","González, Germán, Valencia, Marta Lía, Agudelo, Nelson Armando, Acevedo, Liliana, Vallejo, Isabel Cristina","Biomédica; 27(2); 180-189","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000200005&lang=pt" 
"S0120-41572007000200008-col","Evaluación de la composición corporal de adultos sanos por antropometría e impedancia bioeléctrica","Aristizábal, Juan Carlos, Restrepo, María Teresa, Estrada, Alejandro","Biomédica; 27(2); 216-224","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000200008&lang=pt" 
"S0120-41572007000200009-col","Evaluación de la prueba rápida inmunocromatográfica Binax NOW® ICT Pf/Pv para el diagnóstico del paludismo en un área endémica de Colombia","Pabón, Adriana, Álvarez, Gonzalo, Yánez, Jorge, Céspedes, Carlos, Rodríguez, Yensa, Restrepo, Ángela, Blair, Silvia","Biomédica; 27(2); 225-235","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000200009&lang=pt" 
"S0120-41572007000200015-col","Papel de los receptores tipo toll en las infecciones virales: el VIH-1 como modelo","Hernández, Juan Carlos, Montoya, Carlos Julio, Urcuqui-Inchima, Silvio","Biomédica; 27(2); 280-293","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000200015&lang=pt" 
"S0120-41572007000200014-col","Detección de Aedes albopictus (Skuse) (Diptera: Culicidae) en la ciudad de Cali, Valle del Cauca, Colombia","Cuéllar-Jiménez, María Elena, Velásquez-Escobar, Olga Lucía, González-Obando, Ranulfo, Morales-Reichmann, Carlos Andrés","Biomédica; 27(2); 273-279","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000200014&lang=pt" 
"S0120-41572007000200017-col","Determinación in vitro de la pareja sexual en aislamientos del complejo Cryptococcus neoformans","Escandón, Patricia, Ngamskulrungroj, Popchai, Meyer, Wieland, Castañeda, Elizabeth","Biomédica; 27(2); 308-314","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000200017&lang=pt" 
"S0120-41572007000200016-col","Enfoque terapéutico de la bacteriemia por Staphylococcus aureus","Tibavizco, Diego, Rodríguez, José Yesid, Silva, Edwin, Cuervo, Sonia Isabel, Cortés, Jorge Alberto","Biomédica; 27(2); 294-307","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000200016&lang=pt" 
"S1519-566X2007000300005-scl","Comportamento de acasalamento do bicho-mineiro-do-cafeeiro, Leucoptera coffeella (Guérin-Mèneville) (Lepidoptera: Lyonetiidae)","Michereff, Mirian F.F., Michereff Filho, Miguel, Vilela, Evaldo F.","Neotropical Entomology; 36(3); 376-382","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000300005&lang=pt" 
"S1519-566X2007000300006-scl","Life history and larval morphology of Eurhinus magnificus Gyllenhal (Coleoptera: Curculionidae), a new weevil to the United States","Ulmer, Bryan J., Duncan, Rita E., Prena, Jens, Peña, Jorge E.","Neotropical Entomology; 36(3); 383-390","Neotropical Entomology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000300006&lang=pt" 
"S1519-566X2007000300008-scl","Ultra-estrutura dos ovaríolos de Tropidacris collaris (Stoll) (Orthoptera: Romaleidae) submetido a três fotoperíodos","Santos, Fabiana D., Veiga, Antônio F.S.L., Santos, Fabio A.B., Torres, Jorge B., Teixeira, Álvaro A.C., Wanderley-Teixeira, Valéria","Neotropical Entomology; 36(3); 396-401","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000300008&lang=pt" 
"S1519-566X2007000300009-scl","El género Cephalocoema Serville, 1839 (Orthoptera: Proscopiidae, Tetanorhynchini)","Bentos-Pereira, Alba","Neotropical Entomology; 36(3); 402-423","Neotropical Entomology","Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000300009&lang=pt" 
"S1519-566X2007000300013-scl","Biologia e não-preferência para oviposição por Bemisia tabaci (Gennadius) biótipo B (Hemiptera: Aleyrodidae) em cultivares de algodoeiro","Torres, Lucas C., Souza, Brígida, Amaral, Bruno B., Tanque, Ricardo L.","Neotropical Entomology; 36(3); 445-453","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000300013&lang=pt" 
"S1519-566X2007000300015-scl","Biologia de Acarophenax lacunatus (Cross &amp; Krantz) (Prostigmata: Acarophenacidae) sobre Tribolium castaneum (Herbst) (Coleoptera: Tenebrionidae) e Cryptolestes ferrugineus (Stephens) (Coleoptera: Cucujidae)","Oliveira, Carlos R.F. de, Faroni, Lêda R.A., Guedes, Raul N.C., Gonçalves, José R., Garcia, Flávia M.","Neotropical Entomology; 36(3); 459-464","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000300015&lang=pt" 
"S0370-44672007000200017-scl","Aplicação do método da resistência direta a colunas e vigas de aço enformadas a frio com seção em C afetadas por interação entre instabilidade local-de-placa e distorcional","Silvestre, Nuno, Camotim, Dinar, Dinis, Pedro Borges","Rem: Revista Escola de Minas; 60(2); 341-354","Rem: Revista Escola de Minas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672007000200017&lang=pt" 
"S0370-44672007000200019-scl","A comparative study on three different construction methods of stiffened plates-strength behaviour and ductility characteristics","Khedmati, Mohammad Reza, Ghavami, Khosrow, Rastani, Mehran","Rem: Revista Escola de Minas; 60(2); 365-379","Rem: Revista Escola de Minas","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672007000200019&lang=pt" 
"S0034-72992007000300016-scl","Potenciais Evocados Auditivos de Média Latência: estudo em crianças saudáveis","Frizzo, Ana Claudia Figueiredo, Funayama, Carolina Araújo Rodrigues, Isaac, Myriam Lima, Colafêmina, José Fernando","Revista Brasileira de Otorrinolaringologia; 73(3); 398-403","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992007000300016&lang=pt" 
