"S1409-41422007000300003-cri","Valoración psicológica perioperatoria en pacientes sometidos a cirugía cardiovascular","León Castro, Adriana, Salazar Vargas, Carlos","Revista Costarricense de Cardiología; 9(3); 11-15","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000300003&lang=pt" 
"S1409-41422007000300004-cri","Efecto de la actividad física en la reducción del riesgo de enfermedad cardiovascular mediante el control del peso corporal","Martínez-Ortiz, José A","Revista Costarricense de Cardiología; 9(3); 17-22","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000300004&lang=pt" 
"S1409-41422007000300005-cri","Hiperaldosteronismo hiporreninémico supresible con glucocorticoides. Reporte de un caso y revisión de la literatura","Villarroel Abrego, Hugo","Revista Costarricense de Cardiología; 9(3); 23-28","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000300005&lang=pt" 
"S1409-41422007000300006-cri","Tumor atrial izquierdo, fístula coronaria y arritmias","Bogantes Pereira, Eric, Chavarría Víquez, Jorge","Revista Costarricense de Cardiología; 9(3); 29-33","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000300006&lang=pt" 
"S1409-41422007000300007-cri","Fístula carotídea-yugular secundaria a colocación de vía central","Hernández-Matamoros, Harol, Padilla-Cuadra, Juan Ignacio, Hernández de Mezerville, Viviana","Revista Costarricense de Cardiología; 9(3); 35-37","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000300007&lang=pt" 
"S1409-41422007000300008-cri","Electrocardiograma del mes","Araya Gómez, Dra. Vivien","Revista Costarricense de Cardiología; 9(3); 39-40","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000300008&lang=pt" 
"S1139-13752007000300002-esp","La consulta de predialisis de enfermería: logros y oportunidades de mejora","Álvarez Pérez, Rosario, Velasco Ballestero, Sonia","Revista de la Sociedad Española de Enfermería Nefrológica; 10(3); 6-11","Revista de la Sociedad Española de Enfermería Nefrológica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-13752007000300002&lang=pt" 
"S1139-13752007000300006-esp","Obesidad y supervivencia a los 5 años en pacientes con insuficiencia renal crónica avanzada","Barbosa Martín, Francisco, Guerrero Riscos, María Ángeles, Martín Espejo, Jesús Lucas, Soler Junco, Luisa, Galeano Macías, Rosa, Montes Delgado, Rafael, Ruiz Fernández, Ana","Revista de la Sociedad Española de Enfermería Nefrológica; 10(3); 74-78","Revista de la Sociedad Española de Enfermería Nefrológica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-13752007000300006&lang=pt" 
"S1139-13752007000300005-esp","Atencion integral al paciente con poliquistosis renal genética: Perfil clínico y experiencia vital subjetiva","Calderó Urrea, M, Font Díaz, Nuria, Fuenmayor Díaz, Amaranta, Luque Llaosa, Marta Beatriz, Mirada Ariet, Carmen, Rodríguez Martín, Carmen, Torruella Barraquer, Carme, Vela Ballestero, Antonio","Revista de la Sociedad Española de Enfermería Nefrológica; 10(3); 67-73","Revista de la Sociedad Española de Enfermería Nefrológica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-13752007000300005&lang=pt" 
"S1139-13752007000300004-esp","Donación de órganos, una perspectiva antropológica","Vélez Vélez, Esperanza","Revista de la Sociedad Española de Enfermería Nefrológica; 10(3); 19-25","Revista de la Sociedad Española de Enfermería Nefrológica","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-13752007000300004&lang=pt" 
