"S1315-52162005000300001-ven","1996-2005: Diez años de utopizar la praxis filosófica en América Latina","Márquez-Fernández, Álvaro B","Utopìa y Praxis Latinoamericana; 10(30); 005-008","Utopìa y Praxis Latinoamericana","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-52162005000300001&lang=pt" 
"S1315-52162005000300003-ven","Derechos Humanos: Filosofía, Declaraciones, Jurisdicción","CAPOZZI, Gino","Utopìa y Praxis Latinoamericana; 10(30); 013-041","Utopìa y Praxis Latinoamericana","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-52162005000300003&lang=pt" 
"S1315-52162005000300002-ven","Derecho y Humanismo en el pensamiento filosófico-político de Gino Capozzi","Ávila Hernández, Flor","Utopìa y Praxis Latinoamericana; 10(30); 009-011","Utopìa y Praxis Latinoamericana","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-52162005000300002&lang=pt" 
"S1315-52162005000300005-ven","","di SANTO, Luigi","Utopìa y Praxis Latinoamericana; 10(30); 057-071","Utopìa y Praxis Latinoamericana","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-52162005000300005&lang=pt" 
"S1315-52162005000300004-ven","Individualización e Institucionalización: Notas sobre la filosofía jurídica de Gino Capozzi, a partir de Forze, leggi e poteri","MARINO, Giovanni","Utopìa y Praxis Latinoamericana; 10(30); 043-056","Utopìa y Praxis Latinoamericana","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-52162005000300004&lang=pt" 
"S1315-52162005000300007-ven","","CASTALDO, Katia","Utopìa y Praxis Latinoamericana; 10(30); 087-103","Utopìa y Praxis Latinoamericana","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-52162005000300007&lang=pt" 
"S1315-52162005000300006-ven","","MARZOCCO, Valeria","Utopìa y Praxis Latinoamericana; 10(30); 073-085","Utopìa y Praxis Latinoamericana","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-52162005000300006&lang=pt" 
"S1678-91992005000300001-scl","Neglected diseases and radiation","Nascimento, Nanci do","Journal of Venomous Animals and Toxins including Tropical Diseases; 11(3); 216-216","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992005000300001&lang=pt" 
"S1678-91992005000300015-scl","Evaluation of intestinal bacterial flora and HIV-1 infected individual&#039;s nutritional status, supplemented with soluble fiber and probiotic","Trindade, E. B. S. M.","Journal of Venomous Animals and Toxins including Tropical Diseases; 11(3); 381-381","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992005000300015&lang=pt" 
"S1678-91992005000300003-scl","Snakebites in Paraíba, Brazil","Albuquerque, H. N., Fernandes, A., Albuquerque, I. C. S.","Journal of Venomous Animals and Toxins including Tropical Diseases; 11(3); 242-251","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992005000300003&lang=pt" 
"S1678-91992005000300007-scl","Oviposition sequence and offspring of mated and virgin females of Cotesia flavipes (Hymenoptera: Braconidae) parasitizing Diatraea saccharalis larvae (Lepidoptera: Crambidae)","Scaglia, M., Chaud-Netto, J., Brochetto-Braga, M. R., Ceregato, S. A., Gobbi, N., Rodrigues, A.","Journal of Venomous Animals and Toxins including Tropical Diseases; 11(3); 283-298","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992005000300007&lang=pt" 
"S1678-91992005000300005-scl","Effect of snake venom derived fibrin glue on the tendon healing in dogs: clinical and biomechanical study","Ferraro, G. C., Moraes, J. R., Shimano, A. C., Pereira, G. T., Moraes, F. R., Bueno de Camargo, M. H.","Journal of Venomous Animals and Toxins including Tropical Diseases; 11(3); 261-274","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992005000300005&lang=pt" 
