"S0034-71672011000400026-scl","Rights and duties before the exposure to biological hazards","Wiwanitkit, Viroj","Revista Brasileira de Enfermagem; 64(4); 787-787","Revista Brasileira de Enfermagem","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400026&lang=pt" 
"S0034-71672011000400002-scl","O Sistema Único de Saúde na representação social de usuários: uma análise de sua estrutura","Gomes, Antonio Marcos Tosoli, Oliveira, Denize Cristina de, Sá, Celso Pereira de","Revista Brasileira de Enfermagem; 64(4); 631-638","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400002&lang=pt" 
"S0034-71672011000400004-scl","Relação EU-TU Eterno no viver de cuidadoras de crianças com AIDS: estudo com base em Martin Buber","Schaurich, Diego","Revista Brasileira de Enfermagem; 64(4); 651-657","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400004&lang=pt" 
"S0034-71672011000400005-scl","O (não)dito da AIDS no cotidiano de transição da infância para a adolescência","Paula, Cristiane Cardoso de, Cabral, Ivone Evangelista, Souza, Ivis Emilia de Oliveira","Revista Brasileira de Enfermagem; 64(4); 658-664","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400005&lang=pt" 
"S0034-71672011000400006-scl","Violência denunciada: ocorrências de maus tratos contra crianças e adolescentes registradas em uma unidade policial","Garbin, Cléa Adas Saliba, Rovida, Tânia Adas Saliba, Joaquim, Renata Colturato, Paula, Adrielle Mendes de, Queiroz, Ana Paula Dossi de Guimarães e","Revista Brasileira de Enfermagem; 64(4); 665-670","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400006&lang=pt" 
"S0034-71672011000400007-scl","Diagnósticos de enfermagem para pacientes em risco de desenvolver úlcera por pressão","Araújo, Thiago Moura de, Araújo, Márcio Flávio Moura de, Caetano, Joselany Áfio, Galvão, Marli Teresinha Gimenez, Damasceno, Marta Maria Coelho","Revista Brasileira de Enfermagem; 64(4); 671-676","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400007&lang=pt" 
"S0034-71672011000400008-scl","Competência interpessoal no cuidado de pessoas com diabetes: percepção de enfermeiros","Soares, Daniela Arruda, Sadigursky, Dora, Soares, Isabela","Revista Brasileira de Enfermagem; 64(4); 677-683","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400008&lang=pt" 
"S0034-71672011000400009-scl","Qualidade dos cuidados de enfermagem em terapia intensiva: avaliação por meio de auditoria operacional","Padilha, Elaine Fátima, Matsuda, Laura Misue","Revista Brasileira de Enfermagem; 64(4); 684-691","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400009&lang=pt" 
"S0034-71672011000400010-scl","Comunicação terapêutica na Enfermagem: dificuldades para o cuidar de idosos com câncer","Peterson, Aline Azevedo, Carvalho, Emília Campos de","Revista Brasileira de Enfermagem; 64(4); 692-697","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400010&lang=pt" 
"S0034-71672011000400011-scl","Fazeres dos enfermeiros em uma unidade de internação psiquiátrica de um hospital universitário","Duarte, Maria de Lourdes Custódio, Olschowsky, Agnes","Revista Brasileira de Enfermagem; 64(4); 698-703","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400011&lang=pt" 
"S0034-71672011000400013-scl","Política de formação inclusiva: percepção de gestores sobre processo de mudanças em Instituições de Ensino Superior","Pereira, Francilene Jane Rodrigues, Santos, Sérgio Ribeiro dos, Silva, Cesar Cavalcanti da","Revista Brasileira de Enfermagem; 64(4); 711-716","Revista Brasileira de Enfermagem","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672011000400013&lang=pt" 
