"S0034-72992006000400011-scl","A Trefinação do Seio Frontal deve ser sempre realizada a 1cm da linha média? Um estudo tomográfico","Piltcher, Otavio Bejzman, Antunes, Marcelo, Monteiro, Fernanda, Schweiger, Cláudia, Schatkin, Barry","Revista Brasileira de Otorrinolaringologia; 72(4); 505-508","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400011&lang=pt" 
"S0034-72992006000400024-scl","Hemangioma laríngeo","Martins, Regina Helena Garcia, Lima Neto, Arlindo Cardoso, Semenzate, Graziela, Lapate, Renan","Revista Brasileira de Otorrinolaringologia; 72(4); 574-574","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400024&lang=pt" 
"S0034-72992006000400023-scl","Carcinoma adenóide cístico sólido em palato e seio maxilar","Bernardes, Vanessa de Fátima, Cardoso, Sérgio Vitorino, Mesquita, Ricardo Alves, Carmo, Maria Auxiliadora Vieira do, Aguiar, Maria Cássia Ferreira de","Revista Brasileira de Otorrinolaringologia; 72(4); 573-573","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400023&lang=pt" 
"S0034-72992006000400017-scl","Aplicação do modelo morfométrico de Kushida em pacientes com distúrbios respiratórios do sono","Soares, Maria Claudia Mattos, Bittencourt, Lia Rita de Azeredo, Zonato, Adriane Iurck, Gregório, Luis Carlos","Revista Brasileira de Otorrinolaringologia; 72(4); 541-548","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400017&lang=pt" 
"S0034-72992006000400021-scl","Rinoscleroma: relato de caso","Simons, Mônica Elisabeth, Granato, Lidio, Oliveira, Roberto Claudio Batista, Alcantara, Mônica Porto Alves","Revista Brasileira de Otorrinolaringologia; 72(4); 568-571","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400021&lang=pt" 
"S0034-72992006000400022-scl","Perda auditiva imunomediada e retocolite ulcerativa","Prescinotto, Renato, Zanini, Raul Vitor Rossi, Rapoport, Priscila Bogar, Anadão, Carlos Augusto, Mendonça, Renata Ribeiro de, Petrilli, Roberta Borges Novais","Revista Brasileira de Otorrinolaringologia; 72(4); 572-572","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400022&lang=pt" 
"S0034-72992006000400002-scl","Manobras cirúrgicas realizadas nas rinoplastias de um serviço de residência médica em otorrinolaringologia","Patrocínio, Lucas Gomes, Carvalho, Paulo Márcio Coelho, Souza, Hélio Muniz de, Couto, Hugo Gonçalves, Patrocínio, José Antônio","Revista Brasileira de Otorrinolaringologia; 72(4); 439-442","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400002&lang=pt" 
"S0034-72992006000400006-scl","Comparação dos Potenciais de Latência Média com ou sem estímulo musical","Eisencraft, Tatiane, Miranda, Mariana Figueiredo de, Schochat, Eliane","Revista Brasileira de Otorrinolaringologia; 72(4); 465-469","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400006&lang=pt" 
"S0034-72992006000400007-scl","Ingestão acidental de moedas por crianças: atuação do Setor de Otorrinolaringologia do Hospital João XXIII","T-Ping, Cheng, Nunes, Cassimiro Afonso, Guimarães, Gabriel Rabelo, Vieira, João Penna Martins, Weckx, Luc Louis Maurice, Borges, Tanner José Arantes","Revista Brasileira de Otorrinolaringologia; 72(4); 470-474","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400007&lang=pt" 
"S0034-72992006000400008-scl","Ressecção endoscópica de nasoangiofibroma","Ferreira, Lidiane Maria de Brito Macedo, Gomes, Érika Ferreira, Azevedo, Jorge Ferreira, Souza, João Renato F., Araújo, Roberta de Paula, Rios, Adson Sales do Nascimento","Revista Brasileira de Otorrinolaringologia; 72(4); 475-480","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400008&lang=pt" 
"S0034-72992006000400010-scl","Processamento auditivo em indivíduos com epilepsia de lobo temporal","Meneguello, Juliana, Leonhardt, Fernando Danelon, Pereira, Liliane Desgualdo","Revista Brasileira de Otorrinolaringologia; 72(4); 496-504","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000400010&lang=pt" 
