"S0121-182X2016000100004-col","LA RELACIÓN DE RESPONSABILIDAD ENTRE EL ESTADO Y LOS PROVEEDORES DE SERVICIOS DE TELECOMUNICACIONES","Becerra Ortiz, Jairo Andrés","Prolegómenos; 19(37); 57-66","Prolegómenos","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2016000100004&lang=pt" 
"S0121-182X2016000100003-col","ESTUDIO SOBRE EL CUMPLIMIENTO DE LA SENTENCIA MASACRE DE MAPIRIPÁN CONTRA COLOMBIA","Vivas Barrera, Tania Giovanna, Toro Barragán, Estefanía","Prolegómenos; 19(37); 37-56","Prolegómenos","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2016000100003&lang=pt" 
"S0121-182X2016000100006-col","RUEDA SUELTA ENTRE LOS NAZIS: LA AVERSIÓN TEÓRICA DE CARL SCHMITT FRENTE AL NAZISMO","Duque Silva, Guillermo Andrés","Prolegómenos; 19(37); 85-98","Prolegómenos","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2016000100006&lang=pt" 
"S0121-182X2016000100010-col","LA TENSIÓN DE LOS DERECHOS: SOBERANÍA NACIONAL VS. SOBERANÍA TERRITORIAL","García Lozano, Luisa Fernanda","Prolegómenos; 19(37); 147-162","Prolegómenos","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2016000100010&lang=pt" 
"S0121-182X2016000100005-col","CONVERGENCIAS Y DIVERGENCIAS ENTRE LOS SISTEMAS EUROPEO E INTERAMERICANO DE DERECHOS HUMANOS","Camarillo Govea, Laura Alicia","Prolegómenos; 19(37); 67-84","Prolegómenos","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2016000100005&lang=pt" 
"S0121-182X2016000100008-col","LA LIBRE COMPETENCIA ECONÓMICA EN EL DERECHO COLOMBIANO: UNA REVISIÓN DESDE LA ECONOMÍA SOCIAL DE MERCADO Y SUS IMPLICACIONES NORMATIVAS","Alarcón Peña, Andrea","Prolegómenos; 19(37); 109-124","Prolegómenos","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2016000100008&lang=pt" 
"S0121-182X2016000100002-col","CONFIGURACIÓN DEL &quot;PRINCIPIO DE CONFIANZA&quot; COMO CRITERIO NEGATIVO DE TIPICIDAD OBJETIVA","Peláez Mejía, José María","Prolegómenos; 19(37); 15-35","Prolegómenos","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2016000100002&lang=pt" 
"S0121-182X2016000100009-col","EL DERECHO HUMANO AL ACCESO AL AGUA POTABLE: ASPECTOS FILOSÓFICOS Y CONSTITUCIONALES DE SU CONFIGURACIÓN Y GARANTÍA EN LATINOAMÉRICA","Becerra Ramírez, José de Jesús, Salas Benítez, Irma","Prolegómenos; 19(37); 125-146","Prolegómenos","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2016000100009&lang=pt" 
"S0121-182X2016000100001-col","LA INCIDENCIA DEL MODELO DE EDUCACIÓN SUPERIOR Y DE LA INTERVENCIÓN ESTATAL EN LA CALIDAD DE LA EDUCACIÓN SUPERIOR EN COLOMBIA","Villalba Cuéllar, Juan Carlos, González Serrano, Andrés","Prolegómenos; 19(37); 9-13","Prolegómenos","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2016000100001&lang=pt" 
"S0120-33472016000100017-col","The thin line between non-inferiority clinical trials H and type II errors","Chaparro, Luis Enrique, Girón-Arango, Laura","Revista Colombiana de Anestesiología; 44(1); 73-73","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000100017&lang=pt" 
"S0120-33472016000100018-col","Reply to the Letter to the Editor: A comparative analysis of 3 sedation guidelines for patients undergoing subarachnoid anaesthesia. Randomized, single blind clinical trial","Bermúdez-Guerrero, Francisco José","Revista Colombiana de Anestesiología; 44(1); 74-74","Revista Colombiana de Anestesiología","Inglês","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-33472016000100018&lang=pt" 
