"S0034-71672003000400025-scl","Transdisciplinaridade na educação para a saúde: um planejamento para a graduação do enfermeiro","Silva, Cláudia Regina Lima Duarte da, Ernesto Jacob, Keim, Bertoncini, Judite Hennemann","Revista Brasileira de Enfermagem; 56(4); 424-428","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400025&lang=pt" 
"S0034-71672003000400024-scl","Saúde mental como tema transversal no curriculo de enfermagem","Monteiro, Ana Ruth Macêdo","Revista Brasileira de Enfermagem; 56(4); 420-423","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400024&lang=pt" 
"S0034-71672003000400023-scl","Repensando a licenciatura em enfermagem à luz das diretrizes curriculares","Motta, Maria de Graça Corso da, Almeida, Miriam de Abreu","Revista Brasileira de Enfermagem; 56(4); 417-419","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400023&lang=pt" 
"S0034-71672003000400021-scl","A pesquisa na graduação em enfermagem: requisito para conclusão do curso","Heyden, Maria Silvana Totti, Resck, Zélia Marilda Rodrigues, Gradim, Clícia Valim Côrtes","Revista Brasileira de Enfermagem; 56(4); 409-411","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400021&lang=pt" 
"S0034-71672003000400020-scl","Participação na construção de um projeto político pedagógico na enfermagem","Beck, Carmem Lúcia Colomé, Budó, Maria de Lourdes Denardin, Terra, Marlene Gomes, Camponogara, Silviamar, Padoin, Stella Maris de Mello, Blois, Janice de Moraes","Revista Brasileira de Enfermagem; 56(4); 405-408","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400020&lang=pt" 
"S0034-71672003000400019-scl","Integração curricular no curso de graduação em enfermagem","Tavares, Claudia Mara de Melo","Revista Brasileira de Enfermagem; 56(4); 401-404","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400019&lang=pt" 
"S0034-71672003000400017-scl","Estratégias para a implantação de uma nova proposta pedagógica na escola de enfermagem da Universidade Federal da Bahia","Fernandes, Josicelia Dumêt, Ferreira, Silvia Lucia, Torre, Maristela P. S. La, Rosa, Darci De Oliveira Santa, Costa, Heloniza O. G.","Revista Brasileira de Enfermagem; 56(4); 392-395","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400017&lang=pt" 
"S0034-71672003000400016-scl","Enfermagem em saúde indígena: aplicando as diretrizes curriculares","Silva, Nair Chase da, Gonçalves, Maria Jacirema Ferreira, Lopes Neto, David","Revista Brasileira de Enfermagem; 56(4); 388-391","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400016&lang=pt" 
"S0034-71672003000400015-scl","Curso de enfermagem da Universidade Estadual do Ceará: a história e o projeto político-pedagógico atual","Freitas, Maria Célia de, Guedes, Maria Vilani Cavalcante, Silva, Lúcia de Fatima da","Revista Brasileira de Enfermagem; 56(4); 385-387","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400015&lang=pt" 
"S0034-71672003000400014-scl","O currículo integrado da faculdade de enfermagem UERJ: uma reflexão sobre a formação de recursos humanos para o SUS","Freire, Renata Pascoal, Guimarães, Raphael Mendonça, Henriques, Regina Lúcia Monteiro, Mauro, Maria Yvone Chaves","Revista Brasileira de Enfermagem; 56(4); 381-384","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400014&lang=pt" 
"S0034-71672003000400013-scl","Construindo um conhecimento sensível em saúde mental","Rocha, Ruth Mylius, Kestenberg, Célia Caldeira F., Oliveira, Elias Barbosa de, Silva, Alexandre Vicente da, Nunes, Márcia Batista Gil","Revista Brasileira de Enfermagem; 56(4); 378-380","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400013&lang=pt" 
"S0034-71672003000400012-scl","A construção do projeto pedagógico: uma experiência coletiva","Silva, Maria Josefina da, Araújo, Maria Fátima Maciel, Leitão, Glória da Conceição Mesquita","Revista Brasileira de Enfermagem; 56(4); 374-377","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400012&lang=pt" 
"S0034-71672003000400011-scl","Avaliação e construção de um projeto político pedagógico para a graduação em enfermagem","Oliveira, Beatriz Rosana Gonçalves de, Schneider, Jacó Fernando, Rizzotto, Maria Lucia Frizon, Rodrigues, Rosa Maria","Revista Brasileira de Enfermagem; 56(4); 369-373","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400011&lang=pt" 
"S0034-71672003000400010-scl","O ensino de enfermagem em tempos de mudança","Germano, Raimunda Medeiros","Revista Brasileira de Enfermagem; 56(4); 365-368","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400010&lang=pt" 
"S0034-71672003000400009-scl","Currículos de enfermagem do Brasil e as diretrizes: novas perspectivas","Santos, Silvana Sidney Costa","Revista Brasileira de Enfermagem; 56(4); 361-364","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400009&lang=pt" 
"S0034-71672003000400008-scl","Reflexões acerca do fazer pedagógico a partir de referências e diretrizes educacionais para a formação em enfermagem","Timoteo, Rosalba Pessoa de Souza, Liberalino, Francisca Nazaré","Revista Brasileira de Enfermagem; 56(4); 358-360","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400008&lang=pt" 
"S0034-71672003000400003-scl","Acerca de diretrizes curriculares e projetos pedagógicos: um início de reflexão - comentários ao texto","Ramos, Flávia Regina Souza","Revista Brasileira de Enfermagem; 56(4); 340-342","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400003&lang=pt" 
"S0034-71672003000400001-scl","Construindo uma rede de sustentabilidade da implantação das Diretrizes Curriculares Nacionais do curso de graduação em Enfermagem","Torrez, Milta Neide Freire Barron","Revista Brasileira de Enfermagem; 56(4); 333-333","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400001&lang=pt" 
"S0034-71672003000400005-scl","Diretrizes curriculares e a potencialização de condições para mudanças na formação de enfermeiros","Mandú, Edir Nei Teixeira","Revista Brasileira de Enfermagem; 56(4); 348-350","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400005&lang=pt" 
"S0034-71672003000400006-scl","Diretrizes curriculares e projetos pedagógicos: é tempo de ação!","Feuerwerker, Laura, Almeida, Marcio","Revista Brasileira de Enfermagem; 56(4); 351-352","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400006&lang=pt" 
"S0034-71672003000400002-scl","Acerca de diretrizes curriculares e projetos pedagógicos: um início de reflexão","Meyer, Dagmar Estermann, Kruse, Maria Henriqueta Luce","Revista Brasileira de Enfermagem; 56(4); 335-339","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400002&lang=pt" 
"S0034-71672003000400022-scl","O processo de mudança na educação de enfermagem nos cenários uni: potencialidades e desafios","Silva, Kênia Lara, Sena, Roseni Rosângela de","Revista Brasileira de Enfermagem; 56(4); 412-416","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400022&lang=pt" 
"S0034-71672003000400004-scl","Caminhos da formação de enfermagem: continuidade ou ruptura?","Faustino, Regina Lucia Herculano, Moraes, Maria Julia Barbosa de, Oliveira, Maria Amélia de Campos, Egry, Emiko Yoshikawa","Revista Brasileira de Enfermagem; 56(4); 343-347","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400004&lang=pt" 
"S0034-71672003000400007-scl","A nova graduação da unisinos: compartilhando a experiência de um ato pedagógico","Mallmann, Marly Terezinha, Daudt, Sônia Isabel Dondonis","Revista Brasileira de Enfermagem; 56(4); 353-357","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400007&lang=pt" 
"S0034-71672003000400018-scl","A formação do enfermeiro e a estratégia atenção integrada às doenças prevalentes na infância","Veríssimo, Maria De La Ó Ramallo, Mello, Débora Falleiros de, Bertolozzi, Maria Rita, Chiesa, Anna Maria, Sigaud, Cecília Helena de Siqueira, Fujimori, Elizabeth, Lima, Regina Aparecida Garcia de","Revista Brasileira de Enfermagem; 56(4); 396-400","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400018&lang=pt" 
"S0034-71672003000400027-scl","Competências dos profissionais de saúde no referencial das funções essenciais de saúde pública: contribuição para a construção de projetos pedagógicos na enfermagem","Witt, Regina Rigatto, Almeida, Maria Cecília Puntel de","Revista Brasileira de Enfermagem; 56(4); 433-438","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400027&lang=pt" 
"S0034-71672003000400028-scl","Criatividade e relação pedagógica: em busca de caminhos para a formação do profissional crítico criativo","Reibnitz, Kenya Schmidt, Prado, Marta Lenise do","Revista Brasileira de Enfermagem; 56(4); 439-442","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400028&lang=pt" 
"S0034-71672003000400029-scl","Educação sem distâncias: utilização do WebCT como ferramenta de apoio para o ensino da Terapia Intravenosa na graduação em Enfermagem","Dias, Denise Costa, Cassiani, Silvia Helena De Bortoli","Revista Brasileira de Enfermagem; 56(4); 443-446","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400029&lang=pt" 
"S0034-71672003000400030-scl","Formação por competência do enfermeiro: alternância teoria-prática, profissionalização e pensamento complexo","Nascimento, Estelina Souto do, Santos, Geralda Fortina dos, Caldeira, Valda da Penha, Teixeira, Virgínia Mascarenhas Nascimento","Revista Brasileira de Enfermagem; 56(4); 447-452","Revista Brasileira de Enfermagem","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672003000400030&lang=pt" 
