"S0100-60452012000200005-scl","Pensamento crítico: o poder da lógica e da argumentação","Silva, Jairo José da","Manuscrito; 35(2); 312-319","Manuscrito","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-60452012000200005&lang=pt" 
"S0370-44672012000400019-scl","Copper ore type definition from Sossego Mine using X-ray diffraction and cluster analysis technique","Shimizu, Viviane Kotani, Kahn, Henrique, Antoniassi, Juliana L., Ulsen, Carina","Rem: Revista Escola de Minas; 65(4); 561-566","Rem: Revista Escola de Minas","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400019&lang=pt" 
"S0370-44672012000400018-scl","Numerical simulation of hillside mine waste dump construction","Teixeira, Marcílio Baltazar, Nogueira, Christianne de Lyra, Oliveira Filho, Waldyr Lopes de","Rem: Revista Escola de Minas; 65(4); 553-559","Rem: Revista Escola de Minas","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400018&lang=pt" 
"S0370-44672012000400017-scl","Flotação com amina: a importância da qualidade da água","Pinheiro, Viviane da Silva, Baltar, Carlos Adolpho Magalhães, Leite, José Yvan Pereira","Rem: Revista Escola de Minas; 65(4); 549-552","Rem: Revista Escola de Minas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400017&lang=pt" 
"S0370-44672012000400006-scl","Análise de segurança de dutos com defeitos de corrosão via método form","Amaral, Renata Siqueira, Sisquini, Geraldo Rossoni, Freitas, Marcílio Sousa da Rocha","Rem: Revista Escola de Minas; 65(4); 467-473","Rem: Revista Escola de Minas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400006&lang=pt" 
"S0370-44672012000400005-scl","Análise numérica-experimental de treliças tubulares planas para coberturas padronizadas para grandes vãos","Samarra, Fábio Aurélio, Requena, João Alberto Venegas, Pinto Júnior, Newton de Oliveira","Rem: Revista Escola de Minas; 65(4); 459-466","Rem: Revista Escola de Minas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400005&lang=pt" 
"S0370-44672012000400004-scl","Construção de estruturas de contenção utilizando pneus inservíveis: análise numérica e caso de obra","Baroni, Magnos, Specht, Luciano Pivoto, Pinheiro, Rinaldo José Barbosa","Rem: Revista Escola de Minas; 65(4); 449-457","Rem: Revista Escola de Minas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400004&lang=pt" 
"S0370-44672012000400003-scl","Monitoramento de poropressões construtivas","Penna, Lorena Romã, Oliveira Filho, Waldyr Lopes de","Rem: Revista Escola de Minas; 65(4); 443-448","Rem: Revista Escola de Minas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400003&lang=pt" 
"S0370-44672012000400001-scl","Editorial","Coelho, Jório","Rem: Revista Escola de Minas; 65(4); 433-433","Rem: Revista Escola de Minas","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400001&lang=pt" 
"S0370-44672012000400007-scl","Ensaio de migração de cloretos para concreto: influência do número de fatias extraídas","Medeiros, Marcelo Henrique Farias de, Borba, André Yukio, Hoppe Filho, Juarez, Helene, Paulo Roberto do Lago","Rem: Revista Escola de Minas; 65(4); 475-481","Rem: Revista Escola de Minas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400007&lang=pt" 
"S0370-44672012000400008-scl","Litofácies sedimentares da Formação Sopa-Brumadinho no Campo Diamantífero de Extração (Diamantina, MG)","Silva, Marcio Célio Rodrigues da, Chaves, Mario Luiz de Sá C.","Rem: Revista Escola de Minas; 65(4); 483-489","Rem: Revista Escola de Minas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0370-44672012000400008&lang=pt" 
