"S0717-97072011000400016-chl","REACTION KINETICS OF METHANE COMBUSTION OVER La1-x Ca FeO3 PEROVSKITES","PECCHI, GINA, JILIBERTO, M. GRACIELA, DELGADO, EDUARDO J","Journal of the Chilean Chemical Society; 56(4); 895-900","Journal of the Chilean Chemical Society","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072011000400016&lang=pt" 
"S0717-97072011000400017-chl","DILUTED ACID PRETREATMENT OF PINUS RADIATA FOR BIOETHANOL PRODUCTION USING IMMOBILIZED SACCHAROMYCES CEREVISIAE IR2-9 IN A SIMULTANEOUS SACCHARIFICATION AND FERMENTATION PROCESS","FRANCO, HERIBERTO, TEIXEIRA MENDONÇA, REGIS, MARCATO, PRISCYLA D, DURÁN, NELSON, FREER, JUANITA, BAEZA, JAIME","Journal of the Chilean Chemical Society; 56(4); 901-906","Journal of the Chilean Chemical Society","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072011000400017&lang=pt" 
"S0717-97072011000400018-chl","INFLUENCE OF SILICA NANOPARTICLES ON THE THERMOMECHANICAL PROPERTIES OF RECYCLED POLYSTYRENE","PEREZ-GUERRERO, A, LISPERGUER, J, ORELLANA, F","Journal of the Chilean Chemical Society; 56(4); 907-910","Journal of the Chilean Chemical Society","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072011000400018&lang=pt" 
"S1678-77572011000600004-scl","Development of a CD-ROM on written language for the continuing education of elementary school teachers","Gonçalves, Thaís dos Santos, Crenitte, Patrícia Abreu Pinheiro","Journal of Applied Oral Science; 19(6); 560-566","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600004&lang=pt" 
"S1678-77572011000600007-scl","Occurrence of consonant production errors in liquid phonemes in children with operated cleft lip and palate","Prandini, Estefânia Leite, Pegoraro-Krook, Maria Inês, Dutka, Jeniffer de Cássia Rillo, Marino, Viviane Cristina de Castro","Journal of Applied Oral Science; 19(6); 579-585","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600007&lang=pt" 
"S1678-77572011000600008-scl","Translation and adaptation of functional auditory performance indicators (FAPI)","Ferreira, Karina, Moret, Adriane Lima Mortari, Bevilacqua, Maria Cecilia, Jacob, Regina de Souza Tangerino","Journal of Applied Oral Science; 19(6); 586-598","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600008&lang=pt" 
"S1678-77572011000600009-scl","Bauru School of Dentistry Tele-Health League: an educational strategy applied to research, teaching and extension among applications in tele-health","Silva, Andressa Sharllene Carneiro da, Rizzante, Fabio Antonio Piola, Picolini, Mirela Machado, Campos, Karis de, Corrêa, Camila de Castro, Franco, Elen Caroline, Pardo-Fanton, Cássia de Souza, Blasca, Wanderléia Quinhoneiro, Berretin-Felix, Giédre","Journal of Applied Oral Science; 19(6); 599-603","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600009&lang=pt" 
"S1678-77572011000600010-scl","Histomorphometric assessment of bone necrosis produced by two cryosurgery protocols using liquid nitrogen: an experimental study on rat femurs","Costa, Fábio Wildson Gurgel, Brito, Gerly Anne de Castro, Pessoa, Rosana Maria Andrade, Studart-Soares, Eduardo Costa","Journal of Applied Oral Science; 19(6); 604-609","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600010&lang=pt" 
"S1678-77572011000600011-scl","Effect of axial loads on implant-supported partial fixed prostheses by strain gauge analysis","Vasconcellos, Luis Gustavo Oliveira de, Nishioka, Renato Sussumu, Vasconcellos, Luana Marotta Reis de, Nishioka, Lea Nogueira Braulino de Melo","Journal of Applied Oral Science; 19(6); 610-615","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600011&lang=pt" 
"S1678-77572011000600012-scl","Nasalance and nasality at experimental velopharyngeal openings in palatal prosthesis: a case study","Lima-Gregio, Aveliny Mantovan, Marino, Viviane Cristina de Castro, Pegoraro-Krook, Maria Inês, Barbosa, Plinio Almeida, Aferri, Homero Carneiro, Dutka, Jeniffer de Cassia Rillo","Journal of Applied Oral Science; 19(6); 616-622","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600012&lang=pt" 
"S1678-77572011000600013-scl","Effect of repeated immersion solution cycles on the color stability of denture tooth acrylic resins","Silva, Paulo Maurício Batista da, Acosta, Emílio José Tabaré Rodríguez, Jacobina, Matheus, Pinto, Luciana de Rezende, Porto, Vinícius Carvalho","Journal of Applied Oral Science; 19(6); 623-627","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600013&lang=pt" 
"S1678-77572011000600014-scl","Effects of sulfur-based hemostatic agents and gingival retraction cords handled with latex gloves on the polymerization of polyvinyl siloxane impression materials","Machado, Carlos Eduardo Palhares, Guedes, Carlos Gramani","Journal of Applied Oral Science; 19(6); 628-633","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600014&lang=pt" 
"S1678-77572011000600015-scl","Treatment effects of R-appliance and Anterior Inclined Bite Plate in Class II, Division I malocclusion","Showkatbakhsh, Rahman, Meybodi, Shahin Emami, Jamilian, Abdolreza, Meybodi, Seyyed Amir Reza Fatahi, Meybodi, Elham Morshedi","Journal of Applied Oral Science; 19(6); 634-638","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000600015&lang=pt" 
"S1413-73722011000400011-scl","Centro de atenção psicossocial: convergência entre saúde mental e coletiva","Ballarin, Maria Luisa Gazabim Simões, Carvalho, Fábio Bruno de, Ferigato, Sabrina Helena, Miranda, Iara Monteiro Smeke de, Magaldi, Carolina de Carvalho","Psicologia em Estudo; 16(4); 603-611","Psicologia em Estudo","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722011000400011&lang=pt" 
"S0124-00642011000600011-spa","Prevalencia de infección por Demodex folliculorum en pacientes que acuden a consulta general de oftalmología","Galvis-Ramírez, Virgilio, Tello-Hernández, Alejandro, Álvarez-Osorio, Leonardo, Rey-Serrano, Juan J.","Revista de Salud Pública; 13(6); 990-997","Revista de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642011000600011&lang=pt" 
"S0102-71822011000300002-scl","Cartografia e genealogia: aproximações possíveis para a pesquisa em psicologia social","Zambenedetti, Gustavo, Silva, Rosane Azevedo Neves da","Psicologia &amp; Sociedade; 23(3); 454-463","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300002&lang=pt" 
"S0102-71822011000300004-scl","O conceito de esclarecimento em Horkheimer, Adorno e Freud: apontamentos para um debate","Souza, Mauricio Rodrigues de","Psicologia &amp; Sociedade; 23(3); 469-476","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300004&lang=pt" 
"S0102-71822011000300005-scl","O humano no homem: os pressupostos teórico-metodológicos da teoria histórico-cultural","Moretti, Vanessa Dias, Asbahr, Flávia da Silva Ferreira, Rigon, Algacir José","Psicologia &amp; Sociedade; 23(3); 477-485","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300005&lang=pt" 
"S0102-71822011000300006-scl","Políticas cognitivas da psicologia comunitária: a meio caminho entre a recognição e a invenção","Rocha, Tatiana Gomes da, Pinheiro, Francisco Pablo Huascar Aragão","Psicologia &amp; Sociedade; 23(3); 486-495","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300006&lang=pt" 
"S0102-71822011000300007-scl","Amor e violência na intimidade: da essência à construção social","Dias, Ana Rita Conde, Machado, Carla","Psicologia &amp; Sociedade; 23(3); 496-505","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300007&lang=pt" 
"S0102-71822011000300008-scl","Cuidado infantil na relação entre adultos e crianças na periferia de salvador","Bustamante, Vania, McCallum, Cecilia","Psicologia &amp; Sociedade; 23(3); 506-515","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300008&lang=pt" 
"S0102-71822011000300009-scl","Violência no namoro para jovens moradores de Recife","Nascimento, Fernanda Sardelich, Cordeiro, Rosineide de Lourdes Meira","Psicologia &amp; Sociedade; 23(3); 516-525","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300009&lang=pt" 
"S0102-71822011000300010-scl","Um olhar sobre a família de jovens que cumprem medidas socioeducativas","Dias, Ana Cristina Garcia, Arpini, Dorian Mônica, Simon, Bibiana Rosa","Psicologia &amp; Sociedade; 23(3); 526-535","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300010&lang=pt" 
"S0102-71822011000300011-scl","Tráfico de drogas: uma opção entre escolhas escassas","Faria, Ana Amélia Cypreste, Barros, Vanessa de Andrade","Psicologia &amp; Sociedade; 23(3); 536-544","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300011&lang=pt" 
"S0102-71822011000300012-scl","Residências terapêuticas e comunidade: a construção de novas práticas antimanicomiais","Moreira, Maria Inês Badaró, Castro-Silva, Carlos Roberto de","Psicologia &amp; Sociedade; 23(3); 545-553","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300012&lang=pt" 
"S0102-71822011000300013-scl","O talento jovem, a internet e o mercado de trabalho da &quot;economia criativa&quot;","Nicolaci-da-Costa, Ana Maria","Psicologia &amp; Sociedade; 23(3); 554-563","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300013&lang=pt" 
"S0102-71822011000300014-scl","Dilemas pessoais no trabalho imaterial bancário","Grisci, Carmem Lígia Iochins, Scalco, Priscila Daniel, Kruter, Gabriela Elnecave","Psicologia &amp; Sociedade; 23(3); 564-573","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300014&lang=pt" 
"S0102-71822011000300015-scl","Transporte público coletivo: discutindo acessibilidade, mobilidade e qualidade de vida","Araújo, Marley Rosana Melo de, Oliveira, Jonathan Melo de, Jesus, Maísa Santos de, Sá, Nelma Rezende de, Santos, Párbata Araújo Côrtes dos, Lima, Thiago Cavalcante","Psicologia &amp; Sociedade; 23(3); 574-582","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300015&lang=pt" 
"S0102-71822011000300016-scl","Cultura pop japonesa e identidade social: os cosplayers de Vitória (ES)","Coelho Junior, Leconte de Lisle, Gonçalves, Gabriela Maria Ramos","Psicologia &amp; Sociedade; 23(3); 583-591","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300016&lang=pt" 
"S0102-71822011000300018-scl","Organizaçao e funcionamento duma casa de abrigo de solidariedade social","Magalhaes, Maria Jose, Morais, Carminda, Castro, Yolanda Rodríguez","Psicologia &amp; Sociedade; 23(3); 598-607","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300018&lang=pt" 
"S0102-71822011000300019-scl","Sexo y embarazo: ideas de profesionales de la salud","López, José Salvador Sapién, Basulto, Diana Isela Córdoba","Psicologia &amp; Sociedade; 23(3); 608-615","Psicologia &amp; Sociedade","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300019&lang=pt" 
"S0102-71822011000300020-scl","Corporeidade e representações sociais: agir e pensar a docência","Silva, Ariane Franco Lopes da","Psicologia &amp; Sociedade; 23(3); 616-624","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300020&lang=pt" 
"S0102-71822011000300021-scl","Memórias do lugar: o turismo na ilha do campeche","Ros, José Pedro Da, Cruz, Walter Firmo de Oliveira","Psicologia &amp; Sociedade; 23(3); 625-633","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000300021&lang=pt" 
"S1135-57272011000600005-esp","Influencia de los problemas crónicos de salud en las dimensiones del cuestionario EQ-5D: estudio en personas mayores institucionalizadas y no instituzionalizadas","Delgado-Sanz, María Concepción, Prieto-Flores, Maria-Eugenia, Forjaz, Maria João, Ayala, Alba, Rojo-Perez, Fermina, Fernandez-Mayoralas, Gloria, Martínez-Martín, Pablo","Revista Española de Salud Pública; 85(6); 555-568","Revista Española de Salud Pública","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272011000600005&lang=pt" 
"S1135-57272011000600002-esp","Iatrogenia y prevención cuaternaria en salud mental","Ortiz Lobo, Alberto, Ibáñez Rojo, Vicente","Revista Española de Salud Pública; 85(6); 513-525","Revista Española de Salud Pública","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272011000600002&lang=pt" 
"S1851-17242011000200001-arg","Qué son las potencias del alma en los textos de Filón","Alesso, Marta","Circe de clásicos y modernos; 15(2); 11-26","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200001&lang=pt" 
"S1851-17242011000200002-arg","La memoria histórica de la diversidad étnica italiana en Eneida de Virgilio","De Santis, Guillermo, Ames, Cecilia","Circe de clásicos y modernos; 15(2); 41-54","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200002&lang=pt" 
"S1851-17242011000200003-arg","El vino en el Pedagogo de Clemente de Alejandría","Druille, Paola","Circe de clásicos y modernos; 15(2); 81-97","Circe de clásicos y modernos","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17242011000200003&lang=pt" 
