"S0104-42302015000100004-scl","Femoral neck fracture in children: treatment and complications","Akkari, M, Santili, C, Akel, E, Angelim, R","Revista da Associação Médica Brasileira; 61(1); 5-7","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000100004&lang=pt" 
"S0104-42302015000100007-scl","Natriuretic peptides, obesity and cardiovascular diseases","Castro-Torres, Yaniel, Katholi, Richard E.","Revista da Associação Médica Brasileira; 61(1); 19-20","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000100007&lang=pt" 
"S0104-42302015000100006-scl","Chondroma of the falx cerebri","Hamamoto Filho, Pedro Tadao, Faleiros, Antonio Tadeu de Souza, Oliveira, Michell Frank Alves de, Zanini, Marco Antônio, Rodrigues, Maria Aparecida Marchesan","Revista da Associação Médica Brasileira; 61(1); 17-18","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000100006&lang=pt" 
"S0104-42302015000100005-scl","Treatment of prostate cancer with intensity modulated radiation therapy (IMRT)","Novaes, PERS, Mottas, RT, Lundgren, MSFS","Revista da Associação Médica Brasileira; 61(1); 8-16","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000100005&lang=pt" 
"S0104-42302015000100010-scl","Rio Grande do Norte, Brazil, voluntary bone marrow donors registry analysis","Macêdo, Marina Barguil, Tsuneto, Luiza Tamie, Teixeira, Rosemary Almeida de Oliveira, Oliveira, Maria do Socorro Belarmino de, Moita Neto, José Machado, Silva, Adalberto Socorro da, Sousa, Luiz Cláudio Demes da Mata, Carvalho, Marayza Gomes, Sales, Herton Luiz Alves, Barroso, José Renato Pereira de Moura, Araújo, Anaregina de Sousa, Monte, Semiramis Jamil Hadad do","Revista da Associação Médica Brasileira; 61(1); 23-29","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000100010&lang=pt" 
"S0034-71672015000100045-scl","Valor de predição do Sistema de Triagem de Manchester: avaliação dos desfechos clínicos de pacientes","Guedes, Helisamara Mota, Martins, José Carlos Amado, Chianca, Tânia Couto Machado","Revista Brasileira de Enfermagem; 68(1); 45-51","Revista Brasileira de Enfermagem","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000100045&lang=pt" 
"S0034-71672015000100076-scl","Redução do número de cigarros durante internação psiquiátrica: intervenção ou punição?","Oliveira, Renata Marques de, Furegato, Antonia Regina Ferreira","Revista Brasileira de Enfermagem; 68(1); 76-83","Revista Brasileira de Enfermagem","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000100076&lang=pt" 
"S0034-71672015000100026-scl","Qualidade de vida e atividade física em profi ssionais de terapia intensiva do sub médio São Francisco","Freire, Cícero Beto, Dias, Ricardo Freitas, Schwingel, Paulo Adriano, França, Eduardo Eriko Tenório de, Andrade, Flávio Maciel Dias de, Costa, Emilia Chagas, Junior, Marco Aurélio de Valois Correia","Revista Brasileira de Enfermagem; 68(1); 26-31","Revista Brasileira de Enfermagem","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000100026&lang=pt" 
"S0034-71672015000100060-scl","Prevalência de não adesão à farmacoterapia anti-hipertensiva e fatores associados","Barreto, Mayckel da Silva, Cremonese, Isabela Zara, Janeiro, Vanderly, Matsuda, Laura Misue, Marcon, Sonia Silva","Revista Brasileira de Enfermagem; 68(1); 60-67","Revista Brasileira de Enfermagem","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000100060&lang=pt" 
"S0034-71672015000100013-scl","Serious game e-Baby: percepção dos estudantes de enfermagem sobre a aprendizagem da avaliação clínica do bebê prematuro","Fonseca, Luciana Mara Monti, Aredes, Natália Del’ Angelo, Dias, Danielle Monteiro Vilela, Scochi, Carmen Gracinda Silvan, Martins, José Carlos Amado, Rodrigues, Manuel Alves","Revista Brasileira de Enfermagem; 68(1); 13-19","Revista Brasileira de Enfermagem","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000100013&lang=pt" 
"S0034-71672015000100124-scl","BANFISA e (IN)DICA-SUS na graduação em saúde: o lúdico e a construção de aprendizados","Silva, Laianna Victoria Santiago, Tanaka, Patrícia Sayuri de Lima, Pires, Maria Raquel Gomes Maia","Revista Brasileira de Enfermagem; 68(1); 124-130","Revista Brasileira de Enfermagem","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672015000100124&lang=pt" 
