"S0034-75232009000400008-cub","Mecanismos fisiopatógicos en la muerte encefálica","Machado, Calixto, Pérez-Nellar, Jesús, Scherle, Claudio","Revista Cubana de Medicina; 48(4); 204-212","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400008&lang=pt" 
"S0034-75232009000400009-cub","Criterios diagnósticos de la muerte encefálica según la resolución 90 del Ministerio de Salud Pública","Machado, Calixto, Pérez-Nellar, Jesús, Scherle, Claudio","Revista Cubana de Medicina; 48(4); 213-225","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400009&lang=pt" 
"S0034-75232009000400010-cub","Aneurisma del tronco común de la arteria coronaria izquierda","Leyva Quert, Abel Yoandri, Méndez PeraltaI, Tomas, Almeida Gómez, Javier, Valdez Recarey, Manuel, Moronta Soriano, Emil","Revista Cubana de Medicina; 48(4); 226-230","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400010&lang=pt" 
"S0034-75232009000400011-cub","Neumatosis quística intestinal asociada a enfermedad celíaca","Velbes Marquetti, Pedro E., Astencio Rodríguez, Gloria, Garib Alpízar, Onix C., Mendoza Delgado, Sonia","Revista Cubana de Medicina; 48(4); 231-237","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400011&lang=pt" 
"S0034-75232009000400002-cub","Algunos factores de riesgo de la cardiopatía hipertensiva","Álvarez Aliaga, Alexis, González Aguilera, Julio César","Revista Cubana de Medicina; 48(4); 139-151","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400002&lang=pt" 
"S0034-75232009000400003-cub","Estado hídrico de pacientes en hemodiálisis periódica a partir de la clínica y de la bioimpedancia eléctrica","Barranco Hernández, Eva, Febles Muñoz, Yaima, eláiz Barranco, Aime","Revista Cubana de Medicina; 48(4); 152-162","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400003&lang=pt" 
"S0034-75232009000400004-cub","Factores de riesgo de muerte por bronconeumonía bacteriana comunitaria","Álvarez Aliaga, Alexis, Frómeta Guerra, Adonis, López Costa, Carlos, Berdú Saumell, Yoel, Soto Brown, Carmen","Revista Cubana de Medicina; 48(4); 163-172","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400004&lang=pt" 
"S0034-75232009000400005-cub","Conocimientos, percepciones y prácticas en relación con giardiasis","Fonte Galindo, Luis, Ali Almannoni, Saleh, Martín Pupo, Deisy, MonzoteLópez, Alexis, Sánchez Valdés, Lizet, Fernández, María de los Ángeles, Fiterre Lancis, Irene","Revista Cubana de Medicina; 48(4); 173-181","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400005&lang=pt" 
"S0034-75232009000400006-cub","Experiencia con el paciente en la consulta especializada de hipertensión arterial complicada","León Álvarez, Jorge Luis, Pérez Caballero, Manuel Delfín","Revista Cubana de Medicina; 48(4); 182-192","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400006&lang=pt" 
"S0034-75232009000400007-cub","Control ambulatorio de la presión arterial en pacientes blancos y negros con cardiopatía isquémica asociada","Groning Roque, Ernesto, García Fernández, Raymid, García Barreto, David","Revista Cubana de Medicina; 48(4); 193-203","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400007&lang=pt" 
"S0034-75232009000400012-cub","Programa de trasplante renal en Cuba","Mármol Sóñora, Alexander, Pérez Rodríguez, Alexis, Pérez de Prado Valdivia, Juan C., Fernández-Vega García, Silvia, Gutiérrez García, Francisco, Arce Bustabad, Sergio","Revista Cubana de Medicina; 48(4); 238-243","Revista Cubana de Medicina","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232009000400012&lang=pt" 
"S1413-70542009000600002-scl","Análise bayesiana do modelo de herança monogênica no melhoramento vegetal: um exemplo com abobrinha","Silva, Maria Imaculada de Sousa, Bearzoti, Eduardo, Bueno Filho, Júlio Sílvio de Sousa","Ciência e Agrotecnologia; 33(6); 1463-1468","Ciência e Agrotecnologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542009000600002&lang=pt" 
