"S1517-86922011000200012-scl","A influência da fadiga neuromuscular e da acidose metabólica sobre a corrida de 400 metros","Pelicer, Flávio Roberto, Higino, Wonder Passoni, Horita, Ricardo Yoshio, Meira, Franco Carlos, Alves, Alexandre Policher","Revista Brasileira de Medicina do Esporte; 17(2); 127-131","Revista Brasileira de Medicina do Esporte","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922011000200012&lang=pt" 
"S1870-00632011000100001-mex","Presentación del Dossier Espacios fronterizos: Literatura y Ciencias Sociales","","Andamios; 8(15); 7-12","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100001&lang=pt" 
"S1870-00632011000100010-mex","La razón autorreflexiva como principio de la filosofía de Hegel","Rojas Hernández, Mario","Andamios; 8(15); 239-271","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100010&lang=pt" 
"S1870-00632011000100011-mex","Relaciones entre Ejecutivo y Congreso en México, 1997-2006: La aprobación de las finanzas públicas en dos gobiernos sin mayoría","Carpio Cervantes, Enrique","Andamios; 8(15); 273-303","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100011&lang=pt" 
"S1870-00632011000100012-mex","Unidad y multitud en los movimientos sociales: Reflexiones a partir de dos casos latinoamericanos","Falleti, Valeria F., García Zapata O., Víctor","Andamios; 8(15); 305-333","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100012&lang=pt" 
"S1870-00632011000100013-mex","Ética y dialéctica o ética dialéctica","Salerno, Gustavo","Andamios; 8(15); 335-365","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100013&lang=pt" 
"S1870-00632011000100014-mex","El Partido Acción Nacional en la lucha por la no despenalización del aborto en el Distrito Federal","Hernández Vicencio, Tania","Andamios; 8(15); 367-396","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100014&lang=pt" 
"S1870-00632011000100015-mex","Sobre la transmisión y el sujeto","Aguilar Rivero, Mariflor","Andamios; 8(15); 399-402","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100015&lang=pt" 
"S1870-00632011000100016-mex","Escritos políticos y filosóficos","Cervantes Porrúa, Lucio Israel","Andamios; 8(15); 403-406","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100016&lang=pt" 
"S1870-00632011000100002-mex","Los relatos de la violencia en Sergio González Rodríguez: Huesos en el desierto, El vuelo y El hombre sin cabeza","Bencomo, Anadeli","Andamios; 8(15); 13-35","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100002&lang=pt" 
"S1870-00632011000100003-mex","Geografías del recuerdo: memoria, literatura y exilio","Quijano Velasco, Mónica","Andamios; 8(15); 37-61","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100003&lang=pt" 
"S1870-00632011000100004-mex","Pequeños naufragios domésticos: crónica de la vida familiar en la obra de Germán Dehesa","Montelongo, José","Andamios; 8(15); 63-80","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100004&lang=pt" 
"S1870-00632011000100005-mex","La novela de guerrilla en México y el arte de las buenas pasadas","Oceja Limón, Sandra","Andamios; 8(15); 81-110","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100005&lang=pt" 
"S1870-00632011000100006-mex","Ficción y verdad en El pecado del siglo, de José Tomás de Cuéllar","Clark de Lara, Belem","Andamios; 8(15); 111-138","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100006&lang=pt" 
"S1870-00632011000100007-mex","Cada renglón un verso, todo el arte un poema: Monsiváis, el juglar de la crónica mexicana","Egan, Linda","Andamios; 8(15); 141-172","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100007&lang=pt" 
"S1870-00632011000100008-mex","Derechos fundamentales y justicia distributiva","Serrano Gómez, Enrique","Andamios; 8(15); 189-214","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100008&lang=pt" 
"S1870-00632011000100009-mex","Una disolución wittgensteiniana de la metáfora del fundamento","Muñoz Sánchez, María Teresa","Andamios; 8(15); 215-237","Andamios","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632011000100009&lang=pt" 
"S0187-358X2011000100001-mex","Surgimiento de las necesidades de información","Calva González, Juan José","Investigación bibliotecológica; 25(53); 7-9","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100001&lang=pt" 
"S0187-358X2011000100010-mex","Biblioteca pública y revolución: su desarrollo de 1959 a 1989","Meneses Tello, Felipe","Investigación bibliotecológica; 25(53); 233-238","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100010&lang=pt" 
"S0187-358X2011000100002-mex","Los modelos de evaluación aplicados a los programas educativos de educación superior: una perspectiva bibliotecológica","Gómez Briseño, Jorge, Mora Terrazas, Manuel","Investigación bibliotecológica; 25(53); 13-29","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100002&lang=pt" 
"S0187-358X2011000100003-mex","Los sitios web académicos con información de postgrado: herramientas para su evaluación","Olvera-Lobo, Mª Dolores, Aguilar-Soto, María","Investigación bibliotecológica; 25(53); 31-57","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100003&lang=pt" 
"S0187-358X2011000100004-mex","Contexto archivístico y registro de sentimientos de amor y muerte en la edad moderna y contemporánea: una propuesta de integración desde la Historia Social de la Cultura Escrita","Navarro Bonilla, Diego","Investigación bibliotecológica; 25(53); 59-101","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100004&lang=pt" 
"S0187-358X2011000100005-mex","Modelando la distribución del número de co-autores por artículo","Urbizagástegui Alvarado, Rubén, Restrepo Arango, Cristina","Investigación bibliotecológica; 25(53); 103-119","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100005&lang=pt" 
"S0187-358X2011000100006-mex","Contribución de Juan Bautista Iguíniz en la conformación de la profesión bibliotecaria en México","Estudillo García, Joel","Investigación bibliotecológica; 25(53); 121-158","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100006&lang=pt" 
"S0187-358X2011000100007-mex","La visibilidad de los recursos académicos: Una revisión crítica del papel de los repositorios institucionales y el acceso abierto","Galina Russell, Isabel","Investigación bibliotecológica; 25(53); 159-183","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100007&lang=pt" 
"S0187-358X2011000100008-mex","Los estudios de caso en la catalogación: sus contextos teórico-prácticos","Rodríguez García, Ariel Alejandro","Investigación bibliotecológica; 25(53); 185-200","Investigación bibliotecológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2011000100008&lang=pt" 
