"S0034-76122010000200006-scl","Reelection incentives and political budget cycle: evidence from Brazil","Klein, Fabio Alvim","Revista de Administração Pública; 44(2); 283-337","Revista de Administração Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122010000200006&lang=pt" 
"S0034-76122010000200015-scl","Elementos da conexão eleitoral","Monteiro, Jorge Vianna","Revista de Administração Pública; 44(2); 533-544","Revista de Administração Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122010000200015&lang=pt" 
"S0034-76122010000200005-scl","Equívoco analítico &amp; celebração do Plano Real","Monteiro, Jorge Vianna","Revista de Administração Pública; 44(2); 271-282","Revista de Administração Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122010000200005&lang=pt" 
"S0365-05962010000200003-scl","Dermatoses Ocupacionais","Alchorne, Alice de Oliveira de Avelar, Alchorne, Maurício Mota de Avelar, Silva, Marzia Macedo","Anais Brasileiros de Dermatologia; 85(2); 137-147","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000200003&lang=pt" 
"S0365-05962010000200005-scl","Corno cutâneo: estudo histopatológico retrospectivo de 222 casos","Mantese, Sônia Antunes de Oliveira, Diogo, Priscila Miranda, Rocha, Ademir, Berbert, Alceu Luiz Camargo Villela, Ferreira, Ana Karolina Mariano, Ferreira, Thais Camargos","Anais Brasileiros de Dermatologia; 85(2); 157-163","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000200005&lang=pt" 
"S0365-05962010000200006-scl","Estudo quantitativo das células de Langerhans em carcinomas basocelulares com maior e menor potencial de agressividade local","Santos, Itamar, Mello, Roberto José Vieira de, Santos, Itamar Belo dos, Santos, Reginaldo Alves dos","Anais Brasileiros de Dermatologia; 85(2); 165-171","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000200006&lang=pt" 
"S0365-05962010000200007-scl","Fotoexposição e fatores de risco para câncer da pele: uma avaliação de hábitos e conhecimentos entre estudantes universitários","Castilho, Ivan Gagliardi, Sousa, Maria Aparecida Alves, Leite, Rubens Marcelo Souza","Anais Brasileiros de Dermatologia; 85(2); 173-178","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000200007&lang=pt" 
"S0365-05962010000200008-scl","Padrão dermatoscópico das alopecias cicatriciais causadas por lúpus eritematoso discoide e líquen plano pilar","Estrada, Bruna Duque, Tamler, Carla, Sodré, Celso Tavares, Barcaui, Carlos Baptista, Pereira, Francisco Burnier Carlos","Anais Brasileiros de Dermatologia; 85(2); 179-183","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000200008&lang=pt" 
"S0365-05962010000200009-scl","Barreira cutânea na dermatite atópica","Addor, Flavia Alvim Sant&#039;Anna, Aoki, Valeria","Anais Brasileiros de Dermatologia; 85(2); 184-194","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000200009&lang=pt" 
"S0365-05962010000200010-scl","Histamina, receptores de histamina e anti-histamínicos: novos conceitos","Criado, Paulo Ricardo, Criado, Roberta Fachini Jardim, Maruta, Celina W., Machado Filho, Carlos d&#039;Apparecida","Anais Brasileiros de Dermatologia; 85(2); 195-210","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000200010&lang=pt" 
"S0365-05962010000200022-scl","Dissecting the pathways of tumour escape: &quot; question of life and death?&quot;","Tchernev, Georgi, Nenoff, Pietro","Anais Brasileiros de Dermatologia; 85(2); 248-259","Anais Brasileiros de Dermatologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000200022&lang=pt" 
