"S0256-95742008000200008-sza","Private sector cannot be left to &#039;own devices&#039;","Bateman, Chris","SAMJ: South African Medical Journal; 98(2); 77-78","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200008&lang=pt" 
"S0256-95742008000200022-sza","Incidence of nevirapine-associated hepatitis in an antenatal clinic","Black, V, Rees, H","SAMJ: South African Medical Journal; 98(2); 116-118","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200022&lang=pt" 
"S0256-95742008000200023-sza","&#039;Look and Lletz&#039; - a Chris Hani Baragwanath Hospital experience","Adam, Y, van Gelderen, C J, Newell, K","SAMJ: South African Medical Journal; 98(2); 119-122","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200023&lang=pt" 
"S0256-95742008000200020-sza","Prevalence of drug-drug interactions of antiretroviral agents in the private health care sector in South Africa","Katende-Kyenda, N L, Lubbe, M S, Serfontein, J H P, Truter, I","SAMJ: South African Medical Journal; 98(2); 109-113","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200020&lang=pt" 
"S0256-95742008000200021-sza","Pharmacologically active: Clinical trials and the pharmaceutical industry","Kahn, Michael, Gastrow, Michael","SAMJ: South African Medical Journal; 98(2); 114-116","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200021&lang=pt" 
"S0256-95742008000200024-sza","Obstetric anaesthesia: The source of the crisis","Lamacraft, G, Kenny, P J, Diedericks, B J S, Joubert, G","SAMJ: South African Medical Journal; 98(2); 123-124","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200024&lang=pt" 
"S0256-95742008000200025-sza","Guideline for the Treatment of Haemophilia in South Africa","Mahlangu, Johnny N, Gilham, Anne","SAMJ: South African Medical Journal; 98(2); 126-140","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200025&lang=pt" 
"S0256-95742008000200004-sza","QF-PCR for prenatal diagnosis of common aneuploides in women of advanced maternal age","Lampret, Julie, Lane, Tony, Christianson, Arnold","SAMJ: South African Medical Journal; 98(2); 68-69","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200004&lang=pt" 
"S0256-95742008000200005-sza","Of HIV, grief and TOP","Larsen, J V","SAMJ: South African Medical Journal; 98(2); 69-69","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200005&lang=pt" 
"S0256-95742008000200006-sza","Adverse events - at last a scientific way forward?","Bateman, Chris","SAMJ: South African Medical Journal; 98(2); 72-74","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200006&lang=pt" 
"S0256-95742008000200007-sza","New local scanners transform forensic pathology","Bateman, Chris","SAMJ: South African Medical Journal; 98(2); 75-76","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200007&lang=pt" 
"S0256-95742008000200001-sza","The dilemma of the Palestinian health crisis","Ncayiyana, Daniel J","SAMJ: South African Medical Journal; 98(2); 65-65","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200001&lang=pt" 
"S0256-95742008000200002-sza","Editor&#039;s Choice","van Niekerk, JP de V","SAMJ: South African Medical Journal; 98(2); 67-67","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200002&lang=pt" 
"S0256-95742008000200003-sza","An &#039;amnesty&#039; for health professionals?","Driver-Jowitt, J P","SAMJ: South African Medical Journal; 98(2); 68-68","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200003&lang=pt" 
"S0256-95742008000200009-sza","Top watchdog body lashes Zimbabwe - from Harare","Bateman, Chris","SAMJ: South African Medical Journal; 98(2); 80-82","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200009&lang=pt" 
"S0256-95742008000200019-sza","Severe hypertriglyceridaemia as a result of familial chylomicronaemia: The Cape Town experience","Pouwels, E D, Blom, D J, Firth, J C, Henderson, H E, Marais, A D","SAMJ: South African Medical Journal; 98(2); 105-108","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200019&lang=pt" 
"S0256-95742008000200018-sza","Familial hypercholesterolaemia: The Cape Town experience","Firth, Jean C, Marais, David A","SAMJ: South African Medical Journal; 98(2); 99-104","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200018&lang=pt" 
"S0256-95742008000200013-sza","The Descent of Madness: Evolutionary Origins of Psychosis and the Social Brain","White, Denise","SAMJ: South African Medical Journal; 98(2); 90-90","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200013&lang=pt" 
"S0256-95742008000200012-sza","Herophilus of Chalcedon and the practice of dissection in Hellenistic Alexandria","Štrkalj, Goran, Chorn, David","SAMJ: South African Medical Journal; 98(2); 86-89","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200012&lang=pt" 
"S0256-95742008000200011-sza","Cutaneous cryptococcosis erroneously diagnosed as Histoplasma capsulatum infection","Chipungu, Geoffrey A, Christians, Sean J, Oliver, Stephen P","SAMJ: South African Medical Journal; 98(2); 85-86","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200011&lang=pt" 
"S0256-95742008000200010-sza","Recommendations pertaining to the use of viral vaccines: Influenza 2008","Schoub, B D","SAMJ: South African Medical Journal; 98(2); 84-84","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200010&lang=pt" 
"S0256-95742008000200017-sza","Falsely elevated plasma creatinine levels as a marker of nitromethane poisoning","Boshoff, P E, Gailey, K, Moosa, MR","SAMJ: South African Medical Journal; 98(2); 97-98","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200017&lang=pt" 
"S0256-95742008000200016-sza","Clinical trial remuneration: The patients&#039; perspective","Burgess, L J, Sulzer, N, Emanuel, S","SAMJ: South African Medical Journal; 98(2); 95-97","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200016&lang=pt" 
"S0256-95742008000200015-sza","Payment of clinical trial participants","Horn, Lyn","SAMJ: South African Medical Journal; 98(2); 93-94","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200015&lang=pt" 
"S0256-95742008000200014-sza","Lipidology: Adding value to tertiary services","Marais, A D","SAMJ: South African Medical Journal; 98(2); 91-92","SAMJ: South African Medical Journal","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742008000200014&lang=pt" 
"S0375-15892008000200008-sza","Effect of sage extract (Salvia officinalis) on growth performance, blood parameters, oxidative stress and DNA damage in partridges","Yurtseven, S., Çetin, M., Şengül, T., Sögüt, B.","South African Journal of Animal Science; 38(2); 145-152","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000200008&lang=pt" 
"S0375-15892008000200004-sza","Cloning and SNP screening of the TLR4 gene and the association between its polymorphism and somatic cell score in dairy cattle","Wang, Xing-ping, Xu, Shang-zhong, Gao, Xue, Li, Jun-ya, Ren, Hong-yan, Luoren, Zhuo-ma","South African Journal of Animal Science; 38(2); 101-109","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000200004&lang=pt" 
"S0375-15892008000200005-sza","Heritability estimates and correlations between production and reproductive traits in Lori-Bakhtiari sheep in Iran","Vatankhah, M., Talebi, M.A.","South African Journal of Animal Science; 38(2); 110-118","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000200005&lang=pt" 
"S0375-15892008000200006-sza","Estimates of genetic parameters and effect of inbreeding on milk yield and composition in South African Jersey cows","Maiwashe, A., Nephawe, K.A., Theron, H.E.","South African Journal of Animal Science; 38(2); 119-125","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000200006&lang=pt" 
"S0375-15892008000200007-sza","Results of 23 years of selection for post-weaning weight in a Caracu beef herd","Pereira, M.C., Mercadante, M.E.Z., Razook, A.G., Figueiredo, L.A., Albuquerque, L.G.","South African Journal of Animal Science; 38(2); 136-144","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000200007&lang=pt" 
"S0375-15892008000200001-sza","Threonine and lysine requirements for maintenance in chickens","Nonis, M.K., Gous, R.M.","South African Journal of Animal Science; 38(2); 75-82","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000200001&lang=pt" 
"S0375-15892008000200002-sza","Sprout selection and performance of goats fed Acacia karroo coppices in the false thornveld of the Eastern Cape, South Africa","Nyamukanza, C.C., Scogings, P.F.","South African Journal of Animal Science; 38(2); 83-90","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000200002&lang=pt" 
"S0375-15892008000200003-sza","Effects of dietary oil sources on egg quality, fatty acid composition of eggs and blood lipids in laying quail","Güçlü, B.K., Uyank, F., İşcan, K.M.","South African Journal of Animal Science; 38(2); 91-100","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000200003&lang=pt" 
