"S0102-09352010000100001-scl","Monitoring of physiological and blood parameters during perinatal and neonatal period in calves","Piccione, G., Casella, S., Pennisi, P., Giannetto, C., Costa, A., Caola, G.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 1-12","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100001&lang=pt" 
"S0102-09352010000100002-scl","Comparação entre as administrações tópica e sistêmica de oxitetraciclina no tratamento de vacas com dermatite digital papilomatosa","Loureiro, M.G., Rodrigues, C.A., Nascimento, E.S., Esteban, C., Perri, S.H., Anhesini, C.R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 13-22","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100002&lang=pt" 
"S0102-09352010000100003-scl","Influência do treinamento aeróbio sobre o cortisol e glicose plasmáticos em equinos","Ferraz, G.C., Teixeira-Neto, A.R., Pereira, M.C., Linardi, R.L., Lacerda-Neto, J.C., Queiroz-Neto, A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 23-29","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100003&lang=pt" 
"S0102-09352010000100008-scl","Transcranial duplex doppler ultrasonography in dogs with hydrocephalus","Carvalho, C.F., Chammas, M.C., Andrade Neto, J.P., Jimenez, C.D., Diniz, S.A., Cerri, G.G.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 57-63","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100008&lang=pt" 
"S0102-09352010000100010-scl","Células-tronco mononucleares autólogas e proteína óssea morfogenética na cicatrização de defeitos tibiais experimentalmente induzidos em cães","Oliveira, G.K., Raiser, A.G., Olsson, D., Salbego, F.Z., Martins, D.B., Dezengrine, R., Santos Júnior, E.B., Rappeti, J, Trindade, L.B., Tognoli, G.K., Pippi, N.L., Sausen, L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 72-79","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100010&lang=pt" 
"S0102-09352010000100011-scl","Avaliação histológica do biovidro particulado na reparação de defeito experimental em mandíbula de cães","Tiomis, A.C., Borges, A.P.B., Daibert, A.P.F., Duarte, T.S., Pontes, K.C.S., Carvalho, T.B., Carlo Reis, E.C.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 80-85","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100011&lang=pt" 
"S0102-09352010000100013-scl","Modelo experimental de trauma medular agudo produzido por aparelho estereotáxico modificado","Torres, B.B.J., Silva, C.M.O., Almeida, Á.E.R.F., Caldeira, F.M.C., Gomes, M.G., Alves, E.G.L., Silva, S.J., Melo, E.G.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 92-99","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100013&lang=pt" 
"S0102-09352010000100015-scl","Qualidade da silagem de grãos de milho com adição de soja crua e parâmetros de digestibilidade parcial e total em bovinos","Jobim, C.C., Branco, A.F., Gai, V.F., Calixto Junior, M., Santos, G.T.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 107-115","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100015&lang=pt" 
"S0102-09352010000100016-scl","Primeira onda folicular e ovulação de vacas primíparas da raça Holandesa alimentadas com diferentes fontes energéticas durante o período de transição","Artunduaga, M.A.T., Coelho, S.G., Borges, A.M., Lana, A.M.Q., Reis, R.B., Campos, B.G., Saturnino, H.M., Sá Fortes, R.V., Costa, H.N.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 116-123","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100016&lang=pt" 
"S0102-09352010000100018-scl","Serum progesterone concentration and conception rate of beef cows supplemented with ground corn after a fixed-time artificial insemination protocol","Pescara, J.B., Sá Filho, O.G., Losi, T.C., Cooke, R.F., Vasconcelos, J. L. M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 130-135","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100018&lang=pt" 
"S0102-09352010000100019-scl","Components of (co)variance of the days open in Siboney dairy cows","González-Peña, D., Espinoza-Villavicencio, J.L., Guerra, D., Palacios, A., Évora, J.C., Portales, A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 136-143","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100019&lang=pt" 
"S0102-09352010000100020-scl","Fermentação ruminal de ovinos alimentados com alto concentrado e grãos de girassol ou gordura protegida","Homem Junior, A.C., Ezequiel, J.M.B., Fávaro, V.R., Oliveira, P.S.N., D&#039;Aurea, A.P., Santos, V.C., Gonçalves, J.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 144-153","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100020&lang=pt" 
"S0102-09352010000100021-scl","Digestibilidade da silagem de grãos úmidos de milho com diferentes granulometrias para suínos","Lohmann, A.C., Pozza, P.C., Nunes, R.V., Pozza, M.S.S., Venturi, I., Pasquetti, T.J.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 154-162","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100021&lang=pt" 
"S0102-09352010000100022-scl","Simulação técnico-econômica da inclusão de ractopamina em dietas de suínos em terminação","Brumatti, R.C., Kiefer, C.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 163-171","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100022&lang=pt" 
"S0102-09352010000100023-scl","Avaliação nutricional e energética do farelo de girassol para aves","Tavernari, F.C., Morata, R.L., Ribeiro Júnior, V., Albino, L.F.T., Dutra Júnior, W.M., Rostagno, H.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(1); 172-177","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000100023&lang=pt" 
