"S2316-40182015000100301-scl","A razão ética e poética nos poemas de Ana Martins Marques","Pietrani, Anélia Montechiari","Estudos de Literatura Brasileira Contemporânea; (45); 301-319","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100301&lang=pt" 
"S2316-40182015000100473-scl","Waltencir Alves de Oliveira - O gosto dos extremos: tensão e dualidade na poesia de João Cabral de Melo Neto, de Pedra do Sono a Andando Sevilha","Yokozawa, Solange Fiuza Cardoso","Estudos de Literatura Brasileira Contemporânea; (45); 473-478","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100473&lang=pt" 
"S2316-40182015000100065-scl","A arte de andar nas ruas de Brasília","Beal, Sophia","Estudos de Literatura Brasileira Contemporânea; (45); 65-83","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100065&lang=pt" 
"S2316-40182015000100261-scl","Cenas cotidianas: cultura de consumo e mídia em contos de André Sant&#039;Anna","Bezerra, Ligia","Estudos de Literatura Brasileira Contemporânea; (45); 261-279","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100261&lang=pt" 
"S2316-40182015000100085-scl","O espaço urbano como construção poética do sujeito","Busato, Susanna","Estudos de Literatura Brasileira Contemporânea; (45); 85-101","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100085&lang=pt" 
"S2316-40182015000100411-scl","&quot;A sociedade aprendeu a cobrar do homem&quot;: entrevista com Ferréz","Grünnagel, Christian, Wieser, Doris","Estudos de Literatura Brasileira Contemporânea; (45); 411-423","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100411&lang=pt" 
"S2316-40182015000100425-scl","&quot;Há 200 anos era a mesma coisa&quot;: entrevista com Beatriz Bracher","Grünnagel, Christian, Wieser, Doris","Estudos de Literatura Brasileira Contemporânea; (45); 425-443","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100425&lang=pt" 
"S2316-40182015000100223-scl","Os discursos do etnólogo, do filósofo e do ficcionista na estrutura do romance Nove noites","Bylaardt, Cid Ottoni","Estudos de Literatura Brasileira Contemporânea; (45); 223-237","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100223&lang=pt" 
"S2316-40182015000100139-scl","Um sentido para o fim: espaços migratórios e melancolia em Hanói, de Adriana Lisboa","Neves, Júlia Braga","Estudos de Literatura Brasileira Contemporânea; (45); 139-157","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100139&lang=pt" 
"S2316-40182015000100351-scl","&quot;Ir aonde ninguém quer ir&quot;: entrevista com Ana Paula Maia","Grünnagel, Christian","Estudos de Literatura Brasileira Contemporânea; (45); 351-371","Estudos de Literatura Brasileira Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-40182015000100351&lang=pt" 
"S1980-993X2015000200454-scl","Uso de sementes de Moringa oleifera na remoção da turbidez de água para abastecimento","Muniz, Gustavo Lopes, Duarte, Francinete Veloso, Oliveira, Suelaine Barbosa de","Revista Ambiente &amp; Água; 10(2); 454-463","Revista Ambiente &amp; Água","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2015000200454&lang=pt" 
