"S1134-928X2010000200005-esp","Los cambios estructurales y competenciales hacen posible la visibilidad de la invisible función de la Enfermería en el sistema sanitario","Quintanilla Martínez, Manuel, Fernández Cano, María Isabel","Gerokomos; 21(2); 70-72","Gerokomos","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2010000200005&lang=pt" 
"S0103-18132010000100013-scl","Da formação pré-serviço à prática em-serviço do professor de língua inglesa: a falta constitutiva","Castro, Maria de Fátima F. G. de","Trabalhos em Linguística Aplicada; 49(1); 185-204","Trabalhos em Linguística Aplicada","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-18132010000100013&lang=pt" 
"S0103-18132010000100014-scl","O uso de instrumentos e procedimentos de pesquisa sobre crenças: promovendo formação reflexiva","Moreira, Valdicea, Monteiro, Dirce Charara","Trabalhos em Linguística Aplicada; 49(1); 205-221","Trabalhos em Linguística Aplicada","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-18132010000100014&lang=pt" 
"S0103-18132010000100019-scl","Discursos sobre a Web 2.0 e a educaçâo: uma análise semiótica","Pereira, Daniervelin Renata, Matte, Ana Cristina","Trabalhos em Linguística Aplicada; 49(1); 293-304","Trabalhos em Linguística Aplicada","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-18132010000100019&lang=pt" 
"S0103-18132010000100006-scl","Tradução &amp; aprendizado de língua estrangeira: o ponto de vista do aluno","Terra, Márcia Regina","Trabalhos em Linguística Aplicada; 49(1); 69-85","Trabalhos em Linguística Aplicada","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-18132010000100006&lang=pt" 
"S1808-86942010000300013-scl","Alterações condutivas em neonatos que falharam na triagem auditiva neonatal","Pereira, Priscila Karla Santana, Azevedo, Marisa Frasson de, Testa, José Ricardo","Brazilian Journal of Otorhinolaryngology; 76(3); 347-354","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942010000300013&lang=pt" 
"S1851-30342010000200001-arg","Acceleration of the Increase of Endogenous Thyrotropin Hormone for Follow up Studies or Radioiodine Treatment in Patients with Differentiated Thyroid Carcinoma","Degrossi, Osvaldo J, Degrossi, Elina B, Balbuena, Roque L, Alak, María del Carmen, Mezzadri, Norberto A, Falco, Jorge E","Revista argentina de endocrinología y metabolismo; 47(2); 3-13","Revista argentina de endocrinología y metabolismo","Inglês","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342010000200001&lang=pt" 
"S1851-30342010000200002-arg","Metabolic syndrome and cardiovascular risk factors in adolescent students from Buenos Aires","Graffigna, M.N, Honfi, M, Soutelo, J, Migliano, M, Ledesma, L, Proietti, A, Aranguren, M, Pazos, M, Musso, C, Berg, G","Revista argentina de endocrinología y metabolismo; 47(2); 14-20","Revista argentina de endocrinología y metabolismo","Inglês","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342010000200002&lang=pt" 
"S1851-30342010000200003-arg","Association of single nucleotide polymorphism (SND) of CD28 (IVS3+17+K) and CTLA-4 (+49 A/G) with thyroid autoimmunity AIT)","Galarza, P, Canitano, F, Botta, S, Domínguez, M. E, Roveto, S, Perusco, A, Rimoldi, D","Revista argentina de endocrinología y metabolismo; 47(2); 21-26","Revista argentina de endocrinología y metabolismo","Inglês","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342010000200003&lang=pt" 
"S1851-30342010000200004-arg","Determination of the Aldosterone/Plasma Renin Activity Ratio for the Screening of Primary Hyperaldosteronism in Essential Hypertension: a Multicentric Study","Pardes, E, Belli, S, Cornaló, D, Contreras, L, Costa, L, Chervin, R, Damilano, S, Fenili, C, Gómez, R.M, Leal Reyna, M, Lupi, S, Martínez, M, Nofal, MT, Ruibal, G","Revista argentina de endocrinología y metabolismo; 47(2); 27-39","Revista argentina de endocrinología y metabolismo","Inglês","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342010000200004&lang=pt" 
"S1851-30342010000200005-arg","Prevalencia de Hipertensión y Microalbuminuria en el Síndrome de Ovarios Poliquísticos","Capello, Melina, Simonsen, Ulf, Rungby, Jørgen","Revista argentina de endocrinología y metabolismo; 47(2); 40-52","Revista argentina de endocrinología y metabolismo","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342010000200005&lang=pt" 
"S1575-18132010000200008-esp","Aplicación del aprendizaje basado en problemas para la enseñanza de la microbiología en estudiantes de Medicina","Lifschitz, V., Bobadilla, A., Esquivel, P., Giusiano, G., Merino, L.","Educación Médica; 13(2); 107-111","Educación Médica","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132010000200008&lang=pt" 
"S1575-18132010000200006-esp","Estrategia de motivación para estudiantes de primer año de Medicina, Universidad San Sebastián, Concepción, Chile","Jorquera-Aguayo, P., Acuña-Gamé, G., Ramos-Jiménez, M.","Educación Médica; 13(2); 97-100","Educación Médica","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132010000200006&lang=pt" 
"S0210-48062010000600017-esp","Tumor fibroso solitario renal (reporte de caso)","Taxa, L., Huanca, L., Meza, L., Pow Sang, M.","Actas Urológicas Españolas; 34(6); 568-570","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010000600017&lang=pt" 
"S1575-18132010000200004-esp","La transversalidad en la enseñanza de la medicina: el ejemplo de la Oncología","Barnadas-Molins, A., Baños, J.E.","Educación Médica; 13(2); 74-78","Educación Médica","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132010000200004&lang=pt" 
"S0101-28002010000200012-scl","Errata","","Jornal Brasileiro de Nefrologia; 32(2); 1-1","Jornal Brasileiro de Nefrologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002010000200012&lang=pt" 
"S0100-83582010000200008-scl","Growth and mineral nutrition of Solanum americanum","Bianco, S., Carvalho, L.B., Bianco, M.S.","Planta Daninha; 28(2); 293-299","Planta Daninha","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200008&lang=pt" 
"S0100-83582010000200015-scl","Uso de herbicidas no consórcio de milho safrinha com Brachiaria ruziziensis","Ceccon, G., Matoso, A.O., Neto Neto, A.L., Palombo, L.","Planta Daninha; 28(2); 359-364","Planta Daninha","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200015&lang=pt" 
"S0100-83582010000200018-scl","Lixiviação de sulfentrazone, isoxaflutole e oxyfluorfen no perfil de três solos","Melo, C.A.D., Medeiros, W.N., Tuffi Santos, L.D., Ferreira, F.A., Tiburcio, R.A.S., Ferreira, L.R.","Planta Daninha; 28(2); 385-392","Planta Daninha","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200018&lang=pt" 
"S0100-83582010000200022-scl","Avaliação qualitativa e quantitativa na deposição de calda de pulverização em Commelina benghalensis","Rodrigues, A.C.P., Filho, S.I.B.S., Martins, D., Costa, N.V., Rocha, D.C., Souza, G.S.F.","Planta Daninha; 28(2); 421-428","Planta Daninha","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200022&lang=pt" 
"S0103-05822010000200008-scl","Análise comparativa do estado nutricional de pré-escolares","Pereira, Alessandra da Silva, Vieira, Cristiane Bastos L., Barbosa, Roseane Moreira S., Soares, Eliane Abreu, Lanzillotti, Haydée Serrão","Revista Paulista de Pediatria; 28(2); 176-180","Revista Paulista de Pediatria","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822010000200008&lang=pt" 
"S0104-12902010000200001-scl","Editorial","Lefèvre, Fernando","Saúde e Sociedade; 19(2); 229-230","Saúde e Sociedade","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902010000200001&lang=pt" 
"S1575-18132010000200003-esp","Reflexiones sobre el hospital: su función en la formación de médicos","Soler-Durall, C.","Educación Médica; 13(2); 71-75","Educación Médica","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132010000200003&lang=pt" 
"S1575-18132010000200005-esp","Factores que pueden influir en el rendimiento académico de estudiantes de Bioquímica que ingresan en el programa de Medicina de la Universidad del Rosario-Colombia","Garzón, R., Rojas, M.O., Riesgo, L. del, Pinzón, M., Salamanca, A.L.","Educación Médica; 13(2); 85-96","Educación Médica","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132010000200005&lang=pt" 
"S1575-18132010000200007-esp","El currículo oculto en la formación del médico: El caso de la subespecialidad en Cirugía Plástica, Estética y Reconstructiva","Candaudap-Ortega, M.","Educación Médica; 13(2); 101-105","Educación Médica","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132010000200007&lang=pt" 
"S1575-18132010000200001-esp","Definición de &quot;Profesión médica&quot;, &quot;Profesional médico/a&quot; y &quot;Profesionalismo médico&quot;","Rodríguez Sendín, Juan José","Educación Médica; 13(2); 63-66","Educación Médica","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132010000200001&lang=pt" 
"S1575-18132010000200002-esp","La Declaración y el Proceso de Bolonia deben reconsiderarse","Wojtczak, Andrzej","Educación Médica; 13(2); 67-70","Educación Médica","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132010000200002&lang=pt" 
"S1413-81232010011600001-spa","Pesquisa da UNB revela que ao completar 40 anos uma em cada cinco Brasileiras adultas já terá feito aborto","Diniz, Debora","Ciência &amp; Saúde Coletiva; 15(); -","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232010011600001&lang=pt" 
"S1413-81232010000700002-spa","Aborto no Brasil: uma pesquisa domiciliar com técnica de urna","Diniz, Debora, Medeiros, Marcelo","Ciência &amp; Saúde Coletiva; 15(); 959-966","Ciência &amp; Saúde Coletiva","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232010000700002&lang=pt" 
"S1808-86942010000300005-scl","Condutas pós-manobra de Epley em idosos com VPPB de canal posterior","André, Ana Paula do Rego, Moriguti, Julio Cesar, Moreno, Nathali Singaretti","Brazilian Journal of Otorhinolaryngology; 76(3); 300-305","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942010000300005&lang=pt" 
"S0100-83582010000200001-scl","Effects of Corynespora cassiicola on Lantana camara","Passos, J.L., Barbosa, L.C.A., Demuner, A.J., Barreto, R.W., King-Diaz, B., Lotina-Hennsen, B.","Planta Daninha; 28(2); 229-237","Planta Daninha","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200001&lang=pt" 
"S0100-83582010000200002-scl","Multispecies weed competition and their economic threshold on the wheat crop","Gherekhloo, J., Noroozi, S., Mazaheri, D., Ghanbari, A., Ghannadha, M.R., Vidal, R.A., Prado, R. de","Planta Daninha; 28(2); 239-246","Planta Daninha","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200002&lang=pt" 
"S0100-83582010000200003-scl","Interferência das plantas daninhas sobre a produtividade e qualidade de cenoura","Soares, I.A.A., Freitas, F.C.L., Negreiros, M.Z., Freire, G.M., Aroucha, E.M.M., Grangeiro, L.C., Lopes, W.A.R., Dombroski, J.L.D.","Planta Daninha; 28(2); 247-254","Planta Daninha","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200003&lang=pt" 
"S0100-83582010000200004-scl","Interferência de plantas daninhas na cultura do quiabo","Santos, J.B., Silveira, T.P., Coelho, P.S., Costa, O.G., Matta, P.M., Silva, M.B., Drumond Neto, A.P.","Planta Daninha; 28(2); 255-262","Planta Daninha","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200004&lang=pt" 
"S0100-83582010000200005-scl","Supressão de plantas daninhas e produção de milho-verde orgânico em sistema de plantio direto","Queiroz, L.R., Galvão, J.C.C., Cruz, J.C., Oliveira, M.F., Tardin, F.D.","Planta Daninha; 28(2); 263-270","Planta Daninha","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200005&lang=pt" 
"S0100-83582010000200006-scl","Influence of corn sowing density and gliricidia intercropping on weed control","Silva, P.S.L., Souza, A.D., Paula, V.F.S., Oliveira, F.H.T., Silva, K.M.B.","Planta Daninha; 28(2); 271-279","Planta Daninha","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200006&lang=pt" 
"S0100-83582010000200007-scl","Effects of weed &quot;Reestablishment&quot; after hoeing on corn yields","Silva, P.S.L., Oliveira, A.C., Oliveira, O.F., Freitas, F.C.L., Santos, T.S.","Planta Daninha; 28(2); 281-291","Planta Daninha","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582010000200007&lang=pt" 
