"S0100-55022009000300003-scl","Concepções de docentes em relação ao manual sobre violência intrafamiliar","Souza, Edinilsa Ramos de, Ferreira, Ana Lúcia, Santos, Neuci Cunha dos","Revista Brasileira de Educação Médica; 33(3); 329-338","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300003&lang=pt" 
"S0100-55022009000300004-scl","Career satisfaction among medical school professors: a case study in Brazil","Costa, Nilce Maria da Silva Campos","Revista Brasileira de Educação Médica; 33(3); 339-348","Revista Brasileira de Educação Médica","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300004&lang=pt" 
"S0100-55022009000300005-scl","Avaliação da qualidade do sono em estudantes de Medicina","Cardoso, Hígor Chagas, Bueno, Fernanda Carla de Castro, Mata, Jaqueline Cardoso da, Alves, Ana Paula Rodrigues, Jochims, Isadora, Vaz Filho, Ivan Henrique Ranulfo, Hanna, Marcelo Michel","Revista Brasileira de Educação Médica; 33(3); 349-355","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300005&lang=pt" 
"S0100-55022009000300006-scl","Experiências e impactos do aprendizado em Homeopatia: relatos de médicos egressos do Curso de Especialização em Homeopatia da FMJ","Adler, Maristela Schiabel, Gallian, Dante Marcelo Claramonte","Revista Brasileira de Educação Médica; 33(3); 356-363","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300006&lang=pt" 
"S0100-55022009000300007-scl","Formação médica, ciência e atendimento ao paciente que morre: uma herança em questão","Falcão, Eliane Brígida Morais, Mendonça, Sandro Bichara","Revista Brasileira de Educação Médica; 33(3); 364-373","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300007&lang=pt" 
"S0100-55022009000300008-scl","El trabajo en pequeños grupos facilita la enseñanza-aprendizaje de Bioquímica","Magnarelli, Gladis, Quintana, Maria Martha, García, Laura, Villagrán De Rosso, Elena, Cabrera, Luis, Ruiz-Moreno, Lídia","Revista Brasileira de Educação Médica; 33(3); 374-381","Revista Brasileira de Educação Médica","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300008&lang=pt" 
"S0100-55022009000300009-scl","Ser médico no PSF: formação acadêmica, perspectivas e trabalho cotidiano","Gonçalves, Rebeca Jesumary, Soares, Roberta de Almeida, Troll, Thaís, Cyrino, Eliana Goldfarb","Revista Brasileira de Educação Médica; 33(3); 382-392","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300009&lang=pt" 
"S0100-55022009000300010-scl","A compreensão do residente médico em reumatologia no atendimento aos pacientes com fibromialgia","Maeda, Ana Maria Canzonieri, Pollak, Daniel Feldman, Martins, Maria Anita Viviani","Revista Brasileira de Educação Médica; 33(3); 393-404","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300010&lang=pt" 
"S0100-55022009000300011-scl","O estudante de Medicina e o médico recém-formado frente à morte e ao morrer","Marta, Gustavo Nader, Marta, Sara Nader, Andrea Filho, Ayrton de, Job, José Roberto Pretel Pereira","Revista Brasileira de Educação Médica; 33(3); 405-416","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300011&lang=pt" 
"S0100-55022009000300015-scl","A avaliação no contexto da formação médica brasileira","Mourão, Maria das Graças Mota, Caldeira, Antônio Prates, Raposo, José J. B.Vasconcelos","Revista Brasileira de Educação Médica; 33(3); 441-453","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300015&lang=pt" 
"S0100-55022009000300017-scl","Médico de família: ser ou não ser? Dilemas envolvidos na escolha desta carreira","Mello, Guilherme Arantes, Mattos, Augustus Tadeu Relo de, Souto, Bernardino Geraldo Alves, Fontanella, Bruno José Barcellos, Demarzo, Marcelo Marcos Piva","Revista Brasileira de Educação Médica; 33(3); 464-471","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300017&lang=pt" 
