"S1413-81232008000600036-scl","Humanização dos cuidados em saúde: conceitos, dilemas e práticas","Neves, Claudia Abbês Baeta","Ciência &amp; Saúde Coletiva; 13(6); 1995-1996","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232008000600036&lang=pt" 
"S1413-81232008000600035-scl","Proteção social: dilemas e desafios","Mendes, Alessandra Gomes","Ciência &amp; Saúde Coletiva; 13(6); 1993-1995","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232008000600035&lang=pt" 
"S1676-56482008000200010-scl","Cultura e marketing: relação de interdependência","Strehlau, Vivian Iara","RAE eletrônica; 7(2); -","RAE eletrônica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-56482008000200010&lang=pt" 
"S1413-81232008000600035-spa","Proteção social: dilemas e desafios","Mendes, Alessandra Gomes","Ciência &amp; Saúde Coletiva; 13(6); 1993-1995","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600035&lang=pt" 
"S1413-81232008000600005-spa","&#039;Undisciplinary&#039; comments from evaluative research in health","Hartz, Zulmira de Araújo","Ciência &amp; Saúde Coletiva; 13(6); 1713-1714","Ciência &amp; Saúde Coletiva","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600005&lang=pt" 
"S1413-81232008000600004-spa","Is epidemiology beginning to dialogue with anthropology?","Leal, Ondina Fachel","Ciência &amp; Saúde Coletiva; 13(6); 1712-1713","Ciência &amp; Saúde Coletiva","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600004&lang=pt" 
"S1413-81232008000600003-spa","Beyond method: constructing &quot;anthropoepidemiological&quot; methods","Knauth, Daniela Riva","Ciência &amp; Saúde Coletiva; 13(6); 1711-1712","Ciência &amp; Saúde Coletiva","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600003&lang=pt" 
"S1413-81232008000600006-spa","The authors reply - Response: a call for the study of multidisciplinary collaboration","","Ciência &amp; Saúde Coletiva; 13(6); 1715-1717","Ciência &amp; Saúde Coletiva","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600006&lang=pt" 
"S1413-81232008000600036-spa","Humanização dos cuidados em saúde: conceitos, dilemas e práticas","Neves, Claudia Abbês Baeta","Ciência &amp; Saúde Coletiva; 13(6); 1995-1996","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600036&lang=pt" 
"S1413-81232008000600034-spa","Cárie dentária e necessidade de tratamento odontológico entre os índios Baniwa do Alto Rio Negro, Amazonas","Carneiro, Marília Clemente Gomes, Santos, Ricardo Ventura, Garnelo, Luiza, Rebelo, Maria Augusta Bessa, Coimbra Jr., Carlos Everaldo Alvares","Ciência &amp; Saúde Coletiva; 13(6); 1985-1992","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600034&lang=pt" 
"S1413-81232008000600033-spa","As arranhaduras da masculinidade: uma discussão sobre o toque retal como medida de prevenção do câncer prostático","Gomes, Romeu, Nascimento, Elaine Ferreira do, Rebello, Lúcia Emília Figueiredo de Sousa, Araújo, Fábio Carvalho de","Ciência &amp; Saúde Coletiva; 13(6); 1975-1984","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600033&lang=pt" 
"S1413-81232008000600032-spa","A trajetória de um serviço público em álcool e outras drogas no município de Vitória: o caso do CPTT","Reis, Rossana dos, Garcia, Maria Lúcia Teixeira","Ciência &amp; Saúde Coletiva; 13(6); 1965-1974","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600032&lang=pt" 
"S1413-81232008000600030-spa","Modelo para avaliação de planos de gerenciamento de resíduos de serviços de saúde (PGRSS) para Secretarias Municipais da Saúde e/ou do Meio Ambiente","Zamoner, Maristela","Ciência &amp; Saúde Coletiva; 13(6); 1945-1952","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600030&lang=pt" 
"S1413-81232008000600027-spa","Anemia como problema de saúde pública: uma realidade atual","Batista Filho, Malaquias, Souza, Ariani Impieri de, Bresani, Cristiane Campello","Ciência &amp; Saúde Coletiva; 13(6); 1917-1922","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600027&lang=pt" 
"S1413-81232008000600026-spa","A systematic review and meta-analysis of interventions used to reduce exposure to house dust and their effect on the development and severity of asthma","Macdonald, Clare, Sternberg, Anna, Hunter, Paul","Ciência &amp; Saúde Coletiva; 13(6); 1907-1915","Ciência &amp; Saúde Coletiva","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600026&lang=pt" 
"S1413-81232008000600025-spa","Implementação do diagnóstico da infecção pelo HIV para gestantes em Unidade Básica de Saúde da Família em Fortaleza, Ceará","Araújo, Maria Alix Leite, Vieira, Neiva Francenely Cunha, Silva, Raimunda Magalhães da","Ciência &amp; Saúde Coletiva; 13(6); 1899-1906","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600025&lang=pt" 
"S1413-81232008000600023-spa","Conhecimento da população de Viçosa, MG, sobre as formas de transmissão da aids","Lima, Marcela Miranda, Carlos, Jaqueline, Areal, Rômulo Braga, Souza, Rodrigo José Silva, Lima, Swiany Silveira, Campos, Lucio Antonio de Oliveira, Eisenlohr, Pedro Vasconcellos, Filardi, Michelle Picinin","Ciência &amp; Saúde Coletiva; 13(6); 1879-1888","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600023&lang=pt" 
"S1413-81232008000600022-spa","Assimetria nas relações internacionais, propriedade industrial e medicamentos anti-aids","Costa-Couto, Maria Helena, Nascimento, Álvaro César","Ciência &amp; Saúde Coletiva; 13(6); 1869-1877","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600022&lang=pt" 
"S1413-81232008000600021-spa","Analisando a problemática do risco em casais que vivem em situação de sorodiscordância","Amorim, Camila Miranda de, Szapiro, Ana Maria","Ciência &amp; Saúde Coletiva; 13(6); 1859-1868","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600021&lang=pt" 
"S1413-81232008000600020-spa","Adesão a um programa de atenção à saúde bucal para crianças e adolescentes infectados pelo HIV e atitude dos responsáveis","Machado, Fernanda Campos, Souza, Ivete Pomarico Ribeiro de, Tura, Luiz Fernando Rangel, Castro, Glória Fernanda","Ciência &amp; Saúde Coletiva; 13(6); 1851-1857","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600020&lang=pt" 
"S1413-81232008000600019-spa","Transformações da &quot;aids aguda&quot; para a &quot;aids crônica&quot;: percepção corporal e intervenções cirúrgicas entre pessoas vivendo com HIV e aids","Alencar, Tatianna Meireles Dantas de, Nemes, Maria Ines Battistella, Velloso, Marco Aurélio","Ciência &amp; Saúde Coletiva; 13(6); 1841-1849","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600019&lang=pt" 
"S1413-81232008000600018-spa","O conhecimento de HIV/aids na terceira idade: estudo epidemiológico no Vale do Sinos, Rio Grande do Sul, Brasil","Lazzarotto, Alexandre Ramos, Kramer, Andréa Sebben, Hädrich, Martha, Tonin, Marina, Caputo, Paula, Sprinz, Eduardo","Ciência &amp; Saúde Coletiva; 13(6); 1833-1840","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600018&lang=pt" 
"S1413-81232008000600017-spa","Avaliação da existência de controle de infecção oral nos pacientes internados em hospitais do estado do Rio de Janeiro","Kahn, Sérgio, Garcia, Carlos Henrique, Galan Júnior, João, Namen, Fátima Maria, Machado, Walter Augusto Soares, Silva Júnior, Joel Alves da, Sardenberg, Eleanor Mobley Scofield, Egreja, André Medina","Ciência &amp; Saúde Coletiva; 13(6); 1825-1831","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600017&lang=pt" 
"S1413-81232008000600016-spa","Evaluation of STD/HIV/AIDS peer-education and danger: a local perspective","Laperrière, Hélène","Ciência &amp; Saúde Coletiva; 13(6); 1817-1824","Ciência &amp; Saúde Coletiva","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600016&lang=pt" 
"S1413-81232008000600014-spa","O impacto da saúde bucal na qualidade de vida de crianças infectadas pelo HIV: revisão de literatura","Buczynski, Ana Karla, Castro, Glória Fernanda, Souza, Ivete Pomarico Ribeiro de","Ciência &amp; Saúde Coletiva; 13(6); 1797-1805","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600014&lang=pt" 
"S1413-81232008000600012-spa","Gasto energético em adultos do município de Niterói, Rio de Janeiro: resultados da Pesquisa de Nutrição, Atividade Física e Saúde - PNAFS","Anjos, Luiz Antonio dos, Ferreira, Bianca Catarina Miranda, Vasconcellos, Mauricio Teixeira Leite de, Wahrlich, Vivian","Ciência &amp; Saúde Coletiva; 13(6); 1775-1784","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600012&lang=pt" 
"S1413-81232008000600011-spa","Redes: um olhar sistêmico para a epidemiologia de doenças transmissíveis","Codeço, Cláudia Torres, Coelho, Flávio Codeço","Ciência &amp; Saúde Coletiva; 13(6); 1767-1774","Ciência &amp; Saúde Coletiva","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600011&lang=pt" 
"S1413-81232008000600007-spa","&quot;Get back to where you once belonged&quot;: monitoring the AIDS pandemic in the 21st century","Bastos, Francisco Inácio","Ciência &amp; Saúde Coletiva; 13(6); 1719-1727","Ciência &amp; Saúde Coletiva","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232008000600007&lang=pt" 
