"S1666-485X2010000100002-arg","Finitud y yo absoluto: La crítica de Heidegger a Fichte","Markus, Gabriel","Tópicos; (19); -","Tópicos","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1666-485X2010000100002&lang=pt" 
"S1666-485X2010000100003-arg","El método fenomenológico como posibilidad de integración entre ética y ontología","González, Carmen","Tópicos; (19); -","Tópicos","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1666-485X2010000100003&lang=pt" 
"S1666-485X2010000100004-arg","La temporalidad como estructura de L&#039;Action (1893) de Maurice Blondel","Perkins, Patricio","Tópicos; (19); -","Tópicos","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1666-485X2010000100004&lang=pt" 
"S1666-485X2010000100005-arg","Otto neurath: relevancia y actualidad de su concepción pluralista de la racionalidad","Prono, María Inés","Tópicos; (19); -","Tópicos","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1666-485X2010000100005&lang=pt" 
"S0864-21412010000200012-cub","Biografía del eminente cardiólogo cubano Dr. Néstor Reynaldo Calafell Vázquez","Hernández Almeida, Esequiel, Calafell Valdés, Alejandro","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200012&lang=pt" 
"S0864-21412010000200013-cub","Calidad educativa","Vidal Ledo, María, Morales Suárez, Ileana","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200013&lang=pt" 
"S0864-21412010000200001-cub","Diagnóstico de la motivación hacia el estudio en jóvenes de la carrera de Estomatología","Núñez Pérez, Bernardo, Peguero Morejón, Hilda","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200001&lang=pt" 
"S0864-21412010000200003-cub","La preparación profesoral en la impartición de la asignatura Morfofisiología Humana IV","Tomé López, Orlando, Broche Candó, Juan Miguel, Mass Sosa, Luis Alberto, Nogueira Sotolongo, Minerva, Rivera Michelena, Natacha","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200003&lang=pt" 
"S0864-21412010000200004-cub","Modelo para desarrollar la Asistenciabilidad en el proceso de formación del profesional de enfermería","Puga García, Arturo, Madiedo Albolatrach, Mayra, Brito Hernández, Idania, Escobar Carmona, Edelby","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200004&lang=pt" 
"S0864-21412010000200005-cub","Perfil investigativo durante la residencia de MGI en Habana del Este","Quintana Regalado, Grecia, Moreno Montañez, Magalys","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200005&lang=pt" 
"S0864-21412010000200002-cub","La educación virtual, una visión para su implementación en la carrera de Tecnología de la Salud de Pinar del Río","Rivera Cabrera, Ayisban, Viera Díaz, Luisa, Pulgarón Decoro, Roisbel","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200002&lang=pt" 
"S0864-21412010000200006-cub","Conferencia en propedéutica clínica para el Síndrome de inflamación articular","Blanco Aspiazú, Miguel Ángel, Suárez Bergado, Roberto, Canelles Pupo, Marino Gabriel, Fernández Camejo, Josefina, González Pérez, Jorge Luis, Ramírez Chávez, Justo","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200006&lang=pt" 
"S0864-21412010000200007-cub","Análisis del programa de la asignatura Pediatría en cuarto año de Medicina","Arcia Rivero, Daisy Leonor, Alfonso García, Adianez","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200007&lang=pt" 
"S0864-21412010000200008-cub","Algunas consideraciones sobre la formación didáctica de los alumnos ayudantes en la carrera de Medicina","Fajardo Tornés, Yarine Leodnell, Sánchez García, Eva","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200008&lang=pt" 
"S0864-21412010000200009-cub","La educación en valores en el contexto de la formación profesional de Enfermería","Rojas Izquierdo, Miladys, González Barrero, Marylú, González Acosta, Mercedes Niurys, Núñez Herrera, Mirtha","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200009&lang=pt" 
"S0864-21412010000200011-cub","Evaluación de la aptitud clínica al egreso de la Licenciatura de Medicina","Gómez-López, Víctor M., Rosales-Gracia, Sandra, Ramírez-Martínez, Jesús, García-Galaviz, José L., Saldaña-Cedillo, Sergio, Peña-Maldonado, Alma A.","Educación Médica Superior; 24(2); -","Educación Médica Superior","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412010000200011&lang=pt" 
"S0034-75312010000200008-cub","Asociación entre factores perinatales y neonatales de riesgo y parálisis cerebral","Robaina Castellanos, Gerardo Rogelio","Revista Cubana de Pediatría; 82(2); -","Revista Cubana de Pediatría","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312010000200008&lang=pt" 
"S0034-75312010000200001-cub","Ecocardiografía transesofágica intraoperatoria en la cirugía de las cardiopatías congénitas","Ozores Suárez, Francisco Javier, Bravo Pérez de Ordaz, Luis","Revista Cubana de Pediatría; 82(2); -","Revista Cubana de Pediatría","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312010000200001&lang=pt" 
"S0034-75312010000200002-cub","Supervivencia en el neonato con peso menor de 1 500 g","Fernández Ragi, Rosa María, García Fernández, Yanet, García Díaz, Omar, Rodríguez Rivero, Mayling, Moreno Morales, Marilyn","Revista Cubana de Pediatría; 82(2); -","Revista Cubana de Pediatría","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312010000200002&lang=pt" 
"S0034-75312010000200003-cub","Morbilidad y mortalidad por sepsis neonatal precoz","Fernández Díaz, Nayvi, Duque de Estrada Riverón, Johan, Díaz Cuéllar, Fe","Revista Cubana de Pediatría; 82(2); -","Revista Cubana de Pediatría","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312010000200003&lang=pt" 
"S0034-75312010000200004-cub","Anemia muy precoz del prematuro con peso ≤ 1 500 g:: prevalencia y factores asociados","López Negrín, Yusleivy Milagros, Roig Álvarez, Tania","Revista Cubana de Pediatría; 82(2); -","Revista Cubana de Pediatría","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312010000200004&lang=pt" 
