"S1516-35982008000200002-scl","Tratamento de efluentes de carcinicultura por macrófitas aquáticas flutuantes","Henry-Silva, Gustavo Gonzaga, Camargo, Antonio Fernando Monteiro","Revista Brasileira de Zootecnia; 37(2); 181-188","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200002&lang=pt" 
"S1516-35982008000200004-scl","Composição bromatológica e fracionamento de carboidratos e proteínas de aveia-preta e triticale sob corte e pastejo","Ferolla, Fernando Silveira, Vásquez, Hernán Maldonado, Coelho da Silva, José Fernando, Viana, Alexandre Pio, Domingues, Felipe Nogueira, Lista, Fábio Nunes","Revista Brasileira de Zootecnia; 37(2); 197-204","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200004&lang=pt" 
"S1516-35982008000200005-scl","Características produtivas e estruturais do milheto e sua relação com o ganho de peso de bezerras sob suplementação alimentar","Roman, Juliano, Rocha, Marta Gomes da, Genro, Teresa Cristina Moraes, Santos, Davi Teixeira dos, Freitas, Fabiana Kellermann de, Montagner, Denise Baptaglin","Revista Brasileira de Zootecnia; 37(2); 205-211","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200005&lang=pt" 
"S1516-35982008000200006-scl","Comparação de três métodos para estimativa do índice de área foliar em pastos de capim-marandu sob lotação contínua","Sbrissia, André Fischer, Silva, Sila Carneiro da","Revista Brasileira de Zootecnia; 37(2); 212-220","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200006&lang=pt" 
"S1516-35982008000200007-scl","Resposta de pastagens perenes à adubação com chorume suíno: pastagem natural","Scheffer-Basso, Simone Meredith, Scherer, Clênio Valdeni, Ellwanger, Marcelo de Faria","Revista Brasileira de Zootecnia; 37(2); 221-227","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200007&lang=pt" 
"S1516-35982008000200009-scl","Comparações entre os valores genéticos para características de crescimento de bovinos da raça Nelore preditos com modelos de dimensão finita ou infinita","Albuquerque, Lucia Galvão de, Faro, Lenira El","Revista Brasileira de Zootecnia; 37(2); 238-246","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200009&lang=pt" 
"S1516-35982008000200010-scl","Parâmetros genéticos para características de tamanho e condição corporal, eficiência reprodutiva e longevidade em fêmeas da raça Canchim","Baldi, Fernando, Alencar, Maurício Mello de, Freitas, Alfredo Ribeiro de, Barbosa, Rogério Taveira","Revista Brasileira de Zootecnia; 37(2); 247-253","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200010&lang=pt" 
"S1516-35982008000200011-scl","Comportamento sexual de touros Zebuínos e Angus em central de coleta e processamento de sêmen","Bascuñan, Daniela Sartori Rocha, Jorge, André Mendes, Rocha, Gilberto Pedroso da, Weschler, Francisco Stefano, Andrighetto, Cristiana","Revista Brasileira de Zootecnia; 37(2); 254-260","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200011&lang=pt" 
"S1516-35982008000200012-scl","Detecção de locos de características quantitativas (QTL) afetando o crescimento e a carcaça de suínos: um enfoque Bayesiano com o uso de diferentes prioris","Gonçalves, Tarcisio de Moraes, Costa, Ana Luísa Lopes da, Laranjo, Juliana Salgado, Rodriguez, Mary Ana Petersen, Rebouças, Geovanne Ferreira","Revista Brasileira de Zootecnia; 37(2); 261-272","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200012&lang=pt" 
"S1516-35982008000200014-scl","Plasma sangüíneo em pó em dietas para leitões desmamados aos 14 dias de idade","Gattás, Gustavo, Ferreira, Aloízio Soares, Barbosa, Fellipe Freitas, Silva, Francisco Carlos de Oliveira, Donzele, Juarez Lopes, Lopes, Darci Clementino","Revista Brasileira de Zootecnia; 37(2); 278-285","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200014&lang=pt" 
"S1516-35982008000200015-scl","Valor nutricional e viabilidade econômica de rações suplementadas com maltodextrina e acidificante para leitões desmamados","Silva, Anália Maria Ribeiro da, Berto, Dirlei Antonio, Lima, Gustavo Julio Mello Monteiro de, Wechsler, Francisco Stefano, Padilha, Pedro de Magalhães, Castro, Vanessa Sousa","Revista Brasileira de Zootecnia; 37(2); 286-295","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008000200015&lang=pt" 
