"S1020-49892006000600001-spa","El registro internacional de ensayos clínicos","Cuervo, Luis Gabriel, Valdés, América, Clark, María Luisa","Revista Panamericana de Salud Pública; 19(6); 365-370","Revista Panamericana de Salud Pública","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892006000600001&lang=pt" 
"S1020-49892006000600013-spa","Principios del registro internacional de protocolos y resultados de ensayos clínicos a base de intervenciones de salud en seres humanos: Declaración de Ottawa (parte 1)","Krleza-Jeric, Karmela, Chan, An-Wen, Dickersin, Kay, Sim, Ida, Grimshaw, Jeremy, Gluud, Christian","Revista Panamericana de Salud Pública; 19(6); 413-416","Revista Panamericana de Salud Pública","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892006000600013&lang=pt" 
"S1020-49892006000600006-spa","Tuberculin skin reactivity after neonatal BCG vaccination in preterm infants in Minas Gerais, Brazil, 2001-2002","Camargos, Paulo, Ribeiro, Yara, Teixeira, Artur, Menezes, Luciana","Revista Panamericana de Salud Pública; 19(6); 403-407","Revista Panamericana de Salud Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892006000600006&lang=pt" 
"S1020-49892006000600016-spa","Erratum","","Revista Panamericana de Salud Pública; 19(6); 412-412","Revista Panamericana de Salud Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892006000600016&lang=pt" 
"S0004-27492006000300001-scl","Direitos, obrigações e responsabilidades no processo editorial científico","Muccioli, Cristina, Campos, Mauro, Goldchmit, Mauro, Dantas, Paulo E. C., Bechara, Samir J., Costa, Vital Paulino","Arquivos Brasileiros de Oftalmologia; 69(3); -","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000300001&lang=pt" 
"S0004-27492006000300031-scl","Vitaminas e antioxidantes na degeneração macular relacionada à idade","Serracarbassa, Pedro Durães","Arquivos Brasileiros de Oftalmologia; 69(3); 443-445","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000300031&lang=pt" 
"S0004-27492006000300030-scl","Nodulose reumatóide epibulbar bilateral: relato de caso","Santos, Namir Clementino, Sousa, Luciene Barbosa de, Trevisani, Virginia Fernandes Moça, Rigueiro, Moacyr Pezzati, Freitas, Denise de","Arquivos Brasileiros de Oftalmologia; 69(3); 439-442","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000300030&lang=pt" 
"S0004-27492006000300029-scl","Metástase no músculo reto inferior como sinal de apresentação de adenocarcinoma renal: relato de caso","Gonçalves, Allan Christian Pieroni, Costa, Patrícia Grativol, Monteiro, Mario Luiz Ribeiro","Arquivos Brasileiros de Oftalmologia; 69(3); 435-438","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000300029&lang=pt" 
"S0004-27492006000300028-scl","Use of oral voriconazole as adjunctive treatment of severe cornea fungal infection: case report","Freda, Roberto","Arquivos Brasileiros de Oftalmologia; 69(3); 431-434","Arquivos Brasileiros de Oftalmologia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000300028&lang=pt" 
"S0004-27492006000300027-scl","Prolapso de gordura orbitária bilateral associado a pterígio: relato de caso","Dias, Vanderson Glerian, Cintra, Dino de Aguiar, Gigante, Edmilson","Arquivos Brasileiros de Oftalmologia; 69(3); 427-429","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000300027&lang=pt" 
"S0004-27492006000300022-scl","Optical coherence tomography in presumed subretinal Toxocara granuloma: case report","Lago, Aline do, Andrade, Rafael, Muccioli, Cristina, Belfort Jr, Rubens","Arquivos Brasileiros de Oftalmologia; 69(3); 403-405","Arquivos Brasileiros de Oftalmologia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000300022&lang=pt" 
